iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.21139650702454582,0.21139650702454582,0.004300965319,[0.157062 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.176334 0.       0.       0.       0.       0.173121 0.       0.       0.165917 0.       0.       0.155016 0.       0.       0.172549 0.       0.      ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
1,0.21012063666892358,0.21012063666892358,0.004300965319,[0.162728 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.170425 0.       0.       0.       0.       0.169141 0.       0.       0.166264 0.       0.       0.16253  0.       0.       0.168913 0.       0.      ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
2,0.1766096257375407,0.1766096257375407,0.004300965319,[0.135424 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.1371   0.       0.       0.       0.       0.13682  0.       0.       0.136194 0.       0.       0.317691 0.       0.       0.136771 0.       0.      ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
3,0.17627264152053773,0.17627264152053773,0.004300965319,[0.135424  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.1371    0.        0.        0.        0.        0.1354518 0.        0.        0.136194  0.        0.        0.3190592 0.        0.        0.136771  0.        0.       ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
4,0.1760228207331213,0.1760228207331213,0.004300965319,[0.135424  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.135729  0.        0.        0.        0.        0.1354518 0.        0.        0.136194  0.        0.        0.3204302 0.        0.        0.136771  0.        0.       ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
5,0.1760228207331213,0.1760228207331213,0.004300965319,[0.135424  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.135729  0.        0.        0.        0.        0.1354518 0.        0.        0.136194  0.        0.        0.3204302 0.        0.        0.136771  0.        0.       ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
6,0.17202528674708434,0.17495900042596968,0.004300965319,[0.132252 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.132325 0.       0.       0.       0.       0.132259 0.       0.       0.132435 0.       0.       0.338156 0.       0.       0.132573 0.       0.      ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
7,0.17145011422967998,0.17145011422967998,0.004300965319,[0.131833 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.13185  0.       0.       0.       0.       0.131834 0.       0.       0.131877 0.       0.       0.340696 0.       0.       0.13191  0.       0.      ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
8,0.1711630358450893,0.1711630358450893,0.004300965319,[0.131833  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.13185   0.        0.        0.        0.        0.131834  0.        0.        0.131877  0.        0.        0.3420151 0.        0.        0.1305909 0.        0.       ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
9,0.1711630358450893,0.1711630358450893,0.004300965319,[0.131833  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.13185   0.        0.        0.        0.        0.131834  0.        0.        0.131877  0.        0.        0.3420151 0.        0.        0.1305909 0.        0.       ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0.],6.0,1000,100,0.01,0.0005,1,5,random,,first,single_objective
