iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.08847630236198196,0.0054368509780000004,7,7,100,46,0.06275,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.058985, 0.046564, 0.264766, 0.026533, 0.525878, 0.028249, 0.049025]","[0, 4, 8, 24, 25, 26, 28]"
1,idID,True,0.0647855636126238,0.0052297702880000005,7,7,100,31,0.067052,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.040014, 0.031588, 0.179609, 0.017999, 0.67837, 0.019163, 0.033257]","[0, 4, 8, 24, 25, 26, 28]"
2,idID,True,0.05014486263264323,0.0048130859360000005,7,7,100,38,0.068596,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.048187, 0.03804, 0.012043, 0.021675, 0.816928, 0.023077, 0.04005]","[0, 4, 12, 24, 25, 26, 28]"
3,idID,True,0.0403959142938892,0.004963341956,7,7,100,42,0.066763,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.03955, 0.012521, 0.022536, 0.849363, 0.023993, 0.04164, 0.010397]","[4, 12, 24, 25, 26, 28, 30]"
4,idID,True,0.031994950144473615,0.004915052591000001,7,7,100,46,0.06441,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.040842, 0.01293, 0.010327, 0.023272, 0.877115, 0.024777, 0.010737]","[4, 12, 23, 24, 25, 26, 30]"
5,idID,True,0.026824422371802964,0.004919427038000001,7,7,100,46,0.064599,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01015, 0.041455, 0.013124, 0.010482, 0.023621, 0.890271, 0.010898]","[0, 4, 12, 23, 24, 25, 30]"
6,idID,True,0.021723947969630578,0.004925790452000001,7,7,100,58,0.061821,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01029, 0.042027, 0.013305, 0.010138, 0.010627, 0.902564, 0.011048]","[0, 4, 12, 16, 23, 25, 30]"
7,idID,True,0.01885750033884995,0.004963396564,6,6,100,67,0.062397,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.042464, 0.013443, 0.010243, 0.010737, 0.911949, 0.011163]","[4, 12, 16, 23, 25, 30]"
8,idID,True,0.014265984664531784,0.004726628811000001,6,6,100,38,0.060077,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010336, 0.013894, 0.010587, 0.011097, 0.942549, 0.011538]","[8, 12, 16, 23, 25, 30]"
9,idID,True,0.011251422272253283,0.004736551107,5,5,100,65,0.061327,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010452, 0.01405, 0.010706, 0.953125, 0.011667]","[8, 12, 16, 25, 30]"
10,TID,True,0.010007558412287754,0.004756912015000001,5,5,100,52,0.061113,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010452, 0.01405, 0.953125, 0.01, 0.011667]","[8, 12, 25, 27, 30]"
11,idID,True,0.00889090939071305,0.004756065013999999,5,5,100,65,0.06361,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010502, 0.010048, 0.95768, 0.010048, 0.011723]","[8, 14, 25, 27, 30]"
12,idID,True,0.008242750914277395,0.00473914224,5,5,100,81,0.065633,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01052, 0.010065, 0.010017, 0.959332, 0.010065]","[8, 14, 16, 25, 27]"
13,TID,True,0.00745508837776823,0.00480793484,5,5,100,88,0.066859,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01052, 0.010017, 0.959332, 0.010065]","[4, 8, 16, 25, 27]"
14,TID,True,0.0073973555444711,0.004858050046,5,5,100,91,0.066668,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01052, 0.01, 0.959332, 0.010065]","[4, 8, 18, 25, 27]"
15,iDR,False,0.0073973555444711,0.004858050046,5,5,100,92,0.067137,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01052, 0.01, 0.959332, 0.010065]","[4, 8, 18, 25, 27]"
