iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.016441440515721,0.004835292252200001,5,5,1000,904,0.58064,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.010351, 0.010031, 0.01, 0.01, 0.9588354]","[4, 8, 16, 18, 25]"
1,TID,True,0.014515448499242998,0.0048219522522000005,5,5,1000,905,0.532508,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.010351, 0.010031, 0.01, 0.01, 0.9588354]","[4, 8, 14, 16, 25]"
2,TID,True,0.013287116910485676,0.004795471687200001,5,5,1000,891,0.531322,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.010351, 0.01, 0.01, 0.01, 0.9588354]","[4, 12, 14, 16, 25]"
3,TID,True,0.012151773105972,0.0046844180722,5,5,1000,897,0.532206,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
4,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,911,0.545471,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
5,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,900,0.530903,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
6,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,887,0.531581,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
7,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,898,0.551111,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
8,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,905,0.54572,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
9,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,893,0.557526,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
10,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,894,0.577939,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
11,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,892,0.568844,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
12,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,899,0.56101,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
13,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,885,0.548731,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
14,iDR,False,0.012151773105972,0.0046844180722,5,5,1000,884,0.547084,100,1000,0.1,0.003,5,15,best,42,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9588354]","[12, 14, 15, 16, 25]"
