iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.13918872340175495,0.13918872340175495,0.0021179981930000004,[0.012864 0.       0.       0.       0.       0.018801 0.       0.       0.041365 0.       0.       0.       0.252354 0.029163 0.02945  0.037555 0.502956 0.       0.       0.       0.       0.       0.036359 0.       0.027646 0.       0.       0.       0.       0.       0.011488],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.],500,100,0.1,0.0015,1,11,idID,98,random
1,0.13480277519917436,0.13480277519917436,0.002030074603,[0.012248 0.       0.       0.       0.       0.017901 0.       0.       0.039384 0.       0.       0.       0.240269 0.027766 0.02804  0.035757 0.526757 0.       0.       0.       0.       0.       0.034618 0.       0.026322 0.       0.       0.       0.       0.       0.010938],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.],500,100,0.1,0.0015,1,11,idID,98,random
2,0.13021212771579688,0.13021212771579688,0.001942603603,[0.011635 0.       0.       0.       0.       0.017005 0.       0.       0.037413 0.       0.       0.       0.228246 0.026377 0.026637 0.033968 0.550438 0.       0.       0.       0.       0.       0.032886 0.       0.025005 0.       0.       0.       0.       0.       0.010391],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.],500,100,0.1,0.0015,1,11,idID,98,random
3,0.11884011192512131,0.11884011192512131,0.0018785613629999998,[0.011635 0.       0.       0.       0.       0.017005 0.       0.       0.037413 0.       0.       0.       0.228246 0.026377 0.026637 0.033968 0.550438 0.       0.       0.       0.       0.       0.032886 0.       0.010391 0.       0.       0.       0.       0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
4,0.10279077642658282,0.10279077642658282,0.001745872853,[0.011635 0.       0.       0.       0.       0.017005 0.       0.       0.037413 0.       0.       0.       0.228246 0.026377 0.026637 0.033968 0.550438 0.       0.       0.       0.       0.       0.010391 0.       0.       0.       0.       0.       0.       0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
5,0.02244896373606783,0.02244896373606783,0.001545199103,[0.011635 0.       0.       0.       0.       0.017005 0.       0.       0.037413 0.       0.       0.       0.228246 0.026377 0.026637 0.033968 0.010391 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
6,0.02199543380864195,0.02199543380864195,0.0015901988409999998,[0.011635 0.       0.       0.       0.       0.017005 0.       0.       0.037413 0.       0.       0.       0.228246 0.026377 0.026637 0.033968 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.01     0.       0.       0.       0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
7,0.02195993102369272,0.02195993102369272,0.0015843360373,[0.011635  0.        0.        0.        0.        0.0196687 0.        0.        0.037413  0.        0.        0.        0.228246  0.026377  0.0239733 0.033968  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.        0.        0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
8,0.021925398602136555,0.021925398602136555,0.0015793692481999998,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.037413  0.        0.        0.        0.228246  0.0237393 0.0239733 0.033968  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.        0.        0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
9,0.021925398602136555,0.021925398602136555,0.0015793692481999998,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.037413  0.        0.        0.        0.228246  0.0237393 0.0239733 0.033968  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.        0.        0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
10,0.017078658184682075,0.017078658184682075,0.0015280597602000002,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.037413  0.        0.        0.        0.228246  0.0237393 0.0239733 0.01      0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
11,0.016480827857518074,0.016480827857518074,0.0015500297602,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.037413  0.        0.        0.        0.228246  0.0237393 0.0239733 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
12,0.016363003541472486,0.016363003541472486,0.0015321575701000001,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.0336717 0.        0.        0.        0.228246  0.0237393 0.0239733 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0137413 0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
13,0.016363003541472486,0.016363003541472486,0.0015321575701000001,[0.011635  0.        0.        0.        0.        0.0223064 0.        0.        0.0336717 0.        0.        0.        0.228246  0.0237393 0.0239733 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0137413 0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
14,0.016282258574086828,0.016282258574086828,0.0015333548116,[0.0104715 0.        0.        0.        0.        0.0223064 0.        0.        0.0336717 0.        0.        0.        0.228246  0.0237393 0.0239733 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0149048 0.        0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
15,0.01577506545217013,0.01577506545217013,0.0015224676180999998,[0.        0.        0.        0.        0.        0.0223064 0.        0.        0.0336717 0.        0.        0.        0.228246  0.0237393 0.0239733 0.        0.01      0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0149048 0.        0.        0.       ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
16,0.015515480705965012,0.015515480705965012,0.00151362542968,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03030453 0.         0.         0.         0.23161317 0.0237393  0.0239733  0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149048  0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
17,0.015432128709998844,0.015432128709998844,0.0015218700885700001,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03267846 0.         0.         0.         0.23161317 0.02136537 0.0239733  0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0149048  0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
18,0.013693398476433138,0.013693398476433138,0.0015075826661700002,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03267846 0.         0.         0.         0.23161317 0.02136537 0.0239733  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01       0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
19,0.013527981261847918,0.013527981261847918,0.00150369419691,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03267846 0.         0.         0.         0.23161317 0.02136537 0.02157597 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01239733 0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
20,0.013527981261847918,0.013527981261847918,0.00150369419691,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03267846 0.         0.         0.         0.23161317 0.02136537 0.02157597 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01239733 0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
21,0.013441017260763754,0.013441017260763754,0.0015105014154449998,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03483606 0.         0.         0.         0.23161317 0.02136537 0.01941837 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01239733 0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
22,0.013300973986617427,0.013300973986617427,0.001507715371197,[0.         0.         0.         0.         0.         0.0223064  0.         0.         0.03483606 0.         0.         0.         0.23161317 0.01922883 0.01941837 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01453387 0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.0015,1,11,idID,98,random
