iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.21873785758584202,0.002402812241,6,6,100,5,0.035807,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.177443, 0.16273, 0.181922, 0.149562, 0.185862, 0.142481]","[0, 5, 7, 14, 16, 30]"
1,TID,True,0.2167788833928265,0.0023787770200000002,6,6,100,100,0.04349,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.177443, 0.146457, 0.181922, 0.149562, 0.202135, 0.142481]","[0, 5, 7, 14, 16, 30]"
2,iDR,True,0.2158916326030027,0.0023879882680000004,6,6,100,100,0.044744,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.18008, 0.13377, 0.184626, 0.151785, 0.205139, 0.144599]","[0, 5, 7, 14, 16, 30]"
3,idID,True,0.2014462180156744,0.002473731466,6,6,100,82,0.038802,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.205517, 0.011413, 0.210705, 0.173225, 0.234116, 0.165024]","[0, 2, 7, 14, 16, 30]"
4,TID,True,0.20128311644089192,0.0023724034315,7,7,100,83,0.041529,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.205517, 0.011413, 0.1896345, 0.173225, 0.021070500000000002, 0.234116, 0.165024]","[0, 2, 7, 14, 15, 16, 30]"
5,iDR,True,0.2008218375583257,0.002394719127,7,7,100,100,0.041426,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.188846, 0.011652, 0.193614, 0.17686, 0.021513, 0.239028, 0.168487]","[0, 2, 7, 14, 15, 16, 30]"
6,idID,True,0.19909699055385702,0.002434356057,7,7,100,57,0.044717,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.189158, 0.193934, 0.177153, 0.021549, 0.239424, 0.010017, 0.168766]","[0, 7, 14, 15, 16, 18, 30]"
7,iDR,True,0.1983284289169941,0.002406837885,7,7,100,44,0.040238,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.192569, 0.197431, 0.162313, 0.021938, 0.243742, 0.010198, 0.171809]","[0, 7, 14, 15, 16, 18, 30]"
8,iDR,True,0.1982825569245306,0.002411817722,7,7,100,87,0.042351,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.192992, 0.197865, 0.16267, 0.019788, 0.244278, 0.01022, 0.172187]","[0, 7, 14, 15, 16, 18, 30]"
9,TID,True,0.19581795182599596,0.0025288548695000003,8,8,100,76,0.042336,100,100,0.1,0.002,1,2,15,random,79,random,bench_local,"[0.192992, 0.019786500000000002, 0.1780785, 0.16267, 0.019788, 0.244278, 0.01022, 0.172187]","[0, 4, 7, 14, 15, 16, 18, 30]"
