iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.08058406996314459,0.08058406996314459,0.009047477004999999,[0.       0.       0.       0.       0.738724 0.       0.       0.       0.       0.       0.       0.       0.203182 0.       0.       0.       0.       0.       0.       0.       0.       0.058093 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
1,0.0671609711187009,0.0671609711187009,0.009423995723,[0.       0.       0.       0.       0.792849 0.       0.       0.       0.       0.       0.       0.       0.161093 0.       0.       0.       0.       0.       0.       0.       0.       0.046059 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
2,0.05517657789758663,0.05517657789758663,0.009674596955999998,[0.       0.       0.       0.       0.833111 0.       0.       0.       0.       0.       0.       0.       0.118491 0.       0.       0.       0.       0.       0.       0.       0.       0.048398 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
3,0.04503675239778425,0.04503675239778425,0.009865722172,[0.       0.       0.       0.       0.863817 0.       0.       0.       0.       0.       0.       0.       0.086001 0.       0.       0.       0.       0.       0.       0.       0.       0.050182 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
4,0.036037185732891,0.036037185732891,0.0100302248848,[0.        0.        0.        0.        0.8896173 0.        0.        0.        0.        0.        0.        0.        0.0602007 0.        0.        0.        0.        0.        0.        0.        0.        0.050182  0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
5,0.028885614603238012,0.028885614603238012,0.010206085274999999,[0.       0.       0.       0.       0.912871 0.       0.       0.       0.       0.       0.       0.       0.047519 0.       0.       0.       0.       0.       0.       0.       0.       0.039611 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
6,0.022953655764758274,0.022953655764758274,0.010347736402,[0.       0.       0.       0.       0.931602 0.       0.       0.       0.       0.       0.       0.       0.037303 0.       0.       0.       0.       0.       0.       0.       0.       0.031095 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
7,0.018113332798981387,0.018113332798981387,0.010460720961999998,[0.       0.       0.       0.       0.946542 0.       0.       0.       0.       0.       0.       0.       0.029155 0.       0.       0.       0.       0.       0.       0.       0.       0.024303 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
8,0.014214181840257871,0.014214181840257871,0.010550133159999999,[0.       0.       0.       0.       0.958365 0.       0.       0.       0.       0.       0.       0.       0.022707 0.       0.       0.       0.       0.       0.       0.       0.       0.018928 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
9,0.011105103996169778,0.011105103996169778,0.010620438812999998,[0.       0.       0.       0.       0.967662 0.       0.       0.       0.       0.       0.       0.       0.017636 0.       0.       0.       0.       0.       0.       0.       0.       0.014701 0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.3,0.0055,1,3,idID,71,first
