iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.07957411167975688,0.004458908536000001,7,7,100,36,0.058988,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.042997, 0.094168, 0.031028, 0.049748, 0.057737, 0.032143, 0.692179]","[9, 14, 15, 18, 19, 24, 25]"
1,idID,True,0.0616721610673198,0.004537546603,7,7,100,22,0.068075,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.032877, 0.072004, 0.023725, 0.038039, 0.044147, 0.024578, 0.764631]","[9, 14, 15, 18, 19, 24, 25]"
2,idID,True,0.050336373309535484,0.004586213339,7,7,100,37,0.067659,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.026613, 0.058285, 0.019205, 0.030792, 0.035736, 0.019895, 0.809474]","[9, 14, 15, 18, 19, 24, 25]"
3,idID,True,0.040799751007991464,0.004579332722,7,7,100,30,0.065431,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.027963, 0.020179, 0.010507, 0.032354, 0.037549, 0.020904, 0.850542]","[9, 15, 16, 18, 19, 24, 25]"
4,idID,True,0.03387270395778386,0.004563199258,7,7,100,39,0.064796,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.028755, 0.020751, 0.010805, 0.033271, 0.010283, 0.021496, 0.874639]","[9, 15, 16, 18, 23, 24, 25]"
5,idID,True,0.02886011053047113,0.004602801607000001,7,7,100,50,0.064417,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010191, 0.021148, 0.011012, 0.033907, 0.01048, 0.021907, 0.891356]","[12, 15, 16, 18, 23, 24, 25]"
6,idID,True,0.0232577235944239,0.004642949209000001,7,7,100,57,0.064947,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010245, 0.010441, 0.021666, 0.011282, 0.010737, 0.022444, 0.913187]","[4, 12, 15, 16, 23, 24, 25]"
7,idID,True,0.018682856689956596,0.004664409534,7,7,100,54,0.065165,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010374, 0.010573, 0.021939, 0.011424, 0.010872, 0.924692, 0.010126]","[4, 12, 15, 16, 23, 25, 30]"
8,idID,True,0.014534295882347892,0.004741296517,7,7,100,66,0.066072,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010499, 0.010701, 0.011562, 0.011003, 0.935865, 0.010121, 0.010248]","[4, 12, 16, 23, 25, 27, 30]"
9,idID,True,0.011571685340562353,0.004751309788,6,6,100,80,0.066733,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010616, 0.01082, 0.011691, 0.946278, 0.010234, 0.010362]","[4, 12, 16, 25, 27, 30]"
10,idID,True,0.008874912811397672,0.004754173590000001,5,5,100,79,0.068454,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010732, 0.011819, 0.956628, 0.010346, 0.010475]","[4, 16, 25, 27, 30]"
11,idID,True,0.006203981146383911,0.004779312841000001,4,4,100,75,0.063469,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.010846, 0.011944, 0.966755, 0.010456]","[4, 16, 25, 27]"
12,idID,True,0.004415304128414151,0.00471257787,3,3,100,67,0.064299,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.012075, 0.977354, 0.010571]","[16, 25, 27]"
13,idID,True,0.002996032599233136,0.004737947756000001,2,2,100,63,0.063275,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.012204, 0.987796]","[16, 25]"
14,idID,True,0.001384444493303124,0.00476839599,2,2,100,52,0.065457,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
15,iDR,False,0.001384444493303124,0.00476839599,2,2,100,100,0.068661,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
16,iDR,False,0.001384444493303124,0.00476839599,2,2,100,100,0.06506,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
17,iDR,False,0.001384444493303124,0.00476839599,2,2,100,96,0.06621,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
18,iDR,False,0.001384444493303124,0.00476839599,2,2,100,97,0.06589,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
19,iDR,False,0.001384444493303124,0.00476839599,2,2,100,99,0.06485,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
20,iDR,False,0.001384444493303124,0.00476839599,2,2,100,96,0.065581,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
21,iDR,False,0.001384444493303124,0.00476839599,2,2,100,98,0.065224,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
22,iDR,False,0.001384444493303124,0.00476839599,2,2,100,98,0.063674,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
23,iDR,False,0.001384444493303124,0.00476839599,2,2,100,99,0.064456,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
24,iDR,False,0.001384444493303124,0.00476839599,2,2,100,98,0.063571,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
25,iDR,False,0.001384444493303124,0.00476839599,2,2,100,100,0.06801,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.989978, 0.010022]","[25, 27]"
