iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.20506551820619895,0.005772315844,8,8,100,76,0.037717,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.215169, 0.040682, 0.224864, 0.107687, 0.216299, 0.165787, 0.018421, 0.011091]","[4, 5, 7, 9, 18, 23, 25, 26]"
1,idID,True,0.18460582643788637,0.006084683139,8,8,100,61,0.035764,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.254875, 0.048189, 0.266359, 0.127559, 0.011845, 0.256214, 0.02182, 0.013138]","[4, 5, 7, 9, 15, 18, 25, 26]"
2,idID,True,0.18396616314460315,0.006105634019,8,8,100,66,0.036314,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.256109, 0.04358, 0.267649, 0.128177, 0.011902, 0.257455, 0.021926, 0.013202]","[4, 5, 7, 9, 15, 18, 25, 26]"
3,idID,True,0.16911995564798346,0.006490189242,8,8,100,69,0.036778,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.290431, 0.04942, 0.01134, 0.303518, 0.013497, 0.291958, 0.024864, 0.014971]","[4, 5, 6, 7, 15, 18, 25, 26]"
4,idID,True,0.15473801353225433,0.0070882347830000005,8,8,100,62,0.035636,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.411095, 0.069952, 0.016051, 0.019105, 0.413257, 0.035194, 0.021191, 0.014155]","[4, 5, 6, 15, 18, 25, 26, 29]"
5,idID,True,0.15244381349476202,0.007092337173999999,8,8,100,68,0.036482,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.413598, 0.070378, 0.019221, 0.010061, 0.415773, 0.035408, 0.02132, 0.014241]","[4, 5, 15, 16, 18, 25, 26, 29]"
6,idID,True,0.14994214519688304,0.007115922187999999,8,8,100,65,0.035901,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.010114, 0.418334, 0.071184, 0.019441, 0.010176, 0.420533, 0.035813, 0.014404]","[0, 4, 5, 15, 16, 18, 25, 29]"
7,idID,True,0.14985446630702368,0.007129516568,8,8,100,55,0.035096,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.010134, 0.419149, 0.071323, 0.017531, 0.010196, 0.421353, 0.035883, 0.014432]","[0, 4, 5, 15, 16, 18, 25, 29]"
8,idID,True,0.14859835571175994,0.007189098530999999,7,7,100,68,0.036496,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.42344, 0.072053, 0.01771, 0.0103, 0.425666, 0.03625, 0.01458]","[4, 5, 15, 16, 18, 25, 29]"
9,idID,True,0.14806684344490156,0.007260983497,6,6,100,64,0.035742,1000,100,0.1,0.002,1,2,15,idID,9,random,ccef,"[0.427847, 0.072803, 0.017894, 0.430096, 0.036627, 0.014732]","[4, 5, 15, 18, 25, 29]"
