iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.20239656436848502,0.20239656436848502,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.11096712 0.         0.         0.         0.111759   0.         0.         0.112968   0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.11021188 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
1,0.20217579063826643,0.20217579063826643,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.11096712 0.         0.         0.         0.111759   0.         0.         0.11183832 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.11134156 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
2,0.20193193696031636,0.20193193696031636,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10985745 0.         0.         0.         0.111759   0.         0.         0.11183832 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.11245123 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
3,0.20169445502699582,0.20169445502699582,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10985745 0.         0.         0.         0.11064141 0.         0.         0.11183832 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.11356882 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
4,0.20147480321428426,0.20147480321428426,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10985745 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.1146872  0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
5,0.20123257818742904,0.20123257818742904,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10875887 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.109876   0.         0.         0.11578578 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
6,0.20097991605619464,0.20097991605619464,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10875887 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.10877724 0.         0.         0.11688454 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
7,0.2007393796727205,0.2007393796727205,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10767129 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.10877724 0.         0.         0.11797213 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
8,0.20048849760864582,0.20048849760864582,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10767129 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.10768947 0.         0.         0.1190599  0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
9,0.2002393673531443,0.2002393673531443,0.003609555274,[0.         0.         0.         0.         0.111338   0.         0.         0.10767129 0.         0.         0.         0.11064141 0.         0.         0.11071994 0.110673   0.         0.112608   0.         0.         0.         0.109601   0.         0.         0.10661257 0.         0.         0.12013679 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.0025,1,8,TID,,random,single_objective
