iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.16808293816213032,,0.004630459585000001,[0.       0.       0.139074 0.       0.315685 0.       0.       0.128193 0.       0.       0.135275 0.       0.       0.       0.       0.137061 0.       0.144713 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
1,0.16778748149177675,0.1705888637944789,0.004630459585000001,[0.         0.         0.13768326 0.         0.31707574 0.         0.         0.128193   0.         0.         0.135275   0.         0.         0.         0.         0.137061   0.         0.144713   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
2,0.16778748149177675,,0.004630459585000001,[0.         0.         0.13768326 0.         0.31707574 0.         0.         0.128193   0.         0.         0.135275   0.         0.         0.         0.         0.137061   0.         0.144713   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
3,0.16778748149177675,,0.004630459585000001,[0.         0.         0.13768326 0.         0.31707574 0.         0.         0.128193   0.         0.         0.135275   0.         0.         0.         0.         0.137061   0.         0.144713   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
4,0.16756779405621985,0.17316071010594575,0.004630459585000001,[0.         0.         0.13768326 0.         0.31842849 0.         0.         0.128193   0.         0.         0.13392225 0.         0.         0.         0.         0.137061   0.         0.144713   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
5,0.16416970851469243,0.16416970851469243,0.004630459585000001,[0.       0.       0.132751 0.       0.337873 0.       0.       0.130494 0.       0.       0.131856 0.       0.       0.       0.       0.132603 0.       0.134423 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
6,0.16388002278544977,0.16388002278544977,0.004630459585000001,[0.         0.         0.13142349 0.         0.33920051 0.         0.         0.130494   0.         0.         0.131856   0.         0.         0.         0.         0.132603   0.         0.134423   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
7,0.16364522043653262,0.16364522043653262,0.004630459585000001,[0.       0.       0.131653 0.       0.340848 0.       0.       0.131429 0.       0.       0.131757 0.       0.       0.       0.       0.131937 0.       0.132375 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
8,0.16339550373036021,0.16339550373036021,0.004630459585000001,[0.         0.         0.131653   0.         0.34217175 0.         0.         0.131429   0.         0.         0.131757   0.         0.         0.         0.         0.131937   0.         0.13105125 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
9,0.16339550373036021,,0.004630459585000001,[0.         0.         0.131653   0.         0.34217175 0.         0.         0.131429   0.         0.         0.131757   0.         0.         0.         0.         0.131937   0.         0.13105125 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.0045,1,6,random,,random,single_objective
