iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.26221032443946046,0.004028738404140001,9,9,100,84,0.040878,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.108428, 0.118804, 0.10494, 0.080051, 0.207885, 0.16463574, 0.0203254, 0.176638, 0.01829286]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
1,iDR,True,0.2612623739768828,0.004023401201000001,9,9,100,100,0.054957,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.098655, 0.120106, 0.10609, 0.080928, 0.210164, 0.16644, 0.020548, 0.178574, 0.018493]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
2,iDR,True,0.2603200876164144,0.004018510501,9,9,100,100,0.050219,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.089674, 0.121303, 0.107147, 0.081735, 0.212258, 0.168099, 0.020753, 0.180354, 0.018677]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
3,idID,True,0.1417237367126231,0.003186175746,9,9,100,73,0.041232,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.04526, 0.061223, 0.054079, 0.041253, 0.107129, 0.084842, 0.010474, 0.091027, 0.504713]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
4,iDR,True,0.14031239672608667,0.00318525546,9,9,100,85,0.039669,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.045676, 0.061785, 0.054576, 0.041632, 0.108113, 0.085621, 0.01057, 0.082677, 0.509349]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
5,idID,True,0.08907326185883156,0.003984862851,9,9,100,73,0.045997,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.022959, 0.031057, 0.027433, 0.020927, 0.054344, 0.043038, 0.502657, 0.041558, 0.256028]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
6,idID,True,0.06364463961198585,0.00425327907,9,9,100,100,0.040633,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.015333, 0.020741, 0.018321, 0.013976, 0.036294, 0.028743, 0.667849, 0.027754, 0.170988]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
7,iDR,True,0.06015143579913633,0.0042870790150000004,9,9,100,100,0.045104,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.014373, 0.019443, 0.017174, 0.013101, 0.034022, 0.026944, 0.688644, 0.026017, 0.160284]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
8,iDR,True,0.05671848406046015,0.004319665881,9,9,100,100,0.050969,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013447, 0.01819, 0.016067, 0.012257, 0.03183, 0.025208, 0.708703, 0.024341, 0.149957]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
9,iDR,True,0.053362153879124394,0.004350990121000001,9,9,100,100,0.05678,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.012557, 0.016986, 0.015004, 0.011446, 0.029723, 0.02354, 0.727981, 0.02273, 0.140033]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
10,TID,True,0.05257488032581821,0.004350966342600001,9,9,100,41,0.052644,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.012557, 0.016986, 0.015004, 0.011446, 0.0267507, 0.02354, 0.7309533, 0.02273, 0.140033]","[3, 7, 12, 14, 19, 20, 25, 26, 27]"
11,idID,True,0.04699002756962918,0.004441468381,9,9,100,68,0.045627,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.012719, 0.010129, 0.017205, 0.015197, 0.011594, 0.027096, 0.023844, 0.740378, 0.141839]","[3, 4, 7, 12, 14, 19, 20, 25, 27]"
12,idID,True,0.04028100200096313,0.00475422864,9,9,100,65,0.041948,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.01465, 0.011667, 0.011519, 0.019818, 0.017505, 0.013355, 0.031211, 0.027465, 0.852811]","[3, 4, 5, 7, 12, 14, 19, 20, 25]"
13,iDR,True,0.03715976068262481,0.004757268471,9,9,100,100,0.041751,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013499, 0.01075, 0.010614, 0.018261, 0.016129, 0.012306, 0.028758, 0.025307, 0.864376]","[3, 4, 5, 7, 12, 14, 19, 20, 25]"
14,TID,True,0.03635874552613999,0.004791538445,9,9,100,43,0.051491,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013499, 0.01075, 0.018261, 0.016129, 0.012306, 0.01, 0.028758, 0.025307, 0.864376]","[3, 4, 7, 12, 14, 18, 19, 20, 25]"
15,idID,True,0.03182544313761875,0.004765724194,9,9,100,69,0.045345,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013766, 0.010962, 0.018622, 0.016448, 0.012549, 0.010198, 0.025807, 0.881451, 0.010198]","[3, 4, 7, 12, 14, 18, 20, 25, 29]"
16,TID,True,0.029810048939743972,0.00476877958,9,9,100,50,0.055812,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013766, 0.010962, 0.018622, 0.016448, 0.012549, 0.010198, 0.025807, 0.881451, 0.01]","[3, 4, 7, 12, 14, 18, 20, 25, 27]"
17,TID,True,0.029390709167875905,0.0047692795992,9,9,100,54,0.04391,100,100,0.1,0.001,1,2,15,random,57,best,bench_local,"[0.013766, 0.010962, 0.018622, 0.0148032, 0.012549, 0.010198, 0.025807, 0.8830958, 0.01]","[3, 4, 7, 12, 14, 18, 20, 25, 27]"
