iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.20681362661738062,0.20681362661738062,0.0030537665639999998,[0.046428 0.035414 0.039248 0.       0.036587 0.       0.528478 0.02101  0.       0.       0.       0.019241 0.       0.       0.045319 0.03045  0.       0.       0.013037 0.       0.       0.       0.019757 0.046228 0.       0.       0.020438 0.010595 0.       0.023175 0.064595],[1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
1,0.18214793768648466,0.18214793768648466,0.0029820900570000004,[0.010595 0.035414 0.039248 0.       0.036587 0.       0.528478 0.02101  0.       0.       0.       0.019241 0.       0.       0.045319 0.03045  0.       0.       0.013037 0.       0.       0.       0.019757 0.046228 0.       0.       0.020438 0.       0.       0.023175 0.064595],[1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
2,0.1804570031623951,0.1804570031623951,0.0029763208026,[0.010595  0.035414  0.039248  0.        0.036587  0.        0.5331008 0.02101   0.        0.        0.        0.019241  0.        0.        0.045319  0.03045   0.        0.        0.013037  0.        0.        0.        0.019757  0.0416052 0.        0.        0.020438  0.        0.        0.023175  0.064595 ],[1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
3,0.17742626145953316,0.17742626145953316,0.0030103819476,[0.        0.035414  0.039248  0.        0.036587  0.        0.5331008 0.02101   0.        0.        0.        0.019241  0.        0.        0.045319  0.03045   0.        0.        0.013037  0.        0.        0.        0.019757  0.0416052 0.        0.01      0.020438  0.        0.        0.023175  0.064595 ],[0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
4,0.1652767882806096,0.1652767882806096,0.0029595684976000004,[0.        0.035414  0.039248  0.        0.036587  0.        0.5331008 0.02101   0.        0.        0.        0.019241  0.        0.        0.045319  0.01      0.        0.        0.013037  0.        0.        0.        0.019757  0.0416052 0.        0.        0.020438  0.        0.        0.023175  0.064595 ],[0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
5,0.03720720184734476,0.03720720184734476,0.0016012350224000004,[0.        0.035414  0.039248  0.        0.036587  0.        0.01      0.02101   0.        0.        0.        0.019241  0.        0.        0.045319  0.        0.        0.        0.013037  0.        0.        0.        0.019757  0.0416052 0.        0.        0.020438  0.        0.        0.023175  0.064595 ],[0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
6,0.026449573308120353,0.026449573308120353,0.0014453589224,[0.        0.035414  0.039248  0.        0.036587  0.        0.        0.02101   0.        0.        0.        0.019241  0.        0.        0.045319  0.        0.        0.        0.013037  0.        0.        0.        0.019757  0.0416052 0.        0.        0.020438  0.        0.        0.023175  0.01     ],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1.],500,100,0.1,0.001,1,16,random,8,first
7,0.019659000099508973,0.019659000099508973,0.001300131744,[0.       0.035414 0.039248 0.       0.036587 0.       0.       0.02101  0.       0.       0.       0.019241 0.       0.       0.045319 0.       0.       0.       0.013037 0.       0.       0.       0.019757 0.01     0.       0.       0.020438 0.       0.       0.023175 0.      ],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0.],500,100,0.1,0.001,1,16,random,8,first
8,0.019642538162764775,0.019642538162764775,0.0013012104762,[0.        0.035414  0.039248  0.        0.036587  0.        0.        0.02101   0.        0.        0.        0.0212167 0.        0.        0.045319  0.        0.        0.        0.013037  0.        0.        0.        0.0177813 0.01      0.        0.        0.020438  0.        0.        0.023175  0.       ],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0.],500,100,0.1,0.001,1,16,random,8,first
9,0.016410636974102912,0.016410636974102912,0.0012284912082,[0.        0.035414  0.039248  0.        0.036587  0.        0.        0.02101   0.        0.        0.        0.0212167 0.        0.        0.045319  0.        0.        0.        0.013037  0.        0.        0.        0.0177813 0.        0.        0.        0.01      0.        0.        0.023175  0.       ],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0.],500,100,0.1,0.001,1,16,random,8,first
