iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.028830807289589883,0.028830807289589883,0.006510153675999999,[0.       0.       0.       0.       0.       0.       0.       0.       0.035877 0.       0.       0.       0.677738 0.       0.       0.       0.015272 0.       0.       0.       0.       0.       0.       0.       0.027064 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.021177 0.       0.       0.025608 0.032944 0.011787 0.       0.040574 0.       0.       0.       0.       0.       0.015263 0.       0.       0.       0.       0.       0.04798  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.048716 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
1,0.026985982093086565,0.026985982093086565,0.0066571511519999986,[0.       0.       0.       0.       0.       0.       0.       0.       0.0336   0.       0.       0.       0.698193 0.       0.       0.       0.014303 0.       0.       0.       0.       0.       0.       0.       0.025346 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.019833 0.       0.       0.023983 0.030853 0.011039 0.       0.037999 0.       0.       0.       0.       0.       0.014294 0.       0.       0.       0.       0.       0.044935 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.045624 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
2,0.02521116471543658,0.02521116471543658,0.006798678053000001,[0.       0.       0.       0.       0.       0.       0.       0.       0.031407 0.       0.       0.       0.717888 0.       0.       0.       0.01337  0.       0.       0.       0.       0.       0.       0.       0.023692 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018539 0.       0.       0.022418 0.028839 0.010319 0.       0.035519 0.       0.       0.       0.       0.       0.013361 0.       0.       0.       0.       0.       0.042002 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.042646 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
3,0.02488885027863493,0.02488885027863493,0.006817402014,[0.       0.       0.       0.       0.       0.       0.       0.       0.031539 0.       0.       0.       0.720916 0.       0.       0.       0.013426 0.       0.       0.       0.       0.       0.       0.       0.023792 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018617 0.       0.       0.022513 0.028961 0.010363 0.       0.035669 0.       0.       0.       0.       0.       0.013417 0.       0.       0.       0.       0.       0.037961 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.042826 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
4,0.02450209186418039,0.02450209186418039,0.006832936427,[0.       0.       0.       0.       0.       0.       0.       0.       0.028475 0.       0.       0.       0.723197 0.       0.       0.       0.013468 0.       0.       0.       0.       0.       0.       0.       0.023867 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018676 0.       0.       0.022584 0.029053 0.010396 0.       0.035782 0.       0.       0.       0.       0.       0.013459 0.       0.       0.       0.       0.       0.038081 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.042961 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
5,0.024149631518470407,0.024149631518470407,0.006847010032,[0.       0.       0.       0.       0.       0.       0.       0.       0.025701 0.       0.       0.       0.725263 0.       0.       0.       0.013506 0.       0.       0.       0.       0.       0.       0.       0.023935 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018729 0.       0.       0.022649 0.029136 0.010426 0.       0.035884 0.       0.       0.       0.       0.       0.013497 0.       0.       0.       0.       0.       0.03819  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.043084 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
6,0.022278514455904827,0.022278514455904827,0.00673808749,[0.       0.       0.       0.       0.       0.       0.       0.       0.025701 0.       0.       0.       0.725263 0.       0.       0.       0.013506 0.       0.       0.       0.       0.       0.       0.       0.023935 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018729 0.       0.       0.022649 0.029136 0.       0.       0.010426 0.       0.       0.       0.       0.       0.013497 0.       0.       0.       0.       0.       0.03819  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.043084 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
7,0.022278514455904827,0.022278514455904827,0.00673808749,[0.       0.       0.       0.       0.       0.       0.       0.       0.025701 0.       0.       0.       0.725263 0.       0.       0.       0.013506 0.       0.       0.       0.       0.       0.       0.       0.023935 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018729 0.       0.       0.022649 0.029136 0.       0.       0.010426 0.       0.       0.       0.       0.       0.013497 0.       0.       0.       0.       0.       0.03819  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.043084 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
8,0.022061200594903463,0.022061200594903463,0.006738007291,[0.       0.       0.       0.       0.       0.       0.       0.       0.025701 0.       0.       0.       0.725263 0.       0.       0.       0.013506 0.       0.       0.       0.       0.       0.       0.       0.023935 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.018729 0.       0.       0.022649 0.032955 0.       0.       0.010426 0.       0.       0.       0.       0.       0.013497 0.       0.       0.       0.       0.       0.034371 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.043084 0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
9,0.021695330133221825,0.021695330133221825,0.0067557872428,[0.        0.        0.        0.        0.        0.        0.        0.        0.0231309 0.        0.        0.        0.7278331 0.        0.        0.        0.013506  0.        0.        0.        0.        0.        0.        0.        0.023935  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.018729  0.        0.        0.022649  0.032955  0.        0.        0.010426  0.        0.        0.        0.        0.        0.013497  0.        0.        0.        0.        0.        0.034371  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.043084  0.        0.        0.        0.       ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],300,100,0.1,0.005,2,12,random,74,random
