iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.13888302229850574,0.003243949931,7,7,100,13,0.047388,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.072316, 0.0114, 0.08298, 0.029611, 0.04739, 0.744607, 0.011696]","[2, 6, 7, 12, 21, 26, 27]"
1,idID,True,0.10856991934230423,0.00308191404,7,7,100,34,0.056795,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.078009, 0.012297, 0.031942, 0.051121, 0.803226, 0.012617, 0.010787]","[2, 6, 12, 21, 26, 27, 30]"
2,idID,True,0.07091605937782268,0.003258689916,7,7,100,34,0.060966,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.013194, 0.01073, 0.034273, 0.054851, 0.86184, 0.013538, 0.011574]","[6, 8, 12, 21, 26, 27, 30]"
3,idID,True,0.04802176316755364,0.00341755892,7,7,100,48,0.06032,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01047, 0.013814, 0.011234, 0.035882, 0.902309, 0.014174, 0.012117]","[4, 6, 8, 12, 26, 27, 30]"
4,idID,True,0.03666786315302648,0.0033836570699999997,7,7,100,38,0.057267,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010748, 0.014181, 0.011532, 0.010266, 0.926283, 0.014551, 0.012439]","[4, 6, 8, 14, 26, 27, 30]"
5,idID,True,0.0312969756960275,0.003405996451,7,7,100,43,0.05612,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010793, 0.01158, 0.010042, 0.010309, 0.930172, 0.014612, 0.012491]","[4, 8, 12, 14, 26, 27, 30]"
6,idID,True,0.026160508151721454,0.0034002280669999997,6,6,100,56,0.059149,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010905, 0.011701, 0.010147, 0.939862, 0.014764, 0.012621]","[4, 8, 12, 26, 27, 30]"
7,idID,True,0.021194156928791674,0.003389069532,5,5,100,49,0.058705,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011017, 0.011821, 0.949497, 0.014915, 0.01275]","[4, 8, 26, 27, 30]"
8,idID,True,0.019286680529856354,0.003369397831,5,5,100,52,0.058601,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011047, 0.011854, 0.010028, 0.952115, 0.014956]","[4, 8, 15, 26, 27]"
9,idID,True,0.01795750605061938,0.0033992069749999997,5,5,100,59,0.056633,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011102, 0.011913, 0.010078, 0.01005, 0.956857]","[4, 8, 15, 25, 26]"
10,idID,True,0.01639454298585446,0.0034214375380000003,5,5,100,71,0.054931,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.011914, 0.010051, 0.956932, 0.010001]","[4, 8, 25, 26, 27]"
11,TID,True,0.01587101296875419,0.0034168756674,5,5,100,73,0.053525,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.010722599999999999, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
12,TID,True,0.01574641412346071,0.0033434043684,5,5,100,88,0.056804,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 16, 25, 26, 27]"
13,TID,True,0.015541215132970711,0.0034117343684,5,5,100,91,0.058126,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
14,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,91,0.056434,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
15,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,93,0.05233,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
16,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,90,0.054778,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
17,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,86,0.053446,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
18,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,85,0.05447,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
19,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,91,0.056032,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
20,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,92,0.05412,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
21,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,89,0.054489,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
22,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,86,0.055113,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
23,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,85,0.053904,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
24,iDR,False,0.015541215132970711,0.0034117343684,5,5,100,94,0.05606,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011103, 0.01, 0.010051, 0.9581234, 0.010001]","[4, 8, 25, 26, 27]"
