iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.19203314568313906,0.19203314568313906,0.003631858086,[0.       0.       0.       0.       0.       0.       0.       0.       0.11437  0.113117 0.112632 0.       0.       0.       0.       0.       0.113856 0.       0.       0.113011 0.       0.112793 0.11394  0.       0.       0.20628  0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.],8.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
1,0.19179123884256435,0.19179123884256435,0.003631858086,[0.         0.         0.         0.         0.         0.         0.         0.         0.11437    0.113117   0.112632   0.         0.         0.         0.         0.         0.113856   0.         0.         0.113011   0.         0.11166507 0.11394    0.         0.         0.20740793 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.],8.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
2,0.19150698709268119,0.19150698709268119,0.003631858086,[0.         0.         0.         0.         0.         0.         0.         0.         0.11437    0.113117   0.112632   0.         0.         0.         0.         0.         0.113856   0.         0.         0.11188089 0.         0.11166507 0.11394    0.         0.         0.20853804 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.],8.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
3,0.19084894352015433,0.19084894352015433,0.003631858086,[0.       0.       0.       0.       0.       0.       0.       0.       0.110397 0.110283 0.110239 0.       0.       0.       0.       0.       0.110351 0.       0.       0.110171 0.       0.110151 0.110358 0.       0.       0.118958 0.       0.109091 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
4,0.18477239042782306,0.18477239042782306,0.003631858086,[0.       0.       0.       0.       0.       0.       0.       0.       0.105869 0.105863 0.105861 0.       0.       0.       0.       0.       0.105866 0.       0.       0.105857 0.       0.105856 0.105867 0.       0.       0.153162 0.       0.1058   0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
5,0.18459137931065742,0.18459137931065742,0.003631858086,[0.       0.       0.       0.       0.       0.       0.       0.       0.105732 0.105732 0.105732 0.       0.       0.       0.       0.       0.105732 0.       0.       0.105732 0.       0.105732 0.105732 0.       0.       0.154147 0.       0.105729 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
6,0.18459137931065742,0.18459137931065742,0.003631858086,[0.       0.       0.       0.       0.       0.       0.       0.       0.105732 0.105732 0.105732 0.       0.       0.       0.       0.       0.105732 0.       0.       0.105732 0.       0.105732 0.105732 0.       0.       0.154147 0.       0.105729 0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
7,0.18021607,0.18226708532567398,0.003631858086,[0.  0.  0.  0.  0.1 0.  0.  0.  0.1 0.1 0.1 0.  0.  0.  0.  0.  0.1 0.  0.  0.1 0.  0.1 0.1 0.  0.  0.1 0.  0.1 0.  0.  0. ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
8,0.17155715,0.17155715,0.003631858086,[0.  0.  0.  0.  0.1 0.  0.  0.  0.1 0.1 0.1 0.  0.1 0.  0.  0.  0.1 0.  0.  0.1 0.  0.1 0.  0.  0.  0.1 0.  0.1 0.  0.  0. ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
9,0.15636152678265017,0.15636152678265017,0.003631858086,[0.       0.       0.       0.       0.111111 0.       0.       0.       0.111111 0.       0.111111 0.       0.111111 0.       0.       0.       0.111111 0.       0.       0.111111 0.       0.111111 0.       0.       0.       0.111111 0.       0.111111 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
10,0.15616009078552273,0.15616009078552273,0.003631858086,[0.         0.         0.         0.         0.111111   0.         0.         0.         0.111111   0.         0.111111   0.         0.111111   0.         0.         0.         0.111111   0.         0.         0.10999989 0.         0.111111   0.         0.         0.         0.111111   0.         0.11222211 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
11,0.15170087875055857,0.15170087875055857,0.003631858086,[0.       0.       0.       0.       0.105882 0.       0.       0.       0.105882 0.       0.105882 0.       0.105882 0.       0.       0.       0.105882 0.       0.       0.105824 0.       0.105882 0.       0.       0.       0.152941 0.       0.105941 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
12,0.15153120307589574,0.15153120307589574,0.003631858086,[0.       0.       0.       0.       0.10559  0.       0.       0.       0.10559  0.       0.10559  0.       0.10559  0.       0.       0.       0.10559  0.       0.       0.105587 0.       0.10559  0.       0.       0.       0.108075 0.       0.152797 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
13,0.15153120307589574,0.15153120307589574,0.003631858086,[0.       0.       0.       0.       0.10559  0.       0.       0.       0.10559  0.       0.10559  0.       0.10559  0.       0.       0.       0.10559  0.       0.       0.105587 0.       0.10559  0.       0.       0.       0.108075 0.       0.152797 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
14,0.15145592366626173,0.15313960370043836,0.003631858086,[0.       0.       0.       0.       0.105581 0.       0.       0.       0.105581 0.       0.105581 0.       0.105581 0.       0.       0.       0.105581 0.       0.       0.105581 0.       0.105581 0.       0.       0.       0.152856 0.       0.108076 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
15,0.15126552634931786,0.15126552634931786,0.003631858086,[0.         0.         0.         0.         0.105581   0.         0.         0.         0.105581   0.         0.105581   0.         0.105581   0.         0.         0.         0.105581   0.         0.         0.10452519 0.         0.105581   0.         0.         0.         0.152856   0.         0.10913181 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.001,1,7,random,,best,single_objective
