iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.10749233573972419,0.10749233573972419,0.0029677229910000003,[0.       0.259492 0.       0.016257 0.       0.       0.       0.       0.       0.       0.023228 0.       0.       0.       0.       0.037109 0.022079 0.       0.       0.034671 0.       0.       0.       0.02594  0.025538 0.026476 0.       0.514452 0.014758 0.       0.      ],[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
1,0.09586579222923694,0.09586579222923694,0.00288352655,[0.       0.224798 0.       0.014083 0.       0.       0.       0.       0.       0.       0.020122 0.       0.       0.       0.       0.032147 0.019127 0.       0.       0.030035 0.       0.       0.       0.022472 0.022124 0.022936 0.       0.57937  0.012785 0.       0.      ],[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
2,0.0839148215609197,0.0839148215609197,0.0028027511099999996,[0.       0.191511 0.       0.011998 0.       0.       0.       0.       0.       0.       0.017142 0.       0.       0.       0.       0.027387 0.016295 0.       0.       0.025588 0.       0.       0.       0.019144 0.018848 0.01954  0.       0.641655 0.010892 0.       0.      ],[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
3,0.07427776076919423,0.07427776076919423,0.0026833345499999994,[0.       0.191511 0.       0.       0.       0.       0.       0.       0.       0.       0.017142 0.       0.       0.       0.       0.027387 0.016295 0.       0.       0.011998 0.       0.       0.       0.019144 0.018848 0.01954  0.       0.641655 0.010892 0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
4,0.06720984216255398,0.06720984216255398,0.0025982772199999995,[0.       0.191511 0.       0.       0.       0.       0.       0.       0.       0.       0.017142 0.       0.       0.       0.       0.027387 0.016295 0.       0.       0.       0.       0.       0.       0.011998 0.018848 0.01954  0.       0.641655 0.010892 0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
5,0.05803307691989185,0.05803307691989185,0.002550011055,[0.       0.191511 0.       0.       0.       0.       0.       0.       0.       0.       0.017142 0.       0.       0.       0.       0.011998 0.016295 0.       0.       0.       0.       0.       0.       0.       0.018848 0.01954  0.       0.641655 0.010892 0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
6,0.05696656556457682,0.05696656556457682,0.0025619022582,[0.        0.191511  0.        0.        0.        0.        0.        0.        0.        0.        0.017142  0.        0.        0.        0.        0.011998  0.016295  0.        0.        0.        0.        0.        0.        0.        0.0131936 0.0251944 0.        0.641655  0.010892  0.        0.       ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
7,0.05199520851264882,0.05199520851264882,0.0025494441481999997,[0.        0.191511  0.        0.        0.        0.        0.        0.        0.        0.        0.011998  0.        0.        0.        0.        0.        0.016295  0.        0.        0.        0.        0.        0.        0.        0.0131936 0.0251944 0.        0.641655  0.010892  0.        0.       ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
8,0.04937495428855067,0.04937495428855067,0.0026226033641999994,[0.        0.191511  0.        0.        0.01      0.        0.        0.        0.        0.        0.011998  0.        0.        0.        0.        0.        0.016295  0.        0.        0.        0.        0.        0.        0.        0.        0.0251944 0.        0.641655  0.010892  0.        0.       ],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
9,0.0438329961829937,0.0438329961829937,0.0025577209541999997,[0.        0.191511  0.        0.        0.01      0.        0.        0.        0.        0.        0.011998  0.        0.        0.        0.        0.        0.010892  0.        0.        0.        0.        0.        0.        0.        0.        0.0251944 0.        0.641655  0.        0.        0.       ],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
10,0.04106114607330119,0.04106114607330119,0.0025543174102,[0.        0.191511  0.        0.        0.011998  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.010892  0.        0.        0.        0.        0.        0.        0.        0.        0.0251944 0.        0.641655  0.        0.        0.       ],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
11,0.038634673663846285,0.038634673663846285,0.002589708643,[0.        0.1340577 0.        0.        0.011998  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.010892  0.        0.        0.        0.        0.        0.        0.        0.        0.0826477 0.        0.641655  0.        0.        0.       ],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
12,0.03798619586972338,0.03798619586972338,0.002657787099,[0.        0.1340577 0.        0.        0.011998  0.        0.        0.        0.01      0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0826477 0.        0.641655  0.        0.        0.       ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
13,0.03139824109142007,0.03139824109142007,0.0025838274659099993,[0.         0.09384039 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0826477  0.         0.68187231 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
14,0.02629113967699405,0.02629113967699405,0.0025320557227469995,[0.         0.06568827 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0826477  0.         0.71002443 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
15,0.02597880196693971,0.02597880196693971,0.0025540678630292996,[0.         0.04598179 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01970648 0.         0.         0.         0.         0.         0.         0.0826477  0.         0.71002443 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
16,0.023161430728516116,0.023161430728516116,0.0025286997088794297,[0.         0.03218725 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01970648 0.         0.         0.         0.         0.         0.         0.0826477  0.         0.72381896 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
17,0.022680592010890982,0.022680592010890982,0.00252573782464986,[0.         0.03218725 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01379454 0.         0.         0.         0.         0.         0.         0.08855964 0.         0.72381896 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
18,0.021533226578754797,0.021533226578754797,0.002531686029146556,[0.         0.02253108 0.         0.         0.011998   0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01379454 0.         0.         0.         0.         0.         0.         0.09821582 0.         0.72381896 0.         0.         0.        ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.3,0.0025,1,11,idID,22,best
