iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.11472937892736883,0.003957153814000001,7,7,100,46,0.159647,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.072814, 0.098361, 0.113529, 0.052196, 0.010312, 0.580512, 0.072276]","[0, 3, 10, 12, 21, 25, 29]"
1,idID,True,0.1042374184733936,0.004148352347,7,7,100,60,0.162337,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.104954, 0.01067, 0.121138, 0.055694, 0.011003, 0.61942, 0.07712]","[3, 6, 10, 12, 21, 25, 29]"
2,idID,True,0.10110460768208472,0.0041468330860000005,7,7,100,65,0.157442,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.105024, 0.121219, 0.055731, 0.01101, 0.619836, 0.010007, 0.077172]","[3, 10, 12, 21, 25, 27, 29]"
3,idID,True,0.08128159985634967,0.004432680675000001,7,7,100,71,0.136376,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.118166, 0.062705, 0.012388, 0.011251, 0.697401, 0.011259, 0.086829]","[3, 12, 21, 22, 25, 27, 29]"
4,idID,True,0.05768352113804933,0.004386753441,7,7,100,45,0.148644,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011213, 0.07031, 0.01389, 0.012616, 0.781986, 0.012625, 0.09736]","[0, 12, 21, 22, 25, 27, 29]"
5,idID,True,0.05570543184360473,0.004410284718,7,7,100,32,0.136706,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011323, 0.071001, 0.014027, 0.01274, 0.789674, 0.012749, 0.088485]","[0, 12, 21, 22, 25, 27, 29]"
6,iDR,True,0.05384852274841359,0.004431873546000001,7,7,100,27,0.123881,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011424, 0.071635, 0.014152, 0.012854, 0.796725, 0.012863, 0.080348]","[0, 12, 21, 22, 25, 27, 29]"
7,iDR,True,0.0521120870452357,0.004451625736,7,7,100,30,0.123031,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011517, 0.072215, 0.014267, 0.012958, 0.803178, 0.012967, 0.072899]","[0, 12, 21, 22, 25, 27, 29]"
8,iDR,True,0.051810512983519456,0.004451355416999999,7,7,100,28,0.124101,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011532, 0.072309, 0.014285, 0.011677, 0.804219, 0.012984, 0.072994]","[0, 12, 21, 22, 25, 27, 29]"
9,TID,True,0.05136865887825227,0.004455518066,7,7,100,38,0.129719,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011532, 0.072309, 0.0128565, 0.011677, 0.8056475000000001, 0.012984, 0.072994]","[0, 12, 21, 22, 25, 27, 29]"
10,iDR,True,0.047867651178862373,0.004480679606000001,7,7,100,31,0.118087,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.010672, 0.066918, 0.011898, 0.010806, 0.820138, 0.012016, 0.067552]","[0, 12, 21, 22, 25, 27, 29]"
11,idID,True,0.03278303983518278,0.004652214358,7,7,100,56,0.126138,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.011324, 0.071004, 0.012625, 0.011466, 0.010611, 0.870221, 0.01275]","[0, 12, 21, 22, 23, 25, 27]"
12,idID,True,0.03205525741721142,0.004667365794,7,7,100,42,0.119957,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.071098, 0.012642, 0.011481, 0.010625, 0.871374, 0.012767, 0.010013]","[12, 21, 22, 23, 25, 27, 30]"
13,iDR,True,0.03170379470165771,0.004670895867,7,7,100,60,0.126282,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.071188, 0.011392, 0.011496, 0.010638, 0.872477, 0.012783, 0.010026]","[12, 21, 22, 23, 25, 27, 30]"
14,iDR,True,0.03138550604014991,0.004674076881000001,7,7,100,53,0.121386,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.071269, 0.010264, 0.011509, 0.01065, 0.873472, 0.012798, 0.010037]","[12, 21, 22, 23, 25, 27, 30]"
15,idID,True,0.029065086898046197,0.004697345013,6,6,100,49,0.123651,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.071992, 0.010368, 0.011626, 0.010758, 0.882329, 0.012928]","[12, 21, 22, 23, 25, 27]"
16,TID,True,0.028131898239639942,0.004680683541000001,6,6,100,54,0.119012,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.071992, 0.01, 0.011626, 0.010758, 0.882329, 0.012928]","[12, 16, 22, 23, 25, 27]"
17,iDR,True,0.02670724627850979,0.004683809629,6,6,100,55,0.116262,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.065287, 0.010076, 0.011715, 0.01084, 0.889056, 0.013027]","[12, 16, 22, 23, 25, 27]"
18,TID,True,0.02602759602403837,0.004669766395300001,6,6,100,56,0.124831,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.0587583, 0.010076, 0.011715, 0.01084, 0.889056, 0.019555700000000002]","[12, 16, 22, 23, 25, 27]"
19,idID,True,0.02434460745747017,0.004731977868,6,6,100,54,0.129106,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.010017, 0.058859, 0.010093, 0.010859, 0.890582, 0.019589]","[4, 12, 16, 23, 25, 27]"
20,iDR,True,0.023109161310420945,0.004733418493000001,6,6,100,57,0.121565,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.010076, 0.053287, 0.010153, 0.010923, 0.895856, 0.019705]","[4, 12, 16, 23, 25, 27]"
21,idID,True,0.020232175276223813,0.004743261084000001,5,5,100,67,0.129099,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.010187, 0.053875, 0.010265, 0.90575, 0.019923]","[4, 12, 16, 25, 27]"
22,idID,True,0.01870985770121779,0.004680255763,4,4,100,64,0.122017,100,100,0.1,0.0025,1,2,15,best,47,random,bench_local,"[0.054429, 0.010371, 0.915072, 0.020128]","[12, 16, 25, 27]"
