iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.10737791955700005,0.10737791955700005,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.343112 0.       0.       0.       0.       0.       0.441941 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.214947 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
1,0.08455525051110874,0.08455525051110874,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.23455  0.       0.       0.       0.       0.       0.273305 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.492145 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
2,0.07567113637554979,0.07567113637554979,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.208886 0.       0.       0.       0.       0.       0.226878 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.564236 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
3,0.07567113637554979,0.07567113637554979,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.208886 0.       0.       0.       0.       0.       0.226878 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.564236 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
4,0.07567113637554979,0.07819350758806812,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.208886 0.       0.       0.       0.       0.       0.226878 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.564236 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
5,0.07567113637554979,0.08071587880058644,0.005199246308,[0.       0.       0.       0.       0.       0.       0.       0.       0.208886 0.       0.       0.       0.       0.       0.226878 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.564236 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
6,0.07534809699551041,0.0829152106330654,0.005199246308,[0.         0.         0.         0.         0.         0.         0.         0.         0.208886   0.         0.         0.         0.         0.         0.22460922 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.56650478 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
7,0.07534809699551041,0.07534809699551041,0.005199246308,[0.         0.         0.         0.         0.         0.         0.         0.         0.208886   0.         0.         0.         0.         0.         0.22460922 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.56650478 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
8,0.07502575887881405,0.07753736211199773,0.005199246308,[0.         0.         0.         0.         0.         0.         0.         0.         0.208886   0.         0.         0.         0.         0.         0.22236313 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.56875087 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
9,0.07502575887881405,0.07502575887881405,0.005199246308,[0.         0.         0.         0.         0.         0.         0.         0.         0.208886   0.         0.         0.         0.         0.         0.22236313 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.56875087 0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0,1000,100,0.01,0.005,1,2,random,,random,single_objective
