iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.21960647504321293,0.0056535865092,8,8,100,65,0.033999,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.09756, 0.193996, 0.036679, 0.202737, 0.097091, 0.195015, 0.1603138, 0.0166082]","[3, 4, 5, 7, 9, 18, 23, 25]"
1,TID,True,0.21854802730269665,0.00567134927824,8,8,100,53,0.032679,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.09756, 0.193996, 0.036679, 0.21876838, 0.097091, 0.195015, 0.14428242, 0.0166082]","[3, 4, 5, 7, 9, 18, 23, 25]"
2,idID,True,0.21812170184372456,0.005685750417,8,8,100,63,0.036036,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.097919, 0.19471, 0.033133, 0.219574, 0.097448, 0.195733, 0.144814, 0.016669]","[3, 4, 5, 7, 9, 18, 23, 25]"
3,iDR,True,0.21589249705260297,0.005784668056,8,8,100,100,0.039841,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.096049, 0.21009, 0.0325, 0.21538, 0.095587, 0.191995, 0.142048, 0.016351]","[3, 4, 5, 7, 9, 18, 23, 25]"
4,TID,True,0.21582996512893068,0.005729315396,9,9,100,62,0.033441,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.096049, 0.21009, 0.0325, 0.193842, 0.095587, 0.191995, 0.142048, 0.016351, 0.021538]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
5,iDR,True,0.21333475599533783,0.005834992735000001,9,9,100,100,0.0394,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.094073, 0.226344, 0.031831, 0.189853, 0.09362, 0.188044, 0.139125, 0.016015, 0.021095]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
6,TID,True,0.2129945084535406,0.005840082958500001,9,9,100,64,0.033688,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.094073, 0.226344, 0.031831, 0.189853, 0.09362, 0.188044, 0.139125, 0.0181245, 0.0189855]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
7,iDR,True,0.21277311743930755,0.005830003922,9,9,100,100,0.040393,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.092337, 0.222166, 0.031243, 0.186349, 0.091892, 0.203031, 0.136557, 0.01779, 0.018635]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
8,TID,True,0.2116008618176618,0.0058102899725,9,9,100,58,0.03263,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.0831033, 0.222166, 0.031243, 0.186349, 0.091892, 0.203031, 0.136557, 0.01779, 0.0278687]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
9,iDR,True,0.20907407762317065,0.005920141115000001,9,9,100,100,0.039157,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.081297, 0.239071, 0.030564, 0.182299, 0.089895, 0.198618, 0.133589, 0.017403, 0.027263]","[3, 4, 5, 7, 9, 18, 23, 25, 30]"
10,idID,True,0.2067040554061341,0.006004738076999999,9,9,100,54,0.034815,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.01021, 0.083004, 0.244091, 0.186127, 0.091783, 0.202788, 0.136394, 0.017768, 0.027835]","[2, 3, 4, 7, 9, 18, 23, 25, 30]"
11,idID,True,0.1928354413765338,0.006171853335,9,9,100,59,0.034319,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012393, 0.100749, 0.296273, 0.111404, 0.012138, 0.24614, 0.165552, 0.021566, 0.033786]","[2, 3, 4, 9, 15, 18, 23, 25, 30]"
12,TID,True,0.19191612442825418,0.0061953372982,9,9,100,69,0.03427,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012393, 0.100749, 0.296273, 0.10026360000000001, 0.012138, 0.2572804, 0.165552, 0.021566, 0.033786]","[2, 3, 4, 9, 15, 18, 23, 25, 30]"
13,idID,True,0.1918884543228873,0.006202688616999999,9,9,100,73,0.036415,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012408, 0.100871, 0.296633, 0.100385, 0.010937, 0.257593, 0.165753, 0.021592, 0.033827]","[2, 3, 4, 9, 15, 18, 23, 25, 30]"
14,TID,True,0.19049274790421838,0.0059497496579,10,10,100,78,0.035155,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012408, 0.100871, 0.2669697, 0.100385, 0.010937, 0.257593, 0.165753, 0.021592, 0.0296633, 0.033827]","[2, 3, 4, 9, 15, 18, 23, 25, 27, 30]"
15,idID,True,0.18986549522498797,0.005995236118,10,10,100,62,0.035843,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.101115, 0.267614, 0.010024, 0.100627, 0.010963, 0.258215, 0.166153, 0.021644, 0.029735, 0.033909]","[3, 4, 7, 9, 15, 18, 23, 25, 27, 30]"
16,idID,True,0.1753476777306604,0.006110316337,10,10,100,62,0.036148,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.011003, 0.294442, 0.011029, 0.110715, 0.012062, 0.284101, 0.18281, 0.023814, 0.032716, 0.037308]","[2, 4, 7, 9, 15, 18, 23, 25, 27, 30]"
17,TID,True,0.17466500687189385,0.006083589515,10,10,100,67,0.034328,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.011003, 0.294442, 0.011029, 0.110715, 0.012062, 0.284101, 0.164529, 0.023814, 0.032716, 0.055589]","[2, 4, 7, 9, 15, 18, 23, 25, 27, 30]"
18,idID,True,0.1577220389797835,0.00647853634,10,10,100,67,0.036731,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.013014, 0.348258, 0.011828, 0.013045, 0.130951, 0.014267, 0.336027, 0.028167, 0.038696, 0.065749]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
19,iDR,True,0.1561738050267419,0.006626148609,10,10,100,100,0.040528,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012576, 0.370191, 0.01143, 0.012606, 0.126544, 0.013787, 0.324718, 0.027219, 0.037394, 0.063536]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
20,TID,True,0.15608397187082831,0.0066239249106,10,10,100,55,0.032983,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012576, 0.370191, 0.01143, 0.011345399999999999, 0.1278046, 0.013787, 0.324718, 0.027219, 0.037394, 0.063536]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
21,iDR,True,0.15515156615558992,0.006668417784000001,10,10,100,100,0.041045,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.012739, 0.374983, 0.011578, 0.011492, 0.116513, 0.013965, 0.328921, 0.027571, 0.037878, 0.064358]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
22,TID,True,0.15484006882284757,0.006672629297400001,10,10,100,54,0.032841,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.0114651, 0.374983, 0.011578, 0.011492, 0.116513, 0.013965, 0.328921, 0.0288449, 0.037878, 0.064358]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
23,iDR,True,0.15476252669784224,0.006700448400999999,10,10,100,100,0.040435,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.011539, 0.377413, 0.011653, 0.011566, 0.117268, 0.014055, 0.331052, 0.029032, 0.038123, 0.058298]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
24,TID,True,0.15454626982524564,0.006707289690000001,10,10,100,57,0.033126,1000,100,0.1,0.0055,1,2,15,random,9,random,ccef,"[0.011539, 0.3785696, 0.011653, 0.0104094, 0.117268, 0.014055, 0.331052, 0.029032, 0.038123, 0.058298]","[2, 4, 6, 7, 9, 15, 18, 25, 27, 30]"
