iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.12211414216073821,0.0056634331989999995,7,7,100,45,0.056737,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.067485, 0.68038, 0.029385, 0.094749, 0.011857, 0.090874, 0.025268]","[2, 8, 10, 24, 25, 26, 29]"
1,idID,True,0.08826383206618868,0.005230813034,7,7,100,42,0.059123,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.033944, 0.342219, 0.01478, 0.047657, 0.502982, 0.045708, 0.012709]","[2, 8, 10, 24, 25, 26, 29]"
2,idID,True,0.07665625580585596,0.005326583433,7,7,100,36,0.057345,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.035272, 0.355611, 0.015358, 0.522664, 0.047497, 0.010391, 0.013206]","[2, 8, 10, 25, 26, 27, 29]"
3,idID,True,0.05846487563265315,0.004277633584,7,7,100,45,0.062799,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.053901, 0.023469, 0.015281, 0.798707, 0.072582, 0.015879, 0.020181]","[2, 10, 16, 25, 26, 27, 29]"
4,idID,True,0.03938703084805748,0.004351027206000001,7,7,100,28,0.056837,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.057499, 0.025036, 0.010668, 0.016301, 0.852029, 0.016939, 0.021528]","[2, 10, 14, 16, 25, 27, 29]"
5,idID,True,0.027337233740664144,0.004506576913,7,7,100,36,0.057582,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.026284, 0.0112, 0.017114, 0.010499, 0.894518, 0.017784, 0.022602]","[10, 14, 16, 20, 25, 27, 29]"
6,idID,True,0.022234596261949843,0.0045266826440000015,7,7,100,45,0.056128,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.011385, 0.010166, 0.017397, 0.010673, 0.909325, 0.018078, 0.022976]","[14, 15, 16, 20, 25, 27, 29]"
7,idID,True,0.018406365849407223,0.004558839716000001,7,7,100,52,0.057257,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.011535, 0.0103, 0.017626, 0.010813, 0.010131, 0.92128, 0.018316]","[14, 15, 16, 20, 21, 25, 27]"
8,idID,True,0.015385029083221218,0.004586261611,6,6,100,54,0.056513,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.011653, 0.010405, 0.017806, 0.010924, 0.930708, 0.018503]","[14, 15, 16, 20, 25, 27]"
9,idID,True,0.012547442078753145,0.004607109336000001,5,5,100,55,0.056211,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.011782, 0.01052, 0.018003, 0.940988, 0.018707]","[14, 15, 16, 25, 27]"
10,idID,True,0.009921275644167832,0.004654589312,4,4,100,47,0.056883,100,100,0.1,0.003,2,15,best,42,best,gls,"[0.011907, 0.018194, 0.950992, 0.018906]","[14, 16, 25, 27]"
