iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.17725262117303356,0.17725262117303356,0.002704293791,[0.       0.042219 0.019515 0.       0.015006 0.028251 0.019531 0.033863 0.012865 0.014082 0.010114 0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.019694 0.035541 0.       0.036851 0.       0.011645 0.021783 0.028431 0.       0.023699 0.501878 0.041031],[0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
1,0.05429088850354548,0.05429088850354548,0.0016381564069999999,[0.       0.042219 0.019515 0.       0.015006 0.028251 0.019531 0.033863 0.       0.014082 0.010114 0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.019694 0.035541 0.       0.036851 0.       0.011645 0.021783 0.028431 0.       0.023699 0.012865 0.041031],[0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
2,0.0454011777544312,0.0454011777544312,0.0015483603320000001,[0.       0.042219 0.019515 0.       0.015006 0.028251 0.019531 0.033863 0.       0.014082 0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.019694 0.010114 0.       0.036851 0.       0.011645 0.021783 0.028431 0.       0.023699 0.012865 0.041031],[0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
3,0.03718412165895446,0.03718412165895446,0.0014470966020000001,[0.       0.042219 0.019515 0.       0.015006 0.028251 0.019531 0.033863 0.       0.014082 0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.019694 0.010114 0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.011645],[0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
4,0.03281379021961773,0.03281379021961773,0.001375288138,[0.       0.042219 0.019515 0.       0.015006 0.028251 0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.014082 0.010114 0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.011645],[0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
5,0.028721501991783166,0.028721501991783166,0.001334011165,[0.       0.042219 0.010114 0.       0.015006 0.028251 0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.014082 0.       0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.011645],[0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
6,0.023521306038242415,0.023521306038242415,0.0012870686639999999,[0.       0.042219 0.       0.       0.015006 0.010114 0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.014082 0.       0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.011645],[0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
7,0.021562346612122668,0.021562346612122668,0.001265634358,[0.       0.042219 0.       0.       0.015006 0.       0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.014082 0.       0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.010114],[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.],500,100,0.3,0.001,1,21,random,59,random
8,0.015998043748480482,0.015998043748480482,0.001107460453,[0.       0.010114 0.       0.       0.015006 0.       0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.014082 0.       0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.012865 0.      ],[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0.],500,100,0.3,0.001,1,21,random,59,random
9,0.014126530370461701,0.014126530370461701,0.001042278252,[0.       0.010114 0.       0.       0.015006 0.       0.019531 0.033863 0.       0.       0.       0.       0.       0.       0.019303 0.       0.024595 0.       0.       0.       0.       0.       0.036851 0.       0.       0.021783 0.028431 0.       0.023699 0.014082 0.      ],[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0.],500,100,0.3,0.001,1,21,random,59,random
