iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.14508653058061388,0.14508653058061388,0.0030769187489999997,[0.         0.192758   0.         0.         0.         0.         0.         0.         0.         0.         0.149865   0.         0.         0.143869   0.14254812 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.37095988 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
1,0.13937984784405485,0.13937984784405485,0.0030769187489999997,[0.       0.159163 0.       0.       0.       0.       0.       0.       0.       0.       0.145998 0.       0.       0.144158 0.143752 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.406929 0.       0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
2,0.13937984784405485,0.13937984784405485,0.0030769187489999997,[0.       0.159163 0.       0.       0.       0.       0.       0.       0.       0.       0.145998 0.       0.       0.144158 0.143752 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.406929 0.       0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
3,0.13902657180278782,0.14181416875966893,0.0030769187489999997,[0.         0.159163   0.         0.         0.         0.         0.         0.         0.         0.         0.145998   0.         0.         0.144158   0.14231448 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.40836652 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
4,0.13902657180278782,0.13902657180278782,0.0030769187489999997,[0.         0.159163   0.         0.         0.         0.         0.         0.         0.         0.         0.145998   0.         0.         0.144158   0.14231448 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.40836652 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
5,0.13867544278314928,0.14145597421920503,0.0030769187489999997,[0.         0.159163   0.         0.         0.         0.         0.         0.         0.         0.         0.145998   0.         0.         0.144158   0.14089134 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.40978966 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
6,0.13867544278314928,0.13867544278314928,0.0030769187489999997,[0.         0.159163   0.         0.         0.         0.         0.         0.         0.         0.         0.145998   0.         0.         0.144158   0.14089134 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.40978966 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
7,0.1381816469759269,0.14095515583158988,0.0030769187489999997,[0.       0.150045 0.       0.       0.       0.       0.       0.       0.       0.       0.145905 0.       0.       0.145327 0.1443   0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.414424 0.       0.       0.      ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
8,0.13790866244291428,0.13790866244291428,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14444595 0.         0.         0.145327   0.1443     0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41588305 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
9,0.13763731457186557,0.13763731457186557,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.1443     0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41732751 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
10,0.13763731457186557,0.13763731457186557,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.1443     0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41732751 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
11,0.13763731457186557,0.14039006086330288,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.1443     0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41732751 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
12,0.13728234106384407,0.14278783364671868,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.142857   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41877051 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
13,0.13728234106384407,0.13728234106384407,0.0030769187489999997,[0.         0.150045   0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.142857   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41877051 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
14,0.13717656531967518,0.13992221214095205,0.0030769187489999997,[0.         0.15147357 0.         0.         0.         0.         0.         0.         0.         0.         0.14300149 0.         0.         0.145327   0.14142843 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.41877051 0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],5.0,1000,100,0.01,0.001,1,5,random,,first,single_objective
