iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.14618964430458894,0.14618964430458894,0.007547188779000001,[0.       0.       0.       0.131047 0.530045 0.       0.       0.104694 0.       0.       0.       0.       0.051544 0.       0.       0.01274  0.       0.       0.       0.       0.       0.014737 0.       0.       0.155193 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
1,0.1455710538945705,0.1455710538945705,0.0075646825470000005,[0.       0.       0.       0.130356 0.532523 0.       0.       0.104142 0.       0.       0.       0.       0.051272 0.       0.       0.012673 0.       0.       0.       0.       0.       0.014659 0.       0.       0.154375 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
2,0.14538613229542577,0.14538613229542577,0.007568661947999999,[0.       0.       0.       0.129221 0.533218 0.       0.       0.104278 0.       0.       0.       0.       0.051339 0.       0.       0.01269  0.       0.       0.       0.       0.       0.014678 0.       0.       0.154576 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
3,0.1452011721336668,0.1452011721336668,0.007572610874,[0.       0.       0.       0.128094 0.533908 0.       0.       0.104413 0.       0.       0.       0.       0.051405 0.       0.       0.012706 0.       0.       0.       0.       0.       0.014697 0.       0.       0.154776 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
4,0.14458156968411298,0.14458156968411298,0.007590107427999999,[0.       0.       0.       0.127414 0.536384 0.       0.       0.103859 0.       0.       0.       0.       0.051132 0.       0.       0.012639 0.       0.       0.       0.       0.       0.014619 0.       0.       0.153954 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
5,0.14395983804357385,0.14395983804357385,0.007607571387,[0.       0.       0.       0.126734 0.538857 0.       0.       0.103305 0.       0.       0.       0.       0.050859 0.       0.       0.012572 0.       0.       0.       0.       0.       0.014541 0.       0.       0.153132 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
6,0.14333716690253798,0.14333716690253798,0.007625031686,[0.       0.       0.       0.126055 0.541329 0.       0.       0.102751 0.       0.       0.       0.       0.050586 0.       0.       0.012505 0.       0.       0.       0.       0.       0.014463 0.       0.       0.152311 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
7,0.1427138362669927,0.1427138362669927,0.007642482383999999,[0.       0.       0.       0.125376 0.543799 0.       0.       0.102198 0.       0.       0.       0.       0.050314 0.       0.       0.012438 0.       0.       0.       0.       0.       0.014385 0.       0.       0.151491 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
8,0.14208882559987376,0.14208882559987376,0.007659905002000001,[0.       0.       0.       0.124698 0.546266 0.       0.       0.101645 0.       0.       0.       0.       0.050042 0.       0.       0.012371 0.       0.       0.       0.       0.       0.014307 0.       0.       0.150671 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
9,0.1414631473447732,0.1414631473447732,0.007677318045,[0.       0.       0.       0.124021 0.548731 0.       0.       0.101093 0.       0.       0.       0.       0.04977  0.       0.       0.012304 0.       0.       0.       0.       0.       0.014229 0.       0.       0.149852 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.01,0.0025,1,7,idID,71,random
