iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.17224325419863998,0.004395749958,7,7,100,48,0.115675,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.624419, 0.189376, 0.083955, 0.024304, 0.04607, 0.010376, 0.0215]","[7, 9, 11, 15, 21, 25, 28]"
1,iDR,True,0.17125026872883745,0.004407401743,7,7,100,51,0.118512,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.627309, 0.190252, 0.084344, 0.024416, 0.041655, 0.010424, 0.0216]","[7, 9, 11, 15, 21, 25, 28]"
2,iDR,True,0.16785311225142258,0.004431091546,7,7,100,44,0.122593,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.639475, 0.174548, 0.08598, 0.02489, 0.042463, 0.010626, 0.022019]","[7, 9, 11, 15, 21, 25, 28]"
3,idID,True,0.11783720688185258,0.004611074002,7,7,100,42,0.104654,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.321445, 0.08774, 0.04322, 0.012511, 0.021345, 0.50267, 0.011068]","[7, 9, 11, 15, 21, 25, 28]"
4,idID,True,0.11685020077376983,0.004608514065,7,7,100,58,0.120784,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.322841, 0.088121, 0.039067, 0.012565, 0.021438, 0.504852, 0.011116]","[7, 9, 11, 15, 21, 25, 28]"
5,TID,True,0.11293703441916535,0.0046034454613,7,7,100,50,0.115498,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.2905569, 0.088121, 0.039067, 0.012565, 0.021438, 0.5371361, 0.011116]","[7, 9, 11, 15, 21, 25, 28]"
6,idID,True,0.11068043622976938,0.004629207576,7,7,100,39,0.115326,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010116, 0.293919, 0.089141, 0.039519, 0.01271, 0.543351, 0.011245]","[0, 7, 9, 11, 15, 25, 28]"
7,idID,True,0.10344076250208799,0.004604698815,7,7,100,44,0.098802,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010424, 0.010304, 0.302859, 0.091852, 0.013097, 0.559877, 0.011587]","[0, 3, 7, 9, 15, 25, 28]"
8,TID,True,0.10191022040057694,0.004662203799,7,7,100,62,0.114473,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010304, 0.302859, 0.01, 0.091852, 0.013097, 0.559877, 0.011587]","[3, 7, 8, 9, 15, 25, 28]"
9,iDR,True,0.1002250524091194,0.004655251285000001,7,7,100,56,0.113423,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.01063, 0.281209, 0.010317, 0.094762, 0.013512, 0.577616, 0.011954]","[3, 7, 8, 9, 15, 25, 28]"
10,idID,True,0.09825327719912977,0.004646728424000001,7,7,100,66,0.116744,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010938, 0.260411, 0.010616, 0.097504, 0.013903, 0.594329, 0.0123]","[3, 7, 8, 9, 15, 25, 28]"
11,TID,True,0.09411467327500407,0.004642639971300001,7,7,100,62,0.114689,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010938, 0.2343699, 0.010616, 0.097504, 0.013903, 0.6203701, 0.0123]","[3, 7, 8, 9, 15, 25, 28]"
12,iDR,True,0.09242483220860431,0.004656982354000001,7,7,100,51,0.104332,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011046, 0.236677, 0.010721, 0.088618, 0.01404, 0.626478, 0.012421]","[3, 7, 8, 9, 15, 25, 28]"
13,iDR,True,0.09083036462317035,0.004670132911,7,7,100,57,0.124633,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011145, 0.238793, 0.010817, 0.080469, 0.014166, 0.632079, 0.012532]","[3, 7, 8, 9, 15, 25, 28]"
14,iDR,True,0.08933318078994054,0.004682172417000001,7,7,100,43,0.11559,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011235, 0.24073, 0.010905, 0.07301, 0.014281, 0.637206, 0.012634]","[3, 7, 8, 9, 15, 25, 28]"
15,idID,True,0.04602007385744391,0.004564694657000001,7,7,100,44,0.123013,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.014605, 0.014176, 0.094908, 0.012999, 0.018564, 0.828324, 0.016423]","[3, 8, 9, 10, 15, 25, 28]"
16,idID,True,0.039644168904458744,0.004598151714,7,7,100,33,0.11672,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012465, 0.012099, 0.081002, 0.011094, 0.015844, 0.853479, 0.014017]","[3, 8, 9, 10, 15, 25, 28]"
17,iDR,True,0.037952476885296474,0.0046096846989999996,7,7,100,36,0.107225,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012567, 0.012198, 0.073497, 0.011185, 0.015973, 0.860449, 0.014131]","[3, 8, 9, 10, 15, 25, 28]"
18,iDR,True,0.03507814584797572,0.004624206055,7,7,100,39,0.103485,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011571, 0.011232, 0.067674, 0.010299, 0.014707, 0.871505, 0.013011]","[3, 8, 9, 10, 15, 25, 28]"
19,TID,True,0.0344084626185052,0.004626450248000001,7,7,100,42,0.113855,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011571, 0.011232, 0.067674, 0.014707, 0.871505, 0.013011, 0.01]","[3, 8, 9, 15, 25, 28, 30]"
20,iDR,True,0.03294185314463448,0.004637665298999999,7,7,100,39,0.108118,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.011653, 0.011312, 0.06134, 0.014812, 0.877708, 0.013104, 0.010071]","[3, 8, 9, 15, 25, 28, 30]"
21,idID,True,0.020762468044313157,0.004726671096000001,7,7,100,32,0.107253,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010541, 0.012284, 0.011924, 0.015614, 0.925208, 0.013813, 0.010616]","[1, 3, 8, 15, 25, 28, 30]"
22,idID,True,0.02036793514531536,0.0047251637999999995,7,7,100,56,0.110459,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.010556, 0.012301, 0.01194, 0.015636, 0.926488, 0.012449, 0.010631]","[1, 3, 8, 15, 25, 28, 30]"
23,idID,True,0.016980569462750648,0.004731001825,6,6,100,48,0.102209,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012432, 0.012067, 0.015803, 0.936371, 0.012582, 0.010744]","[3, 8, 15, 25, 28, 30]"
24,iDR,True,0.01660263654711119,0.004738272451000001,6,6,100,40,0.165742,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012452, 0.012086, 0.014245, 0.937854, 0.012602, 0.010761]","[3, 8, 15, 25, 28, 30]"
25,idID,True,0.01586705425968534,0.004697489928000001,6,6,100,41,0.131735,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012116, 0.01428, 0.010025, 0.940159, 0.012633, 0.010787]","[8, 15, 17, 25, 28, 30]"
26,TID,True,0.015165318236585864,0.004696380128,6,6,100,45,0.114214,100,100,0.1,0.0025,1,2,15,best,27,random,bench_local,"[0.012116, 0.01428, 0.01, 0.940159, 0.012633, 0.010787]","[8, 15, 16, 25, 28, 30]"
