iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.13977047749349164,0.13977047749349164,0.004845291391999999,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.032291 0.       0.       0.       0.       0.088236 0.       0.       0.       0.087933 0.       0.       0.011076 0.       0.060278 0.       0.023685 0.       0.696502 0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
1,0.1052132762167954,0.1052132762167954,0.004661368155999999,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.032291 0.       0.       0.       0.       0.088236 0.       0.       0.       0.087933 0.       0.       0.       0.       0.011076 0.       0.023685 0.       0.696502 0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
2,0.09824131550831416,0.09824131550831416,0.004821335869599999,[0.        0.        0.        0.        0.0263799 0.        0.        0.        0.        0.        0.032291  0.        0.        0.        0.        0.088236  0.        0.        0.        0.0615531 0.        0.        0.        0.        0.011076  0.        0.023685  0.        0.696502  0.        0.       ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
3,0.09532351837897918,0.09532351837897918,0.0048393198901,[0.        0.        0.        0.        0.0263799 0.        0.        0.        0.        0.        0.032291  0.        0.        0.        0.        0.088236  0.        0.        0.        0.0615531 0.        0.        0.        0.        0.011076  0.        0.0165795 0.        0.7036075 0.        0.       ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
4,0.09208992735610239,0.09208992735610239,0.0048574554501,[0.        0.        0.        0.        0.0263799 0.        0.        0.        0.        0.        0.032291  0.        0.        0.        0.        0.088236  0.        0.        0.        0.0615531 0.        0.        0.        0.        0.        0.01      0.0165795 0.        0.7036075 0.        0.       ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
5,0.0846216112164122,0.0846216112164122,0.004876216834979999,[0.         0.         0.         0.         0.0263799  0.         0.         0.         0.         0.         0.032291   0.         0.         0.         0.         0.088236   0.         0.         0.         0.04308717 0.         0.         0.         0.         0.         0.01       0.0165795  0.         0.72207343 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
6,0.08092253993359641,0.08092253993359641,0.004954601014644,[0.         0.         0.         0.         0.03930605 0.         0.         0.         0.         0.         0.032291   0.         0.         0.         0.         0.088236   0.         0.         0.         0.03016102 0.         0.         0.         0.         0.         0.01       0.0165795  0.         0.72207343 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
7,0.06707685478136559,0.06707685478136559,0.004860015951643999,[0.         0.         0.         0.         0.03930605 0.         0.         0.         0.         0.         0.01       0.         0.         0.         0.         0.088236   0.         0.         0.         0.03016102 0.         0.         0.         0.         0.         0.         0.0165795  0.         0.72207343 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
8,0.06403096525307259,0.06403096525307259,0.004983158113244,[0.         0.         0.         0.         0.03930605 0.         0.         0.         0.         0.         0.01       0.         0.         0.         0.         0.0617652  0.         0.         0.         0.03016102 0.         0.         0.         0.         0.         0.0264708  0.0165795  0.         0.72207343 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
9,0.05473097867170144,0.05473097867170144,0.004883283568844,[0.         0.         0.         0.         0.03930605 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0617652  0.         0.         0.         0.03016102 0.         0.         0.         0.         0.         0.01       0.0165795  0.         0.72207343 0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],500,100,0.3,0.003,1,7,TID,99,random
