iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.20204216128472618,0.20204216128472618,0.00425636767584,[0.019528   0.018189   0.         0.         0.087653   0.023464   0.036695   0.         0.072288   0.         0.024536   0.         0.054657   0.082475   0.042101   0.         0.039932   0.0321392  0.027883   0.093006   0.         0.030737   0.         0.03738896 0.043233   0.08664784 0.         0.078811   0.025974   0.         0.042664  ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
1,0.19785466128235635,0.19785466128235635,0.004269948894999999,[0.019033 0.017728 0.       0.       0.085432 0.022869 0.035765 0.       0.070456 0.       0.023914 0.       0.053272 0.080385 0.041034 0.       0.03892  0.031325 0.027177 0.090649 0.       0.029958 0.       0.036442 0.042138 0.109788 0.       0.076814 0.025316 0.       0.041583],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
2,0.19425718492475058,0.19425718492475058,0.0043328774308,[0.019033  0.017728  0.        0.        0.085432  0.022869  0.035765  0.        0.0976507 0.        0.023914  0.        0.053272  0.080385  0.041034  0.        0.03892   0.031325  0.027177  0.0634543 0.        0.029958  0.        0.036442  0.042138  0.109788  0.        0.076814  0.025316  0.        0.041583 ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
3,0.19074348175995792,0.19074348175995792,0.004359462295,[0.019033  0.017728  0.        0.        0.085432  0.022869  0.035765  0.        0.0976507 0.        0.023914  0.        0.053272  0.080385  0.041034  0.        0.03892   0.031325  0.027177  0.0634543 0.        0.029958  0.        0.036442  0.0294966 0.1224294 0.        0.076814  0.025316  0.        0.041583 ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
4,0.18520698982735523,0.18520698982735523,0.004374830595,[0.018359 0.0171   0.       0.       0.082406 0.022059 0.034498 0.       0.094191 0.       0.023067 0.       0.051385 0.077537 0.03958  0.       0.037541 0.030215 0.026214 0.061206 0.       0.028897 0.       0.035151 0.028452 0.15352  0.       0.074093 0.024419 0.       0.04011 ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
5,0.18276678290286968,0.18276678290286968,0.004531401859999999,[0.017916 0.016687 0.       0.       0.104543 0.021527 0.033666 0.       0.091919 0.       0.02251  0.       0.050145 0.075666 0.038625 0.       0.036635 0.029486 0.025582 0.059729 0.       0.0282   0.       0.034303 0.027766 0.149816 0.       0.072305 0.02383  0.       0.039142],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
6,0.17633122943598328,0.17633122943598328,0.004542671114,[0.017145 0.015969 0.       0.       0.100047 0.020601 0.032218 0.       0.087966 0.       0.021542 0.       0.047988 0.072412 0.036964 0.       0.035059 0.028218 0.024482 0.05716  0.       0.026987 0.       0.032828 0.026572 0.186384 0.       0.069195 0.022805 0.       0.037459],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
7,0.1732728380561307,0.1732728380561307,0.0044813939984,[0.017145  0.015969  0.        0.        0.100047  0.020601  0.032218  0.        0.0615762 0.        0.021542  0.        0.047988  0.072412  0.036964  0.        0.035059  0.028218  0.024482  0.05716   0.        0.026987  0.        0.032828  0.026572  0.2127738 0.        0.069195  0.022805  0.        0.037459 ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
8,0.17059755588313155,0.17059755588313155,0.004667404117,[0.016645 0.015504 0.       0.       0.126271 0.020001 0.031279 0.       0.059782 0.       0.020914 0.       0.04659  0.070302 0.035887 0.       0.034037 0.027396 0.023769 0.055494 0.       0.026201 0.       0.031871 0.025798 0.206573 0.       0.067179 0.02214  0.       0.036367],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
9,0.16715260627298328,0.16715260627298328,0.0048936079310000005,[0.016037 0.014938 0.       0.       0.158161 0.019271 0.030137 0.       0.0576   0.       0.020151 0.       0.04489  0.067736 0.034577 0.       0.032795 0.026396 0.022901 0.053469 0.       0.025245 0.       0.030708 0.024856 0.199033 0.       0.064727 0.021332 0.       0.03504 ],[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.001,1,21,TID,20,random
