iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.15928145111721134,0.15928145111721134,0.005921388262999999,[0.       0.07046  0.       0.       0.052704 0.       0.       0.071536 0.526251 0.047265 0.       0.       0.       0.       0.059971 0.037699 0.       0.       0.04237  0.012895 0.       0.011412 0.017256 0.034455 0.015726 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
1,0.1533377372568115,0.1533377372568115,0.005981060129000001,[0.       0.066937 0.       0.       0.050069 0.       0.       0.06796  0.549936 0.044902 0.       0.       0.       0.       0.056973 0.035814 0.       0.       0.040252 0.01225  0.       0.010841 0.016393 0.032732 0.01494  0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
2,0.14724103267997496,0.14724103267997496,0.00604017104,[0.       0.063448 0.       0.       0.047459 0.       0.       0.064418 0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.       0.       0.038154 0.011611 0.       0.010276 0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
3,0.11606938814334236,0.11606938814334236,0.005752859536,[0.       0.063448 0.       0.       0.047459 0.       0.       0.010276 0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.       0.       0.038154 0.011611 0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
4,0.11521267090279903,0.11521267090279903,0.0057059133359999995,[0.       0.063448 0.       0.       0.047459 0.       0.       0.       0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.       0.01     0.038154 0.011611 0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
5,0.11024864381466841,0.11024864381466841,0.005694258925,[0.       0.063448 0.       0.       0.047459 0.       0.       0.       0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.       0.       0.038154 0.01     0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
6,0.08463924489044589,0.08463924489044589,0.005422996629000001,[0.       0.01     0.       0.       0.047459 0.       0.       0.       0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.       0.       0.038154 0.       0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
7,0.08391357417464587,0.08391357417464587,0.0053840466290000005,[0.       0.       0.       0.       0.047459 0.       0.       0.       0.573397 0.042561 0.       0.       0.       0.       0.054003 0.033947 0.01     0.       0.038154 0.       0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
8,0.07338783980714261,0.07338783980714261,0.0053778501020000005,[0.       0.       0.       0.       0.047459 0.       0.       0.       0.573397 0.042561 0.       0.       0.       0.       0.054003 0.01     0.       0.       0.038154 0.       0.       0.       0.015538 0.031026 0.014161 0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
9,0.07317001148528639,0.07317001148528639,0.0053850541022,[0.        0.        0.        0.        0.047459  0.        0.        0.        0.573397  0.042561  0.        0.        0.        0.        0.0486027 0.01      0.        0.        0.0435543 0.        0.        0.        0.015538  0.031026  0.014161  0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.],300,100,0.1,0.002,1,13,best,12,random
