iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.14042421511855357,0.0042804703303,7,7,100,67,0.037189,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.258771, 0.0168507, 0.054151, 0.014615300000000001, 0.14115, 0.174134, 0.340327]","[8, 13, 18, 25, 27, 28, 29]"
1,idID,True,0.1400907414883909,0.004281547716,7,7,100,62,0.03513,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.259208, 0.015191, 0.054242, 0.01464, 0.141388, 0.174428, 0.340902]","[8, 13, 18, 25, 27, 28, 29]"
2,iDR,True,0.13956409295102856,0.004353141889,7,7,100,100,0.040309,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.277925, 0.014807, 0.052872, 0.01427, 0.137816, 0.170021, 0.332289]","[8, 13, 18, 25, 27, 28, 29]"
3,idID,True,0.13602958651071087,0.0042838872390000005,7,7,100,61,0.040929,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.290374, 0.01547, 0.010448, 0.014909, 0.143989, 0.177637, 0.347173]","[8, 13, 20, 25, 27, 28, 29]"
4,TID,True,0.13552283187906564,0.0041351576762,7,7,100,73,0.035878,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.26133660000000003, 0.01547, 0.010448, 0.014909, 0.143989, 0.177637, 0.3762104]","[8, 13, 20, 25, 27, 28, 29]"
5,iDR,True,0.1347264124633022,0.0041096480279999995,7,7,100,94,0.040832,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.257627, 0.01525, 0.0103, 0.014697, 0.15614, 0.175116, 0.37087]","[8, 13, 20, 25, 27, 28, 29]"
6,iDR,True,0.13384043129810072,0.004082411049,7,7,100,87,0.040721,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.253666, 0.015016, 0.010142, 0.014471, 0.169113, 0.172424, 0.365168]","[8, 13, 20, 25, 27, 28, 29]"
7,iDR,True,0.13188587281461994,0.0040519787609999995,7,7,100,75,0.040651,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.258117, 0.015279, 0.01032, 0.014725, 0.17208, 0.157904, 0.371575]","[8, 13, 20, 25, 27, 28, 29]"
8,TID,True,0.12983897810262734,0.004072474700199999,7,7,100,80,0.038108,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.27390739999999997, 0.015279, 0.01032, 0.014725, 0.17208, 0.14211359999999998, 0.371575]","[8, 13, 20, 25, 27, 28, 29]"
9,iDR,True,0.12793259530002263,0.004047323246,7,7,100,87,0.042717,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.277856, 0.015499, 0.010469, 0.014937, 0.174561, 0.129746, 0.376932]","[8, 13, 20, 25, 27, 28, 29]"
10,idID,True,0.12697599725603378,0.004031832605000001,7,7,100,57,0.03534,100,100,0.1,0.0025,1,2,15,random,88,random,bench_local,"[0.279392, 0.010527, 0.010055, 0.01502, 0.175526, 0.130463, 0.379016]","[8, 20, 21, 25, 27, 28, 29]"
