iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.18064080000000002,0.18064080000000002,0.0043895,[0.1 0.  0.  0.  0.1 0.  0.  0.  0.1 0.  0.  0.  0.  0.1 0.1 0.  0.1 0.  0.  0.1 0.  0.  0.  0.  0.  0.1 0.1 0.1 0.  0.  0. ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],10.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
1,0.1659677668294005,0.1659677668294005,0.0043895,[0.111111 0.       0.       0.       0.111111 0.       0.       0.       0.111111 0.       0.       0.       0.       0.111111 0.111111 0.       0.111111 0.       0.       0.111111 0.       0.       0.       0.       0.       0.111111 0.       0.111111 0.       0.       0.      ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
2,0.16062742178681713,0.16062742178681713,0.0043895,[0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.       0.105882 0.105882 0.       0.105882 0.       0.       0.105882 0.       0.       0.       0.       0.       0.105882 0.       0.152941 0.       0.       0.      ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
3,0.16062742178681713,0.16062742178681713,0.0043895,[0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.       0.105882 0.105882 0.       0.105882 0.       0.       0.105882 0.       0.       0.       0.       0.       0.105882 0.       0.152941 0.       0.       0.      ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
4,0.16062742178681713,0.16241217091778176,0.0043895,[0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.105882 0.       0.       0.       0.       0.105882 0.105882 0.       0.105882 0.       0.       0.105882 0.       0.       0.       0.       0.       0.105882 0.       0.152941 0.       0.       0.      ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
5,0.16043409729382824,0.1640035955557575,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.105882   0.         0.         0.         0.         0.         0.105882   0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
6,0.16043409729382824,0.16043409729382824,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.105882   0.         0.         0.         0.         0.         0.105882   0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
7,0.16021571460728673,0.16199831568832926,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
8,0.16021571460728673,0.16021571460728673,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
9,0.16021571460728673,0.16199588921403435,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
10,0.16021571460728673,0.163776063820782,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
11,0.16021571460728673,0.16555623842752962,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.105882   0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15399982 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
12,0.16000197171201488,0.1671226701390054,0.0043895,[0.10482318 0.         0.         0.         0.105882   0.         0.         0.         0.105882   0.         0.         0.         0.         0.10482318 0.105882   0.         0.105882   0.         0.         0.10482318 0.         0.         0.         0.         0.         0.10694082 0.         0.15505864 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
13,0.15982996475041836,0.15982996475041836,0.0043895,[0.105537 0.       0.       0.       0.105593 0.       0.       0.       0.105593 0.       0.       0.       0.       0.105537 0.105593 0.       0.105593 0.       0.       0.105537 0.       0.       0.       0.       0.       0.152825 0.       0.108191 0.       0.       0.      ],[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],9.0,1000,100,0.01,0.002,1,11,random,,first,single_objective
