iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.20007488388867206,0.20007488388867206,0.003641950372,[0.       0.       0.       0.       0.       0.105985 0.       0.       0.105799 0.105847 0.       0.       0.106027 0.       0.       0.       0.105963 0.       0.105868 0.       0.       0.       0.       0.       0.105826 0.152885 0.1058   0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
1,0.20007488388867206,0.20007488388867206,0.003641950372,[0.       0.       0.       0.       0.       0.105985 0.       0.       0.105799 0.105847 0.       0.       0.106027 0.       0.       0.       0.105963 0.       0.105868 0.       0.       0.       0.       0.       0.105826 0.152885 0.1058   0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
2,0.20007488388867206,0.20229793815410174,0.003641950372,[0.       0.       0.       0.       0.       0.105985 0.       0.       0.105799 0.105847 0.       0.       0.106027 0.       0.       0.       0.105963 0.       0.105868 0.       0.       0.       0.       0.       0.105826 0.152885 0.1058   0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
3,0.1999022947940259,0.2043484033248853,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.105799   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.105826   0.15394368 0.1058     0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
4,0.1999022947940259,0.1999022947940259,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.105799   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.105826   0.15394368 0.1058     0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
5,0.19963180988084522,0.20185294648966773,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.105799   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.10476774 0.15500194 0.1058     0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
6,0.19946081426005607,0.19946081426005607,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.106857   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.10476774 0.15500194 0.104742   0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
7,0.19918562076006144,0.19918562076006144,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.106857   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.10476774 0.15604936 0.10369458 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
8,0.19891240096845256,0.19891240096845256,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.106857   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.10476774 0.15708631 0.10265763 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
9,0.1986411506348552,0.1986411506348552,0.003641950372,[0.         0.         0.         0.         0.         0.105985   0.         0.         0.106857   0.105847   0.         0.         0.106027   0.         0.         0.         0.105963   0.         0.10480932 0.         0.         0.         0.         0.         0.10476774 0.15811288 0.10163106 0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.003,1,8,random,,first,single_objective
