iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.19915392267921153,0.19915392267921153,0.0040100000000000005,[0.       0.       0.       0.       0.111111 0.       0.       0.       0.       0.       0.111111 0.       0.       0.111111 0.111111 0.       0.111111 0.       0.111111 0.       0.111111 0.       0.       0.       0.       0.111111 0.111111 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
1,0.19913759338377618,0.19913759338377618,0.0040100000000000005,[0.       0.       0.       0.       0.111099 0.       0.       0.       0.       0.       0.111099 0.       0.       0.111099 0.111099 0.       0.111099 0.       0.111099 0.       0.111099 0.       0.       0.       0.       0.11121  0.111099 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
2,0.19163316147904233,0.19163316147904233,0.0040100000000000005,[0.       0.       0.       0.       0.105882 0.       0.       0.       0.       0.       0.105882 0.       0.       0.105882 0.105882 0.       0.105882 0.       0.105882 0.       0.105882 0.       0.       0.       0.       0.152944 0.105882 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
3,0.19163316147904233,0.19163316147904233,0.0040100000000000005,[0.       0.       0.       0.       0.105882 0.       0.       0.       0.       0.       0.105882 0.       0.       0.105882 0.105882 0.       0.105882 0.       0.105882 0.       0.105882 0.       0.       0.       0.       0.152944 0.105882 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
4,0.19141379946568599,0.1935430568154531,0.0040100000000000005,[0.       0.       0.       0.       0.105732 0.       0.       0.       0.       0.       0.105732 0.       0.       0.105732 0.105732 0.       0.105732 0.       0.105732 0.       0.105732 0.       0.       0.       0.       0.15414  0.105732 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
5,0.19141379946568599,0.19141379946568599,0.0040100000000000005,[0.       0.       0.       0.       0.105732 0.       0.       0.       0.       0.       0.105732 0.       0.       0.105732 0.105732 0.       0.105732 0.       0.105732 0.       0.105732 0.       0.       0.       0.       0.15414  0.105732 0.       0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
6,0.19122014942347448,0.19334696941753765,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15414    0.10467468 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
7,0.19122014942347448,0.19122014942347448,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15414    0.10467468 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
8,0.1909674288526994,0.1930920971796269,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15518675 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
9,0.1909674288526994,0.1909674288526994,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15518675 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
10,0.1909674288526994,0.19308928917328497,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15518675 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
11,0.1909674288526994,0.1952111494938705,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15518675 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
12,0.1909674288526994,0.19733300981445606,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.105732   0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15518675 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
13,0.19072415002247753,0.19921159130481972,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.10467468 0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15624407 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
14,0.19072415002247753,0.19072415002247753,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.10467468 0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15624407 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
15,0.19072415002247753,0.1928433072449495,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.10467468 0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15624407 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
16,0.19072415002247753,0.19496246446742146,0.0040100000000000005,[0.         0.         0.         0.         0.10678932 0.         0.         0.         0.         0.         0.105732   0.         0.         0.10467468 0.105732   0.         0.105732   0.         0.105732   0.         0.105732   0.         0.         0.         0.         0.15624407 0.10362793 0.         0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,10,random,,best,single_objective
