iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.2482646886550631,0.2482646886550631,0.0042253,[0.       0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.       0.       0.       0.111111 0.       0.       0.       0.       0.       0.111111 0.       0.       0.111111 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
1,0.22635251000000003,0.22635251000000003,0.0042253,[0.  0.  0.  0.1 0.1 0.  0.  0.1 0.  0.  0.1 0.1 0.  0.  0.1 0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.1 0.1 0.  0.1 0. ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0.],10.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
2,0.21423015178596733,0.21423015178596733,0.0042253,[0.       0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.111111 0.111111 0.       0.111111 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
3,0.19886631000000002,0.19886631000000002,0.0042253,[0.  0.  0.  0.1 0.1 0.  0.  0.1 0.  0.  0.1 0.1 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.1 0.1 0.  0.1 0. ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0.],10.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
4,0.185629604048877,0.185629604048877,0.0042253,[0.       0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.111111 0.111111 0.       0.       0.111111 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.111111 0.       0.111111 0.       0.111111 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
5,0.17866417978526655,0.17866417978526655,0.0042253,[0.       0.       0.       0.105882 0.105882 0.       0.       0.105882 0.       0.       0.105882 0.105882 0.       0.       0.105882 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.105882 0.       0.152941 0.       0.105882 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
6,0.17846158632110903,0.17846158632110903,0.0042253,[0.       0.       0.       0.105732 0.105732 0.       0.       0.105732 0.       0.       0.105732 0.105732 0.       0.       0.105732 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.105732 0.       0.15414  0.       0.105732 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
7,0.17845683021602868,0.17845683021602868,0.0042253,[0.       0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.105728 0.       0.154175 0.       0.105728 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
8,0.17845683021602868,0.17845683021602868,0.0042253,[0.       0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.105728 0.       0.154175 0.       0.105728 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
9,0.17845683021602868,0.18043968388509565,0.0042253,[0.       0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.105728 0.105728 0.       0.       0.105728 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.105728 0.       0.154175 0.       0.105728 0.      ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],9.0,1000,100,0.01,0.004,1,11,idID,,random,single_objective
