iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.0782541751465494,0.0782541751465494,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.65402371 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.34597629 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
1,0.0778814556674641,0.0778814556674641,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.65748347 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.34251653 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
2,0.0778814556674641,0.0778814556674641,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.65748347 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.34251653 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
3,0.0778814556674641,0.0817755284508373,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.65748347 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.34251653 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
4,0.07750430791994926,0.08529245348669567,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.66090864 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.33909136 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
5,0.0771229384804073,0.0771229384804073,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.66429955 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.33570045 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
6,0.07673754862983156,0.07673754862983156,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.66765656 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.33234344 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
7,0.07634833447103044,0.07634833447103044,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.67097999 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.32902001 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
8,0.07634833447103044,0.07634833447103044,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.67097999 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.32902001 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
9,0.07595548704340016,0.07977290376695169,0.005285169844,[0.         0.         0.         0.         0.         0.         0.         0.         0.67427019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.32572981 0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.0035,1,2,TID,,random,single_objective
