iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.19694578256194598,0.004525625718000001,7,7,100,96,0.038629,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.053184, 0.100983, 0.554807, 0.10403, 0.011016, 0.074144, 0.101836]","[3, 6, 11, 12, 26, 28, 29]"
1,iDR,True,0.19591710752368008,0.004526007726000001,7,7,100,93,0.041425,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.053743, 0.102045, 0.560639, 0.094611, 0.011132, 0.074923, 0.102907]","[3, 6, 11, 12, 26, 28, 29]"
2,TID,True,0.19585887062264665,0.004536702042,8,8,100,63,0.043497,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.053743, 0.09184049999999999, 0.560639, 0.094611, 0.0102045, 0.011132, 0.074923, 0.102907]","[3, 6, 11, 12, 13, 26, 28, 29]"
3,TID,True,0.19359241633218763,0.0045402523335,9,9,100,52,0.034284,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.053743, 0.09184049999999999, 0.560639, 0.094611, 0.0102045, 0.011132, 0.0102907, 0.074923, 0.0926163]","[3, 6, 11, 12, 13, 26, 27, 28, 29]"
4,idID,True,0.19332338037902477,0.004541648329,9,9,100,68,0.038024,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.053803, 0.091943, 0.561264, 0.094716, 0.010216, 0.01003, 0.010302, 0.075006, 0.09272]","[3, 6, 11, 12, 13, 26, 27, 28, 29]"
5,idID,True,0.19198580054389822,0.004541792287,9,9,100,76,0.040029,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.048685, 0.09244, 0.5643, 0.095228, 0.010271, 0.010084, 0.010358, 0.075412, 0.093222]","[3, 6, 11, 12, 13, 26, 27, 28, 29]"
6,TID,True,0.18988404529277725,0.004537154449,9,9,100,55,0.037405,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.048685, 0.09244, 0.5718412, 0.095228, 0.010271, 0.010084, 0.010358, 0.06787080000000001, 0.093222]","[3, 6, 11, 12, 13, 26, 27, 28, 29]"
7,TID,True,0.18969196352360213,0.004518537467,9,9,100,52,0.037939,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.048685, 0.09244, 0.5718412, 0.095228, 0.01, 0.010084, 0.010358, 0.06787080000000001, 0.093222]","[3, 6, 11, 12, 21, 26, 27, 28, 29]"
8,TID,True,0.18758302933983825,0.004521753626,9,9,100,50,0.036014,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.048685, 0.09244, 0.5718412, 0.095228, 0.01, 0.010084, 0.019680200000000002, 0.06787080000000001, 0.0838998]","[3, 6, 11, 12, 21, 26, 27, 28, 29]"
9,idID,True,0.18508300193562688,0.004535582848,8,8,100,70,0.067043,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.049194, 0.093407, 0.577825, 0.096224, 0.010105, 0.019886, 0.068581, 0.084778]","[3, 6, 11, 12, 21, 27, 28, 29]"
10,iDR,True,0.18492814474493113,0.004531220289,8,8,100,91,0.039326,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.049096, 0.093222, 0.576678, 0.096033, 0.010085, 0.021831, 0.068445, 0.08461]","[3, 6, 11, 12, 21, 27, 28, 29]"
11,iDR,True,0.1836281689850484,0.004531300306000001,8,8,100,65,0.038179,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.044404, 0.093682, 0.579523, 0.096507, 0.010135, 0.021939, 0.068783, 0.085027]","[3, 6, 11, 12, 21, 27, 28, 29]"
12,iDR,True,0.18242240365585186,0.004522395045,8,8,100,81,0.047856,100,100,0.1,0.0035,1,2,15,random,93,random,bench_local,"[0.044712, 0.094331, 0.583537, 0.097175, 0.010205, 0.022091, 0.062333, 0.085616]","[3, 6, 11, 12, 21, 27, 28, 29]"
