iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.24428220332400624,0.24428220332400624,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.137916   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.137908   0.154859   0.14598639 0.149601   0.12874761 0.         0.         0.144982   0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
1,0.24388806114096614,0.24388806114096614,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.137916   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.137908   0.154859   0.14452653 0.149601   0.13020747 0.         0.         0.144982   0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
2,0.24350633613562217,0.24350633613562217,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.137916   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.137908   0.154859   0.14452653 0.14810499 0.13170348 0.         0.         0.144982   0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
3,0.24345113920463493,0.24345113920463493,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.137908   0.154859   0.14452653 0.14810499 0.13170348 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
4,0.24316042743965313,0.24316042743965313,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.154859   0.14452653 0.14810499 0.13308256 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
5,0.24273258081546162,0.24273258081546162,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.15331041 0.14452653 0.14810499 0.13463115 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
6,0.24230762308945258,0.24230762308945258,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.15177731 0.14452653 0.14810499 0.13616426 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
7,0.24188555302504866,0.24188555302504866,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.15025953 0.14452653 0.14810499 0.13768203 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
8,0.24150691325567855,0.24150691325567855,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.15025953 0.14452653 0.14662394 0.13916308 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
9,0.24108796734505947,0.24108796734505947,0.004085188471,[0.         0.         0.         0.         0.         0.         0.         0.13653684 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.13652892 0.14875694 0.14452653 0.14662394 0.14066568 0.         0.         0.14636116 0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.],7.0,1000,100,0.01,0.003,1,6,TID,,random,single_objective
