iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.1671918321539175,0.1671918321539175,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.14126    0.         0.         0.         0.         0.         0.         0.         0.130265   0.132988   0.14361    0.         0.         0.         0.         0.31364232 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
1,0.1669275792311862,0.1669275792311862,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.132988   0.14361    0.         0.         0.         0.         0.31505492 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
2,0.16662540399214762,0.16662540399214762,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.132988   0.1421739  0.         0.         0.         0.         0.31649102 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
3,0.16634208887953084,0.16634208887953084,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.13165812 0.1421739  0.         0.         0.         0.         0.3178209  0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
4,0.1660605801143482,0.1660605801143482,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.13034154 0.1421739  0.         0.         0.         0.         0.31913748 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
5,0.1657808800665189,0.1657808800665189,0.00409119681,[0.         0.13823568 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.12903812 0.1421739  0.         0.         0.         0.         0.3204409  0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
6,0.16551687003606405,0.16551687003606405,0.00409119681,[0.         0.13685332 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.12903812 0.1421739  0.         0.         0.         0.         0.32182325 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
7,0.16521720063925424,0.16521720063925424,0.00409119681,[0.         0.13685332 0.         0.         0.         0.         0.         0.         0.         0.         0.1398474  0.         0.         0.         0.         0.         0.         0.         0.130265   0.12903812 0.14075216 0.         0.         0.         0.         0.32324499 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
8,0.16495406544348218,0.16495406544348218,0.00409119681,[0.         0.13685332 0.         0.         0.         0.         0.         0.         0.         0.         0.13844893 0.         0.         0.         0.         0.         0.         0.         0.130265   0.12903812 0.14075216 0.         0.         0.         0.         0.32464347 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
9,0.16489857567706542,0.16489857567706542,0.00409119681,[0.         0.13685332 0.         0.         0.         0.         0.         0.         0.         0.         0.13706444 0.         0.         0.         0.         0.         0.         0.         0.13164949 0.12903812 0.14075216 0.         0.         0.         0.         0.32464347 0.         0.         0.         0.         0.        ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.0,1000,100,0.01,0.004,1,6,TID,,best,single_objective
