iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.17215069463219382,0.002581876848,7,7,100,33,0.137446,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.048536, 0.062389, 0.04384, 0.010973, 0.072406, 0.143749, 0.618108]","[1, 13, 14, 18, 21, 23, 29]"
1,idID,True,0.14790415461496992,0.0026597372239999997,7,7,100,45,0.123551,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.051766, 0.066542, 0.046758, 0.011703, 0.153317, 0.010666, 0.659248]","[1, 13, 14, 18, 23, 25, 29]"
2,idID,True,0.12884796403838117,0.002677417923,7,7,100,63,0.113815,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.054868, 0.010599, 0.04956, 0.012404, 0.162505, 0.011305, 0.698757]","[1, 4, 14, 18, 23, 25, 29]"
3,idID,True,0.1149828963296317,0.0025662000080000002,7,7,100,55,0.106529,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.011097, 0.051888, 0.01047, 0.012987, 0.170139, 0.011836, 0.731583]","[4, 14, 16, 18, 23, 25, 29]"
4,idID,True,0.09873094170464627,0.002538187345,7,7,100,50,0.113696,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.011582, 0.010437, 0.010928, 0.013555, 0.177577, 0.012353, 0.763567]","[4, 8, 16, 18, 23, 25, 29]"
5,TID,True,0.09267103763029523,0.0025053533577,7,7,100,46,0.105725,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.011582, 0.010437, 0.010928, 0.013555, 0.1598193, 0.012353, 0.7813247]","[4, 8, 16, 18, 23, 25, 29]"
6,idID,True,0.08984787551625131,0.002529916541,6,6,100,39,0.115458,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.01171, 0.010552, 0.013705, 0.161585, 0.012489, 0.789958]","[4, 8, 18, 23, 25, 29]"
7,idID,True,0.08313520310050025,0.004448762148,6,6,100,38,0.100898,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.053217, 0.047955, 0.062284, 0.73434, 0.056758, 0.045446]","[4, 8, 18, 23, 25, 27]"
8,idID,True,0.06657366059730968,0.004367302071000001,6,6,100,33,0.113816,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.056153, 0.050601, 0.774852, 0.059889, 0.047953, 0.010552]","[4, 8, 23, 25, 27, 29]"
9,idID,True,0.05653343844635771,0.00419643917,6,6,100,43,0.10945,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.058529, 0.010423, 0.807643, 0.062423, 0.049982, 0.010999]","[4, 21, 23, 25, 27, 29]"
10,idID,True,0.04890938460439989,0.0037860273779999998,6,6,100,51,0.114577,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.01051, 0.010955, 0.848837, 0.065607, 0.052531, 0.01156]","[1, 21, 23, 25, 27, 29]"
11,idID,True,0.039750812820551894,0.003939405355,6,6,100,44,0.103558,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.010977, 0.010444, 0.011442, 0.886543, 0.068521, 0.012073]","[1, 4, 21, 23, 25, 29]"
12,idID,True,0.02888709605837992,0.003911007802,6,6,100,56,0.109166,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.011659, 0.011093, 0.010622, 0.012153, 0.941649, 0.012823]","[1, 4, 8, 21, 23, 29]"
13,idID,True,0.024745518252947168,0.0038766130979999997,5,5,100,56,0.10967,100,100,0.1,0.0025,1,2,15,best,80,first,bench_local,"[0.011784, 0.011212, 0.012283, 0.95176, 0.012961]","[1, 4, 21, 23, 29]"
