iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.18008821603932593,0.18008821603932593,0.002776048014,[0.133379 0.       0.       0.       0.       0.056468 0.       0.061615 0.       0.091682 0.       0.115656 0.010397 0.011643 0.01973  0.062634 0.       0.       0.       0.       0.       0.       0.       0.       0.122052 0.076113 0.       0.122412 0.025447 0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
1,0.137069094053247,0.137069094053247,0.002470401871,[0.133379 0.       0.       0.       0.       0.056468 0.       0.061615 0.       0.010397 0.       0.115656 0.       0.011643 0.01973  0.062634 0.       0.       0.       0.       0.       0.       0.       0.       0.122052 0.076113 0.       0.122412 0.025447 0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
2,0.13511266741410913,0.13511266741410913,0.0024372779926,[0.133379  0.        0.        0.        0.        0.056468  0.        0.061615  0.        0.010397  0.        0.1040904 0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.122052  0.076113  0.        0.1339776 0.025447  0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
3,0.12423257348579515,0.12423257348579515,0.0023166073006,[0.133379  0.        0.        0.        0.        0.056468  0.        0.061615  0.        0.        0.        0.1040904 0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.122052  0.076113  0.        0.1339776 0.010397  0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
4,0.12309575113253861,0.12309575113253861,0.0023337396917999997,[0.133379  0.        0.        0.        0.        0.0508212 0.        0.061615  0.        0.        0.        0.1040904 0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.122052  0.0817598 0.        0.1339776 0.010397  0.        0.       ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
5,0.12160919600733414,0.12160919600733414,0.0024335172018,[0.133379  0.        0.        0.        0.0122052 0.0508212 0.        0.061615  0.        0.        0.        0.1040904 0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.1098468 0.0817598 0.        0.1339776 0.010397  0.        0.       ],[1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
6,0.08126148127397337,0.08126148127397337,0.0021055178908,[0.133379  0.        0.        0.        0.0122052 0.0508212 0.        0.061615  0.        0.        0.        0.1040904 0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.010397  0.0817598 0.        0.1339776 0.        0.        0.       ],[1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
7,0.05196982559595275,0.05196982559595275,0.001590156894,[0.133379  0.        0.        0.        0.0122052 0.0508212 0.        0.061615  0.        0.        0.        0.010397  0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0817598 0.        0.1339776 0.        0.        0.       ],[1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
8,0.03890475722480021,0.03890475722480021,0.0014649655322,[0.133379  0.        0.        0.        0.0122052 0.010397  0.        0.061615  0.        0.        0.        0.        0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0817598 0.        0.1339776 0.        0.        0.       ],[1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
9,0.03826116534766085,0.03826116534766085,0.0014639981767,[0.133379  0.        0.        0.        0.0122052 0.010397  0.        0.0554535 0.        0.        0.        0.        0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0879213 0.        0.1339776 0.        0.        0.       ],[1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
10,0.02758939984455128,0.02758939984455128,0.0010741358838,[0.133379  0.        0.        0.        0.0122052 0.        0.        0.0554535 0.        0.        0.        0.        0.        0.011643  0.01973   0.062634  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.010397  0.        0.1339776 0.        0.        0.       ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
11,0.027141034157989952,0.027141034157989952,0.00107326526385,[0.133379   0.         0.         0.         0.0122052  0.         0.         0.04990815 0.         0.         0.         0.         0.         0.011643   0.01973    0.062634   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1339776  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
12,0.026760151418876787,0.026760151418876787,0.0010870259536499998,[0.133379   0.         0.         0.         0.0122052  0.         0.         0.04990815 0.         0.         0.         0.         0.         0.011643   0.01973    0.0563706  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.140241   0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
13,0.02641080770777314,0.02641080770777314,0.0011165466243749998,[0.133379   0.         0.         0.         0.01719601 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.01973    0.0563706  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.140241   0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
14,0.02585040563637711,0.02585040563637711,0.0011302713234749998,[0.1200411  0.         0.         0.         0.01719601 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.01973    0.0563706  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1535789  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
15,0.025698028175899702,0.025698028175899702,0.001143894888475,[0.1200411  0.         0.         0.         0.01916901 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.017757   0.0563706  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1535789  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
16,0.025698028175899702,0.025698028175899702,0.001143894888475,[0.1200411  0.         0.         0.         0.01916901 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.017757   0.0563706  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1535789  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
17,0.02552912810830313,0.02552912810830313,0.001204346719915,[0.1200411  0.         0.         0.         0.02480607 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.017757   0.05073354 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1535789  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
18,0.025346793259803473,0.025346793259803473,0.001319057995075,[0.10803699 0.         0.         0.         0.03681018 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.017757   0.05073354 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.1535789  0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
19,0.025228529280831635,0.025228529280831635,0.0012876699503255,[0.10803699 0.         0.         0.         0.03312917 0.         0.         0.04491733 0.         0.         0.         0.         0.         0.011643   0.017757   0.05073354 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.15725992 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
20,0.024901136832623343,0.024901136832623343,0.0013142385539779999,[0.10803699 0.         0.         0.         0.0376209  0.         0.         0.0404256  0.         0.         0.         0.         0.         0.011643   0.017757   0.05073354 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.15725992 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
21,0.024665010544455586,0.024665010544455586,0.00129951959247185,[0.11207955 0.         0.         0.         0.0376209  0.         0.         0.03638304 0.         0.         0.         0.         0.         0.011643   0.017757   0.05073354 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01594235 0.         0.15725992 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
22,0.024443258037118856,0.024443258037118856,0.00132312083527985,[0.11207955 0.         0.         0.         0.0376209  0.         0.         0.03638304 0.         0.         0.         0.         0.         0.011643   0.017757   0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.15725992 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
23,0.02424415679277344,0.02424415679277344,0.0013202406498798499,[0.11207955 0.         0.         0.         0.0376209  0.         0.         0.03638304 0.         0.         0.         0.         0.         0.011643   0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.15903562 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
24,0.023960285521263787,0.023960285521263787,0.0013417612188383748,[0.11207955 0.         0.         0.         0.0412592  0.         0.         0.03274474 0.         0.         0.         0.         0.         0.011643   0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.15903562 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
25,0.02339127820204376,0.02339127820204376,0.0013532942045488099,[0.1008716  0.         0.         0.         0.0412592  0.         0.         0.03274474 0.         0.         0.         0.         0.         0.011643   0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17024357 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
26,0.023026248175184255,0.023026248175184255,0.0013447412791882517,[0.1008716  0.         0.         0.         0.0412592  0.         0.         0.02947026 0.         0.         0.         0.         0.         0.011643   0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17351805 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
27,0.022846989348192837,0.022846989348192837,0.0013340111562502683,[0.10381862 0.         0.         0.         0.0412592  0.         0.         0.02652324 0.         0.         0.         0.         0.         0.011643   0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17351805 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
28,0.022757987821730254,0.022757987821730254,0.0013424208951502686,[0.10381862 0.         0.         0.         0.0424235  0.         0.         0.02652324 0.         0.         0.         0.         0.         0.0104787  0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17351805 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
29,0.010537918448192705,0.010537918448192705,0.0011820755125272542,[0.0104787  0.         0.         0.         0.0424235  0.         0.         0.02652324 0.         0.         0.         0.         0.         0.         0.0159813  0.04566019 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17351805 0.         0.         0.        ],[1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
30,0.00634878662284245,0.00634878662284245,0.0011633983047012542,[0.         0.         0.         0.         0.0424235  0.         0.         0.02652324 0.         0.         0.         0.         0.         0.         0.0159813  0.0104787  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0210157  0.         0.17351805 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
31,0.006264505284460473,0.006264505284460473,0.0011647295469912544,[0.         0.         0.         0.         0.0424235  0.         0.         0.02652324 0.         0.         0.         0.         0.         0.         0.01438317 0.0104787  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.02261383 0.         0.17351805 0.         0.         0.        ],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.001,1,15,best,64,random
