iter,move,improve,obj,return,n_assets,X,Z,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy
0,TID,False,0.20201412115793604,0.002177651414071708,10,"[0.20085997 0.01051067 0.0061462  0.17269486 0.09600347 0.17952178
 0.09495194 0.03912559 0.18422249 0.01596303]",[ 2 11 15 16 19 20 21 22 27 30],100,2,0.012527,1000,100,0.003,0.001,1,10,10,random,4,random
1,TID,False,0.20201412115793604,0.002177651414071708,10,"[0.20085997 0.01051067 0.0061462  0.17269486 0.09600347 0.17952178
 0.09495194 0.03912559 0.18422249 0.01596303]",[ 2 11 15 16 19 20 21 22 27 30],100,6,0.012841,1000,100,0.003,0.001,1,10,10,random,4,random
2,TID,False,0.20201412115793604,0.002177651414071708,10,"[0.20085997 0.01051067 0.0061462  0.17269486 0.09600347 0.17952178
 0.09495194 0.03912559 0.18422249 0.01596303]",[ 2 11 15 16 19 20 21 22 27 30],100,4,0.012706,1000,100,0.003,0.001,1,10,10,random,4,random
3,TID,True,0.20187243823987452,0.0022247147995484583,10,"[0.20085997 0.01051067 0.17269486 0.09600347 0.17952178 0.09495194
 0.03912559 0.01       0.18422249 0.01596303]",[ 2 11 16 19 20 21 22 25 27 30],100,4,0.0127,1000,100,0.003,0.001,1,10,10,random,4,random
4,idID,True,0.20066855666434966,0.0022310285462625217,10,"[0.20128453 0.01053288 0.01002114 0.17305989 0.09620639 0.17990123
 0.09515264 0.03920829 0.01002114 0.18461187]",[ 2 11 14 16 19 20 21 22 25 27],100,26,0.014488,1000,100,0.003,0.001,1,10,10,random,4,random
5,idID,True,0.2006532634931553,0.0022311290642906146,10,"[0.201342   0.01053589 0.010024   0.1731093  0.09623387 0.1799526
 0.09489427 0.03921948 0.010024   0.18466459]",[ 2 11 14 16 19 20 21 22 25 27],100,64,0.016657,1000,100,0.003,0.001,1,10,10,random,4,random
6,idID,True,0.18750419574213736,0.001975921636969807,10,"[0.22034303 0.01153018 0.01094372 0.01096998 0.18944596 0.19693507
 0.10384962 0.0429207  0.01096998 0.20209174]",[ 2 11 13 14 16 20 21 22 25 27],100,52,0.015928,1000,100,0.003,0.001,1,10,10,random,4,random
7,TID,True,0.18750057139746054,0.0019761771070417496,10,"[0.22034303 0.01153018 0.01094372 0.01096998 0.18944596 0.19724662
 0.10353807 0.0429207  0.01096998 0.20209174]",[ 2 11 13 14 16 20 21 22 25 27],100,34,0.014503,1000,100,0.003,0.001,1,10,10,random,4,random
8,idID,True,0.16674583527954692,0.0021363035956724914,10,"[0.01460151 0.01385883 0.01389209 0.23990918 0.24978773 0.13111779
 0.05435361 0.01266373 0.01389209 0.25592346]",[11 13 14 16 20 21 22 23 25 27],100,71,0.017119,1000,100,0.003,0.001,1,10,10,random,4,random
9,idID,True,0.16484534673634774,0.002160851154116329,10,"[0.01003907 0.01465856 0.01391298 0.24084658 0.25076372 0.1316301
 0.05456598 0.01271321 0.01394637 0.25692342]",[ 8 11 13 16 20 21 22 23 25 27],100,53,0.016071,1000,100,0.003,0.001,1,10,10,random,4,random
10,idID,True,0.1648380053178324,0.002160717411616742,10,"[0.01003951 0.01461523 0.01391359 0.24085717 0.25077475 0.13163589
 0.05456838 0.01271377 0.01394698 0.25693472]",[ 8 11 13 16 20 21 22 23 25 27],100,69,0.01697,1000,100,0.003,0.001,1,10,10,random,4,random
11,iDR,True,0.16481773404422198,0.0021603121436754953,10,"[0.01004707 0.01462623 0.01392406 0.24103851 0.25021067 0.131735
 0.05460946 0.01272334 0.01395748 0.25712817]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.018721,1000,100,0.003,0.001,1,10,10,random,4,random
12,iDR,True,0.16472971490300864,0.0021604491036850224,10,"[0.01003933 0.01461496 0.01391333 0.24085272 0.25001781 0.13163346
 0.05456737 0.01271353 0.01394672 0.25770077]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.018745,1000,100,0.003,0.001,1,10,10,random,4,random
13,iDR,True,0.16470404638402375,0.0021605602919504076,10,"[0.0100433  0.01462073 0.01391883 0.24094787 0.25011658 0.13129041
 0.05458893 0.01271855 0.01395223 0.25780257]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.01881,1000,100,0.003,0.001,1,10,10,random,4,random
14,idID,True,0.1646957929156641,0.002160496133055643,10,"[0.01004368 0.01462129 0.01391936 0.24095707 0.25012612 0.13129541
 0.05459101 0.01268088 0.01395276 0.25781241]",[ 8 11 13 16 20 21 22 23 25 27],100,65,0.016768,1000,100,0.003,0.001,1,10,10,random,4,random
15,iDR,True,0.16469275943467376,0.0021591392031934556,10,"[0.01003642 0.01461073 0.01390931 0.24150536 0.24994544 0.13120057
 0.05455158 0.01267172 0.01394269 0.25762618]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.018783,1000,100,0.003,0.001,1,10,10,random,4,random
16,TID,True,0.16469161293987783,0.002158933466554604,10,"[0.01000631 0.01461073 0.01390931 0.24153547 0.24994544 0.13120057
 0.05455158 0.01267172 0.01394269 0.25762618]",[ 8 11 13 16 20 21 22 23 25 27],100,26,0.013946,1000,100,0.003,0.001,1,10,10,random,4,random
17,iDR,True,0.16468543160524596,0.0021588715786971116,10,"[0.01000673 0.01461134 0.01386816 0.24154555 0.24995587 0.13120605
 0.05455385 0.01267225 0.01394327 0.25763693]",[ 8 11 13 16 20 21 22 23 25 27],100,86,0.017962,1000,100,0.003,0.001,1,10,10,random,4,random
18,iDR,True,0.16467811351369047,0.002158738180299109,10,"[0.01000717 0.01456814 0.01386876 0.24155614 0.24996683 0.1312118
 0.05455625 0.01267281 0.01394388 0.25764822]",[ 8 11 13 16 20 21 22 23 25 27],100,74,0.017216,1000,100,0.003,0.001,1,10,10,random,4,random
19,iDR,True,0.164671948422566,0.0021586764647075216,10,"[0.01000759 0.01456875 0.01382773 0.24156619 0.24997723 0.13121726
 0.05455852 0.01267333 0.01394446 0.25765894]",[ 8 11 13 16 20 21 22 23 25 27],100,85,0.017911,1000,100,0.003,0.001,1,10,10,random,4,random
20,idID,True,0.16466580023752064,0.0021586149291498574,10,"[0.010008   0.01456935 0.01378682 0.24157621 0.2499876  0.1312227
 0.05456078 0.01267386 0.01394504 0.25766963]",[ 8 11 13 16 20 21 22 23 25 27],100,59,0.016487,1000,100,0.003,0.001,1,10,10,random,4,random
21,iDR,True,0.16466260789374,0.002157255877536053,10,"[0.01000075 0.0145588  0.01377684 0.24212546 0.24980656 0.13112767
 0.05452127 0.01266468 0.01393494 0.25748303]",[ 8 11 13 16 20 21 22 23 25 27],100,96,0.018593,1000,100,0.003,0.001,1,10,10,random,4,random
22,idID,True,0.16465648148763132,0.0021571945097656952,10,"[0.01000117 0.01455941 0.01373607 0.24213547 0.24981689 0.13113309
 0.05452352 0.0126652  0.01393551 0.25749367]",[ 8 11 13 16 20 21 22 23 25 27],100,66,0.016721,1000,100,0.003,0.001,1,10,10,random,4,random
23,idID,True,0.1646482599938548,0.002157130492113542,10,"[0.01000155 0.01455996 0.0137366  0.24214467 0.24982638 0.13113807
 0.05452559 0.01262769 0.01393604 0.25750345]",[ 8 11 13 16 20 21 22 23 25 27],100,60,0.016438,1000,100,0.003,0.001,1,10,10,random,4,random
24,iDR,True,0.16462255239977333,0.0021572399556690023,10,"[0.01000548 0.01456569 0.013742   0.24223997 0.2499247  0.13079612
 0.05454705 0.01263266 0.01394153 0.2576048 ]",[ 8 11 13 16 20 21 22 23 25 27],100,74,0.017258,1000,100,0.003,0.001,1,10,10,random,4,random
25,iDR,True,0.16461525301454255,0.0021571069027707325,10,"[0.01000592 0.01452263 0.0137426  0.24225056 0.24993562 0.13080183
 0.05454944 0.01263321 0.01394214 0.25761605]",[ 8 11 13 16 20 21 22 23 25 27],100,76,0.017376,1000,100,0.003,0.001,1,10,10,random,4,random
26,iDR,True,0.16460914055577275,0.0021570456813572287,10,"[0.01000633 0.01452323 0.01370194 0.24226054 0.24994593 0.13080723
 0.05455168 0.01263373 0.01394271 0.25762668]",[ 8 11 13 16 20 21 22 23 25 27],100,80,0.017637,1000,100,0.003,0.001,1,10,10,random,4,random
27,iDR,True,0.16460531655585556,0.00215715593380218,10,"[0.01000591 0.01452262 0.01370137 0.24225041 0.24993547 0.13080175
 0.0545494  0.0126332  0.01398396 0.2576159 ]",[ 8 11 13 16 20 21 22 23 25 27],100,88,0.018095,1000,100,0.003,0.001,1,10,10,random,4,random
28,iDR,True,0.1645846665419514,0.0021567493507838294,10,"[0.01001342 0.01453352 0.01371165 0.24243219 0.24937265 0.1308999
 0.05459033 0.01264268 0.01399445 0.25780921]",[ 8 11 13 16 20 21 22 23 25 27],100,83,0.017771,1000,100,0.003,0.001,1,10,10,random,4,random
29,TID,True,0.16457859192911642,0.002156640218618015,10,"[0.01001342 0.01448991 0.01371165 0.24243219 0.24941625 0.1308999
 0.05459033 0.01264268 0.01399445 0.25780921]",[ 8 11 13 16 20 21 22 23 25 27],100,23,0.01394,1000,100,0.003,0.001,1,10,10,random,4,random
30,TID,True,0.16457363256491223,0.0021566014283653174,10,"[0.01001342 0.01448991 0.01367051 0.24243219 0.24945738 0.1308999
 0.05459033 0.01264268 0.01399445 0.25780921]",[ 8 11 13 16 20 21 22 23 25 27],100,40,0.015026,1000,100,0.003,0.001,1,10,10,random,4,random
31,idID,True,0.16456755220987734,0.0021565405073843595,10,"[0.01001383 0.01449051 0.01363006 0.24244213 0.24946761 0.13090527
 0.05459257 0.0126432  0.01399502 0.25781978]",[ 8 11 13 16 20 21 22 23 25 27],100,66,0.016838,1000,100,0.003,0.001,1,10,10,random,4,random
32,TID,True,0.16452267010059843,0.00215616087062822,10,"[0.01001383 0.01449051 0.01363006 0.24244213 0.24946761 0.13090527
 0.0544288  0.0126432  0.01399502 0.25798356]",[ 8 11 13 16 20 21 22 23 25 27],100,26,0.01385,1000,100,0.003,0.001,1,10,10,random,4,random
33,TID,True,0.16448156605484623,0.0021561832408632867,10,"[0.01001383 0.01449051 0.01363006 0.24244213 0.24946761 0.13090527
 0.05426551 0.0126432  0.01415831 0.25798356]",[ 8 11 13 16 20 21 22 23 25 27],100,29,0.014134,1000,100,0.003,0.001,1,10,10,random,4,random
34,TID,True,0.1644757782134327,0.002156266401894185,10,"[0.01005731 0.01444704 0.01363006 0.24244213 0.24946761 0.13090527
 0.05426551 0.0126432  0.01415831 0.25798356]",[ 8 11 13 16 20 21 22 23 25 27],100,39,0.014719,1000,100,0.003,0.001,1,10,10,random,4,random
35,iDR,True,0.16447246192136372,0.0021549041892448655,10,"[0.01005    0.01443654 0.01362015 0.24299272 0.2492863  0.13081013
 0.05422607 0.01263401 0.01414802 0.25779606]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.01873,1000,100,0.003,0.001,1,10,10,random,4,random
36,iDR,True,0.16446858826095073,0.002155016155978095,10,"[0.01004957 0.01443592 0.01361958 0.24298241 0.24927572 0.13080458
 0.05422377 0.01263348 0.01418986 0.25778512]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.018746,1000,100,0.003,0.001,1,10,10,random,4,random
37,iDR,True,0.16438078925867994,0.0021551575581581824,10,"[0.0100418  0.01442477 0.01360905 0.24279464 0.24908309 0.1307035
 0.05418187 0.01262371 0.0141789  0.25835867]",[ 8 11 13 16 20 21 22 23 25 27],100,100,0.01876,1000,100,0.003,0.001,1,10,10,random,4,random
38,idID,True,0.16437473471537384,0.0021550968521328187,10,"[0.01004221 0.01442536 0.01356878 0.24280456 0.24909326 0.13070883
 0.05418408 0.01262423 0.01417947 0.25836922]",[ 8 11 13 16 20 21 22 23 25 27],100,72,0.017161,1000,100,0.003,0.001,1,10,10,random,4,random
39,idID,True,0.16434862611699178,0.0021546902586448377,10,"[0.01004385 0.0144277  0.01357098 0.24284403 0.24913376 0.13073009
 0.05403031 0.01262628 0.01418178 0.25841122]",[ 8 11 13 16 20 21 22 23 25 27],100,62,0.016623,1000,100,0.003,0.001,1,10,10,random,4,random
40,TID,True,0.16434660762235911,0.0021545258984456937,10,"[0.01004385 0.0144277  0.01373308 0.24284403 0.24913376 0.13073009
 0.05386822 0.01262628 0.01418178 0.25841122]",[ 8 11 13 16 20 21 22 23 25 27],100,31,0.014249,1000,100,0.003,0.001,1,10,10,random,4,random
41,idID,True,0.1512356124691128,0.0027777061863149457,10,"[0.01309231 0.01880674 0.01303516 0.01790128 0.32474982 0.17040874
 0.07021808 0.01645856 0.01848617 0.33684314]",[ 8 11 12 13 20 21 22 23 25 27],100,73,0.017245,1000,100,0.003,0.001,1,10,10,random,4,random
42,idID,True,0.14967055095602683,0.0027473069642439804,10,"[0.01007964 0.01319658 0.01895652 0.01313897 0.32733619 0.17176592
 0.07077731 0.01658964 0.0186334  0.33952582]",[ 0  8 11 12 20 21 22 23 25 27],100,72,0.017165,1000,100,0.003,0.001,1,10,10,random,4,random
43,iDR,True,0.1496651013562516,0.002747350458417467,10,"[0.01004971 0.01319698 0.01895709 0.01313937 0.32734609 0.17177111
 0.07077945 0.01659014 0.01863397 0.33953609]",[ 0  8 11 12 20 21 22 23 25 27],100,100,0.018773,1000,100,0.003,0.001,1,10,10,random,4,random
44,TID,True,0.1496623661150467,0.002747247577142466,10,"[0.01004971 0.01319698 0.01895709 0.01309995 0.32734609 0.17181053
 0.07077945 0.01659014 0.01863397 0.33953609]",[ 0  8 11 12 20 21 22 23 25 27],100,33,0.014432,1000,100,0.003,0.001,1,10,10,random,4,random
45,idID,True,0.14965087479643074,0.0027471079642798334,10,"[0.01005028 0.01319773 0.0189013  0.0131007  0.32736471 0.1718203
 0.07078348 0.01659108 0.01863503 0.3395554 ]",[ 0  8 11 12 20 21 22 23 25 27],100,59,0.016458,1000,100,0.003,0.001,1,10,10,random,4,random
46,idID,True,0.14964830803537144,0.0027469350186263403,10,"[0.01005068 0.01315866 0.01890205 0.01310122 0.32737767 0.1718271
 0.07078628 0.01659174 0.01863576 0.33956885]",[ 0  8 11 12 20 21 22 23 25 27],100,69,0.017083,1000,100,0.003,0.001,1,10,10,random,4,random
47,TID,True,0.14957689995974932,0.0027484371311537253,10,"[0.01005068 0.01315866 0.01890205 0.01310122 0.32737767 0.17131162
 0.07078628 0.01659174 0.01915124 0.33956885]",[ 0  8 11 12 20 21 22 23 25 27],100,27,0.014118,1000,100,0.003,0.001,1,10,10,random,4,random
48,iDR,True,0.14957315604924373,0.002748554592177294,10,"[0.0100501  0.0131579  0.01890096 0.01310046 0.32735886 0.17130178
 0.07078221 0.01659079 0.0192076  0.33954934]",[ 0  8 11 12 20 21 22 23 25 27],100,100,0.018816,1000,100,0.003,0.001,1,10,10,random,4,random
49,TID,True,0.14956967675735064,0.0027487296448044053,10,"[0.01001995 0.01318805 0.01890096 0.01310046 0.32735886 0.17130178
 0.07078221 0.01659079 0.0192076  0.33954934]",[ 0  8 11 12 20 21 22 23 25 27],100,30,0.014261,1000,100,0.003,0.001,1,10,10,random,4,random
50,TID,True,0.14955007327820202,0.002755543531747686,10,"[0.01318805 0.01890096 0.01310046 0.32735886 0.17130178 0.07078221
 0.01659079 0.0192076  0.33954934 0.01      ]",[ 8 11 12 20 21 22 23 25 27 29],100,38,0.014695,1000,100,0.003,0.001,1,10,10,random,4,random
