iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.09140732973841527,0.007845729778,7,7,100,54,0.055954,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.663958, 0.136923, 0.060232, 0.023723, 0.037096, 0.011872, 0.066196]","[4, 5, 6, 10, 15, 21, 30]"
1,idID,True,0.06317705149695944,0.008791927088999998,7,7,100,58,0.06455,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.76048, 0.068988, 0.011454, 0.027172, 0.042489, 0.013598, 0.075819]","[4, 6, 8, 10, 15, 21, 30]"
2,idID,True,0.04557183398602084,0.009166789855000001,7,7,100,34,0.061162,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010627, 0.808151, 0.012172, 0.028875, 0.045152, 0.01445, 0.080572]","[0, 4, 8, 10, 15, 21, 30]"
3,idID,True,0.03246202739317865,0.009681668079999999,7,7,100,33,0.057447,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011434, 0.869515, 0.013096, 0.031068, 0.04858, 0.015547, 0.010759]","[0, 4, 8, 10, 15, 21, 27]"
4,idID,True,0.023557839170730833,0.010123569166000001,7,7,100,38,0.055726,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011893, 0.904408, 0.013622, 0.032315, 0.016171, 0.011191, 0.010401]","[0, 4, 8, 10, 21, 27, 28]"
5,idID,True,0.01984054154868134,0.010286887023,7,7,100,45,0.057517,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012164, 0.92505, 0.013933, 0.010228, 0.01654, 0.011446, 0.010638]","[0, 4, 8, 15, 21, 27, 28]"
6,idID,True,0.01732255292455474,0.010334956206999998,6,6,100,61,0.057869,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012295, 0.934997, 0.014083, 0.010338, 0.016718, 0.011569]","[0, 4, 8, 15, 21, 27]"
7,idID,True,0.014751496308926667,0.010441442184,5,5,100,45,0.057753,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012423, 0.944764, 0.01423, 0.016893, 0.01169]","[0, 4, 8, 21, 27]"
8,idID,True,0.012664320546319484,0.01040513645,5,5,100,31,0.056088,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012476, 0.948777, 0.010042, 0.016965, 0.01174]","[0, 4, 10, 21, 27]"
9,idID,True,0.009930120659476346,0.010494284718,5,5,100,43,0.057831,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012564, 0.955432, 0.010112, 0.01007, 0.011822]","[0, 4, 10, 25, 27]"
10,idID,True,0.008489430935006557,0.010523610911999999,5,5,100,51,0.055538,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.957888, 0.010138, 0.010026, 0.010096, 0.011852]","[4, 10, 21, 25, 27]"
11,TID,True,0.008075183181707088,0.010528572057999999,5,5,100,81,0.055535,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.957888, 0.010138, 0.010096, 0.011852, 0.01]","[4, 10, 25, 27, 30]"
12,TID,True,0.007887302440691003,0.010538678258399999,5,5,100,77,0.055621,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
13,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,92,0.054269,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
14,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,95,0.053959,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
15,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,89,0.05349,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
16,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,88,0.053105,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
17,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,88,0.055179,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
18,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,91,0.056964,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
19,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,90,0.057251,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
20,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,89,0.054565,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
21,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,87,0.057821,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
22,iDR,False,0.007887302440691003,0.010538678258399999,5,5,100,92,0.054122,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9590732, 0.010138, 0.010096, 0.0106668, 0.01]","[4, 10, 25, 27, 30]"
