iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.21085898557041388,0.21085898557041388,0.004338885366000001,[0.112221   0.110641   0.         0.         0.109091   0.         0.111324   0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11265508 0.110289   0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
1,0.21058521918910922,0.21058521918910922,0.004338885366000001,[0.112221   0.110641   0.         0.         0.109091   0.         0.11021076 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11376832 0.110289   0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
2,0.210314363549261,0.210314363549261,0.004338885366000001,[0.112221   0.110641   0.         0.         0.109091   0.         0.11021076 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11487121 0.10918611 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
3,0.2100424463689208,0.2100424463689208,0.004338885366000001,[0.112221   0.110641   0.         0.         0.109091   0.         0.10910865 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11597332 0.10918611 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
4,0.20977231592978102,0.20977231592978102,0.004338885366000001,[0.112221   0.110641   0.         0.         0.109091   0.         0.10801757 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.1170644  0.10918611 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
5,0.2095507851227183,0.2095507851227183,0.004338885366000001,[0.11109879 0.110641   0.         0.         0.109091   0.         0.10801757 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11818661 0.10918611 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
6,0.20928190964172716,0.20928190964172716,0.004338885366000001,[0.11109879 0.110641   0.         0.         0.109091   0.         0.10801757 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.11927848 0.10809425 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
7,0.20901360621019713,0.20901360621019713,0.004338885366000001,[0.11109879 0.110641   0.         0.         0.109091   0.         0.10693739 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.12035865 0.10809425 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
8,0.20874663423885426,0.20874663423885426,0.004338885366000001,[0.11109879 0.110641   0.         0.         0.109091   0.         0.10693739 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.11068992 0.         0.         0.12143959 0.10701331 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
9,0.2084814280788843,0.2084814280788843,0.004338885366000001,[0.11109879 0.110641   0.         0.         0.109091   0.         0.10693739 0.         0.11167    0.         0.         0.         0.         0.         0.         0.         0.         0.111418   0.         0.         0.         0.         0.10958302 0.         0.         0.12254649 0.10701331 0.         0.         0.         0.        ],[1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],9.0,1000,100,0.01,0.004,1,8,TID,,best,single_objective
