iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.22763360079689782,0.22763360079689782,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.13226301 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.123637   0.         0.         0.         0.11951799 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
1,0.2272848532875329,0.2272848532875329,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.13094038 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.123637   0.         0.         0.         0.12084062 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
2,0.2269382886892917,0.2269382886892917,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.12963098 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.123637   0.         0.         0.         0.12215002 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
3,0.22659391113388597,0.22659391113388597,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.12833467 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.123637   0.         0.         0.         0.12344633 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
4,0.22625363045626085,0.22625363045626085,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.12833467 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.1246827  0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
5,0.2259115264284328,0.2259115264284328,0.003037041172,[0.         0.122612   0.         0.124447   0.         0.         0.12705132 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.12596605 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
6,0.22565223132360257,0.22565223132360257,0.003037041172,[0.         0.12138588 0.         0.124447   0.         0.         0.12705132 0.         0.         0.         0.         0.         0.124478   0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.12719217 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
7,0.22540484132114735,0.22540484132114735,0.003037041172,[0.         0.12138588 0.         0.124447   0.         0.         0.12705132 0.         0.         0.         0.         0.         0.12323322 0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.12843695 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
8,0.22506468555737236,0.22506468555737236,0.003037041172,[0.         0.12138588 0.         0.124447   0.         0.         0.12578081 0.         0.         0.         0.         0.         0.12323322 0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.12970746 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
9,0.22473537580880937,0.22473537580880937,0.003037041172,[0.         0.12138588 0.         0.12320253 0.         0.         0.12578081 0.         0.         0.         0.         0.         0.12323322 0.         0.         0.         0.         0.123653   0.         0.         0.         0.         0.         0.12240063 0.         0.         0.         0.13095193 0.         0.129393   0.        ],[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],8.0,1000,100,0.01,0.002,1,7,TID,,first,single_objective
