iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.21176430658221898,0.21176430658221898,0.003467980342,[0.         0.         0.167631   0.         0.         0.         0.         0.215212   0.         0.         0.         0.         0.         0.         0.147535   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.32092533 0.14869667 0.         0.         0.         0.         0.        ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
1,0.16687540763961428,0.16687540763961428,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
2,0.16687540763961428,0.16687540763961428,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
3,0.16687540763961428,0.17021291579240658,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
4,0.16687540763961428,0.17355042394519885,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
5,0.16687540763961428,0.17688793209799114,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
6,0.16687540763961428,0.18022544025078344,0.003467980342,[0.       0.       0.145274 0.       0.       0.       0.       0.158124 0.       0.       0.       0.       0.       0.       0.139846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.186676 0.37008  0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
7,0.15787125759783752,0.17455879836179894,0.003467980342,[0.       0.       0.144565 0.       0.       0.       0.       0.148507 0.       0.       0.       0.       0.       0.       0.1429   0.       0.       0.       0.       0.       0.       0.       0.       0.       0.157265 0.406764 0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
8,0.15787125759783752,0.15787125759783752,0.003467980342,[0.       0.       0.144565 0.       0.       0.       0.       0.148507 0.       0.       0.       0.       0.       0.       0.1429   0.       0.       0.       0.       0.       0.       0.       0.       0.       0.157265 0.406764 0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
9,0.15595706767679451,0.15911449282875126,0.003467980342,[0.       0.       0.145368 0.       0.       0.       0.       0.146605 0.       0.       0.       0.       0.       0.       0.144846 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.149354 0.413827 0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],5.0,1000,100,0.01,0.003,1,4,random,,best,single_objective
