iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.1247799632390696,0.1247799632390696,0.0028521716129999994,[0.       0.021873 0.       0.       0.011121 0.028217 0.       0.       0.       0.       0.029506 0.       0.065729 0.099181 0.050629 0.       0.       0.       0.033531 0.       0.       0.036963 0.       0.09176  0.05199  0.08493  0.       0.094775 0.031236 0.       0.051306],[0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
1,0.11555730832135018,0.11555730832135018,0.0027012700839999996,[0.       0.021873 0.       0.       0.       0.011121 0.       0.       0.       0.       0.029506 0.       0.065729 0.099181 0.050629 0.       0.       0.       0.033531 0.       0.       0.036963 0.       0.09176  0.05199  0.08493  0.       0.094775 0.031236 0.       0.051306],[0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
2,0.11332015825368774,0.11332015825368774,0.0027063598890999995,[0.        0.021873  0.        0.        0.        0.011121  0.        0.        0.        0.        0.029506  0.        0.065729  0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.05199   0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
3,0.102635932428595,0.102635932428595,0.0026483182450999995,[0.        0.021873  0.        0.        0.        0.        0.        0.        0.        0.        0.011121  0.        0.065729  0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.05199   0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
4,0.09503978249594192,0.09503978249594192,0.0025801308880999997,[0.        0.011121  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.065729  0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.05199   0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
5,0.07727381689527141,0.07727381689527141,0.0024237408610999996,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.065729  0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.011121  0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
6,0.07658715342177651,0.07658715342177651,0.0024069153710999996,[0.01      0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.065729  0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.        0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
7,0.058985990933375934,0.058985990933375934,0.0021436578900999996,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.0258741 0.        0.09176   0.        0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
8,0.05203864767292543,0.05203864767292543,0.0020689404561999997,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.099181  0.050629  0.        0.        0.        0.033531  0.        0.        0.01      0.        0.09176   0.        0.08493   0.        0.1058639 0.031236  0.        0.051306 ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
9,0.05109103963020839,0.05109103963020839,0.0020392051654,[0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.099181  0.050629  0.        0.        0.        0.0234717 0.        0.        0.01      0.        0.09176   0.        0.08493   0.        0.1159232 0.031236  0.        0.051306 ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,17,random,20,best
