iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.12255998406520041,0.12255998406520041,0.00870333167,[0.       0.       0.072183 0.       0.66796  0.       0.       0.       0.       0.       0.       0.103859 0.       0.       0.       0.       0.       0.       0.100181 0.055817 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
1,0.09688348934063075,0.09688348934063075,0.009242172938999997,[0.       0.       0.05419  0.       0.750728 0.       0.       0.       0.       0.       0.       0.07797  0.       0.       0.       0.       0.       0.       0.075209 0.041903 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
2,0.07989616469359682,0.07989616469359682,0.009565976443000002,[0.       0.       0.043377 0.       0.800466 0.       0.       0.       0.       0.       0.       0.062412 0.       0.       0.       0.       0.       0.       0.060202 0.033542 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
3,0.06791072169920467,0.06791072169920467,0.009782072759000001,[0.       0.       0.036162 0.       0.833658 0.       0.       0.       0.       0.       0.       0.05203  0.       0.       0.       0.       0.       0.       0.050188 0.027963 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
4,0.05902489502595353,0.05902489502595353,0.009936515014999998,[0.       0.       0.031005 0.       0.857381 0.       0.       0.       0.       0.       0.       0.04461  0.       0.       0.       0.       0.       0.       0.04303  0.023975 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
5,0.052182269312102,0.052182269312102,0.010052399987,[0.       0.       0.027135 0.       0.875182 0.       0.       0.       0.       0.       0.       0.039042 0.       0.       0.       0.       0.       0.       0.037659 0.020982 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
6,0.04675514000357794,0.04675514000357794,0.010142578326999998,[0.       0.       0.024124 0.       0.889033 0.       0.       0.       0.       0.       0.       0.03471  0.       0.       0.       0.       0.       0.       0.03348  0.018654 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
7,0.04636842576244189,0.04636842576244189,0.010148935795,[0.       0.       0.023911 0.       0.89001  0.       0.       0.       0.       0.       0.       0.034404 0.       0.       0.       0.       0.       0.       0.033185 0.01849  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
8,0.04202930494933418,0.04202930494933418,0.010219895004999998,[0.       0.       0.021542 0.       0.900909 0.       0.       0.       0.       0.       0.       0.030995 0.       0.       0.       0.       0.       0.       0.029897 0.016658 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
9,0.038430752214324446,0.038430752214324446,0.010278051476,[0.       0.       0.0196   0.       0.909842 0.       0.       0.       0.       0.       0.       0.028201 0.       0.       0.       0.       0.       0.       0.027202 0.015156 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
10,0.0353981624888294,0.0353981624888294,0.010326581407,[0.       0.       0.017979 0.       0.917297 0.       0.       0.       0.       0.       0.       0.025869 0.       0.       0.       0.       0.       0.       0.024952 0.013903 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
11,0.03280834985561851,0.03280834985561851,0.010367705783,[0.       0.       0.016606 0.       0.923614 0.       0.       0.       0.       0.       0.       0.023893 0.       0.       0.       0.       0.       0.       0.023046 0.012841 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
12,0.030571268937066062,0.030571268937066062,0.010403001269,[0.       0.       0.015428 0.       0.929035 0.       0.       0.       0.       0.       0.       0.022197 0.       0.       0.       0.       0.       0.       0.021411 0.01193  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],5.0,500,100,0.01,0.0005,1,5,best,55,first
