iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.21822325689850347,0.0038013064283,8,8,100,65,0.163293,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.25686990000000004, 0.057888, 0.12381400000000001, 0.122218, 0.101988, 0.043701, 0.264981, 0.028541100000000003]","[3, 6, 8, 11, 14, 15, 21, 27]"
1,idID,True,0.20960766797619332,0.0038867696269999997,8,8,100,73,0.143663,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.269789, 0.010503, 0.130041, 0.128365, 0.107118, 0.045899, 0.278308, 0.029977]","[3, 7, 8, 11, 14, 15, 21, 27]"
2,idID,True,0.1983502185854193,0.004676824618,8,8,100,74,0.138324,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.368719, 0.014354, 0.177726, 0.175436, 0.146398, 0.06273, 0.040969, 0.013667]","[3, 7, 8, 11, 14, 15, 27, 28]"
3,idID,True,0.17336796009880176,0.004739036437,8,8,100,65,0.151938,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.022383, 0.277143, 0.273572, 0.22829, 0.09782, 0.015594, 0.063886, 0.021312]","[7, 8, 11, 14, 15, 20, 27, 28]"
4,idID,True,0.16997093989919324,0.004706448464,8,8,100,45,0.143611,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.280618, 0.277002, 0.231152, 0.099046, 0.01579, 0.064687, 0.021579, 0.010125]","[8, 11, 14, 15, 20, 27, 28, 29]"
5,idID,True,0.15087561412313205,0.00451656916,8,8,100,57,0.160886,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.013643, 0.382836, 0.315352, 0.135125, 0.021542, 0.08825, 0.029439, 0.013813]","[3, 8, 14, 15, 20, 27, 28, 29]"
6,idID,True,0.14781532900767472,0.004555897728999999,8,8,100,50,0.167249,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.013802, 0.387306, 0.010117, 0.319034, 0.136703, 0.08928, 0.029783, 0.013974]","[3, 8, 12, 14, 15, 27, 28, 29]"
7,idID,True,0.1066022664441686,0.004769188189,8,8,100,59,0.165016,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.019975, 0.560529, 0.014642, 0.197844, 0.014473, 0.129211, 0.043103, 0.020224]","[3, 8, 12, 15, 16, 27, 28, 29]"
8,idID,True,0.08259293159948242,0.00548536649,8,8,100,55,0.165054,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.013877, 0.694699, 0.010172, 0.137442, 0.010054, 0.089763, 0.029944, 0.01405]","[3, 8, 12, 15, 16, 27, 28, 29]"
9,idID,True,0.0821065006287855,0.005493582774,8,8,100,57,0.154416,100,100,0.1,0.003,1,2,15,best,11,random,bench_local,"[0.013879, 0.694818, 0.137466, 0.010056, 0.010002, 0.089778, 0.029949, 0.014052]","[3, 8, 15, 16, 18, 27, 28, 29]"
