iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.12127775466066024,0.0032446293430000005,8,8,100,73,0.138555,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.08139, 0.027694, 0.091266, 0.097047, 0.106938, 0.034212, 0.056932, 0.504522]","[2, 13, 14, 15, 16, 20, 21, 25]"
1,idID,True,0.08433521272460558,0.0037576267340000006,8,8,100,54,0.134253,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.054424, 0.018518, 0.061028, 0.064894, 0.071508, 0.022877, 0.038069, 0.668682]","[2, 13, 14, 15, 16, 20, 21, 25]"
2,idID,True,0.06456933024041957,0.004015294544,8,8,100,35,0.12456,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.04088, 0.01391, 0.04584, 0.048744, 0.053712, 0.017184, 0.028595, 0.751135]","[2, 13, 14, 15, 16, 20, 21, 25]"
3,idID,True,0.05229127080438965,0.004170269977,8,8,100,39,0.118027,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.032734, 0.011138, 0.036705, 0.039031, 0.043009, 0.01376, 0.022897, 0.800727]","[2, 13, 14, 15, 16, 20, 21, 25]"
4,idID,True,0.045694319451546644,0.0041593699889999995,8,8,100,33,0.125641,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.033632, 0.011444, 0.040102, 0.044189, 0.014138, 0.023525, 0.822696, 0.010274]","[2, 13, 15, 16, 20, 21, 25, 27]"
5,idID,True,0.03845701016551314,0.004320103400000001,8,8,100,50,0.114793,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.010242, 0.011721, 0.041073, 0.045259, 0.01448, 0.024094, 0.842609, 0.010523]","[4, 13, 15, 16, 20, 21, 25, 27]"
6,idID,True,0.03109130306846105,0.0045260926780000005,8,8,100,37,0.131931,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.01057, 0.010321, 0.012097, 0.04671, 0.014944, 0.024867, 0.86963, 0.01086]","[4, 8, 13, 16, 20, 21, 25, 27]"
7,idID,True,0.023556805428567328,0.004739868484,8,8,100,59,0.128932,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.010973, 0.010714, 0.012558, 0.010381, 0.015514, 0.025815, 0.902772, 0.011274]","[4, 8, 13, 18, 20, 21, 25, 27]"
8,idID,True,0.018393015256827166,0.004806977948,8,8,100,62,0.132413,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.011149, 0.010886, 0.01276, 0.010161, 0.010548, 0.015763, 0.917278, 0.011455]","[4, 8, 13, 14, 18, 20, 25, 27]"
9,idID,True,0.01603215992561285,0.004815668742000001,7,7,100,52,0.126475,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.011263, 0.010998, 0.012891, 0.010656, 0.015925, 0.926694, 0.011573]","[4, 8, 13, 18, 20, 25, 27]"
10,idID,True,0.013646812944803344,0.004810511762000001,6,6,100,65,0.130341,100,100,0.1,0.001,1,2,15,best,40,best,bench_local,"[0.011384, 0.011116, 0.01303, 0.016097, 0.936675, 0.011698]","[4, 8, 13, 20, 25, 27]"
