iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.15533128647667885,0.0040047984785,7,7,100,42,0.02567,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.131766, 0.012056, 0.015247, 0.3039525, 0.106144, 0.051983, 0.3788515]","[2, 4, 6, 11, 17, 23, 25]"
1,iDR,True,0.1512184155889599,0.0040335741650000005,7,7,100,61,0.028421,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.126956, 0.011616, 0.01469, 0.292858, 0.10227, 0.050086, 0.401525]","[2, 4, 6, 11, 17, 23, 25]"
2,idID,True,0.13082001271751814,0.004404846707000001,7,7,100,55,0.031052,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.013154, 0.016636, 0.331646, 0.011324, 0.115815, 0.05672, 0.454705]","[4, 6, 11, 12, 17, 23, 25]"
3,idID,True,0.08623105456129213,0.004035934976,7,7,100,63,0.030085,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019391, 0.024524, 0.016693, 0.170729, 0.083614, 0.670306, 0.014742]","[4, 6, 12, 17, 23, 25, 28]"
4,idID,True,0.054189131691007635,0.004776306109,7,7,100,61,0.030598,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.023105, 0.029221, 0.01989, 0.011915, 0.099627, 0.798677, 0.017565]","[4, 6, 12, 14, 23, 25, 28]"
5,TID,True,0.05367381443529908,0.0047769107650000005,7,7,100,32,0.026538,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.023105, 0.029221, 0.017901, 0.011915, 0.099627, 0.800666, 0.017565]","[4, 6, 12, 14, 23, 25, 28]"
6,TID,True,0.05313122386060729,0.004775112109,7,7,100,38,0.02777,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.023105, 0.029221, 0.017901, 0.011915, 0.099627, 0.8024225, 0.0158085]","[4, 6, 12, 14, 23, 25, 28]"
7,iDR,True,0.04942745601072958,0.004776442822999999,7,7,100,100,0.033115,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021389, 0.02705, 0.016571, 0.01103, 0.092227, 0.817099, 0.014634]","[4, 6, 12, 14, 23, 25, 28]"
8,iDR,True,0.045905403028830075,0.004777691622,7,7,100,96,0.030463,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019773, 0.025007, 0.015319, 0.010197, 0.08526, 0.830915, 0.013529]","[4, 6, 12, 14, 23, 25, 28]"
9,iDR,True,0.04420213563236571,0.004785736995,7,7,100,86,0.029685,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019943, 0.025222, 0.015451, 0.010285, 0.077394, 0.83806, 0.013645]","[4, 6, 12, 14, 23, 25, 28]"
10,TID,True,0.0432661004837126,0.0047912833128000015,7,7,100,42,0.025625,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019943, 0.0226998, 0.015451, 0.010285, 0.077394, 0.8405822000000001, 0.013645]","[4, 6, 12, 14, 23, 25, 28]"
11,iDR,True,0.041671405573066894,0.004798694191,7,7,100,85,0.03222,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020099, 0.022877, 0.015572, 0.010365, 0.070198, 0.847139, 0.013751]","[4, 6, 12, 14, 23, 25, 28]"
12,TID,True,0.040819930080149794,0.0048037248433,7,7,100,43,0.026774,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020099, 0.0205893, 0.015572, 0.010365, 0.070198, 0.8494267, 0.013751]","[4, 6, 12, 14, 23, 25, 28]"
13,iDR,True,0.03933255095806698,0.004810517882,7,7,100,84,0.032369,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020241, 0.020735, 0.015682, 0.010438, 0.063625, 0.855431, 0.013848]","[4, 6, 12, 14, 23, 25, 28]"
14,TID,True,0.03795764713798843,0.004792563402000001,7,7,100,47,0.032092,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020241, 0.020735, 0.015682, 0.063625, 0.855431, 0.01, 0.013848]","[4, 6, 12, 23, 25, 27, 28]"
15,TID,True,0.03712923956225071,0.0047829942020000005,7,7,100,34,0.02756,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020241, 0.020735, 0.015682, 0.0572625, 0.855431, 0.016362500000000002, 0.013848]","[4, 6, 12, 23, 25, 27, 28]"
16,TID,True,0.036360882388407505,0.004774381922000001,7,7,100,45,0.026366,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.020241, 0.020735, 0.015682, 0.05153625, 0.855431, 0.022088750000000004, 0.013848]","[4, 6, 12, 23, 25, 27, 28]"
17,idID,True,0.0258348173035091,0.004779831250000001,7,7,100,75,0.028403,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021128, 0.021643, 0.016369, 0.010438, 0.89291, 0.023057, 0.014455]","[4, 6, 12, 16, 25, 27, 28]"
18,idID,True,0.020743854246607532,0.004806646631,7,7,100,70,0.027596,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021377, 0.016562, 0.010561, 0.010118, 0.903429, 0.023329, 0.014625]","[4, 12, 16, 20, 25, 27, 28]"
19,iDR,True,0.020328938001319043,0.004805157804,7,7,100,78,0.031987,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021408, 0.016586, 0.010576, 0.010133, 0.904751, 0.023363, 0.013182]","[4, 12, 16, 20, 25, 27, 28]"
20,idID,True,0.01778727736156319,0.004826723494,6,6,100,62,0.030436,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021627, 0.016756, 0.010684, 0.914014, 0.023602, 0.013317]","[4, 12, 16, 25, 27, 28]"
21,iDR,True,0.01739213884521886,0.004827286816,6,6,100,83,0.030067,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021663, 0.015106, 0.010702, 0.915548, 0.023642, 0.013339]","[4, 12, 16, 25, 27, 28]"
22,idID,True,0.01501710832204645,0.004876449017,5,5,100,69,0.027686,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021897, 0.015269, 0.925452, 0.023898, 0.013483]","[4, 12, 25, 27, 28]"
23,TID,True,0.01487102044837895,0.0048861845314,5,5,100,24,0.026584,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.0234239, 0.0137421, 0.925452, 0.023898, 0.013483]","[4, 12, 25, 27, 28]"
24,iDR,True,0.014479435575133644,0.004884935962,5,5,100,91,0.039191,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.023456, 0.013761, 0.926702, 0.02393, 0.012151]","[4, 12, 25, 27, 28]"
25,idID,True,0.013139453259621122,0.004827466574000001,5,5,100,71,0.034393,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.023507, 0.013791, 0.010022, 0.9287, 0.023982]","[4, 12, 16, 25, 27]"
26,iDR,True,0.012789034687089994,0.004813225051,5,5,100,60,0.027599,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021206, 0.013823, 0.010046, 0.930886, 0.024038]","[4, 12, 16, 25, 27]"
27,TID,True,0.012192630770502713,0.004881542079,5,5,100,38,0.028231,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021206, 0.01, 0.013823, 0.930886, 0.024038]","[4, 8, 12, 25, 27]"
28,idID,True,0.010492336362169594,0.00485921125,4,4,100,63,0.038981,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021421, 0.013963, 0.940334, 0.024282]","[4, 12, 25, 27]"
29,iDR,True,0.010150061977848224,0.004859729156,4,4,100,92,0.035661,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.021451, 0.012584, 0.941649, 0.024316]","[4, 12, 25, 27]"
30,iDR,True,0.009819669923339294,0.004846813007,4,4,100,93,0.041318,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019347, 0.012611, 0.943673, 0.024368]","[4, 12, 25, 27]"
31,iDR,True,0.009508825796915345,0.004847266511,4,4,100,87,0.036472,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.019371, 0.011364, 0.944866, 0.024399]","[4, 12, 25, 27]"
32,iDR,True,0.009208074447659512,0.004835589422,4,4,100,88,0.03238,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.017468, 0.011386, 0.9467, 0.024446]","[4, 12, 25, 27]"
33,iDR,True,0.008913340042911404,0.0048417119110000005,4,4,100,83,0.03818,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.017511, 0.011414, 0.94902, 0.022055]","[4, 12, 25, 27]"
34,idID,True,0.008160139600234225,0.004837489231,4,4,100,73,0.031564,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.015993, 0.010425, 0.953439, 0.020143]","[4, 12, 25, 27]"
35,idID,True,0.005507836659301166,0.004841153274,3,3,100,64,0.031425,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.016161, 0.963483, 0.020355]","[4, 25, 27]"
36,TID,True,0.005239403362831751,0.0048313403148,3,3,100,33,0.024847,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.014544899999999998, 0.9650991, 0.020355]","[4, 25, 27]"
37,iDR,True,0.004980690390966686,0.004836437758,3,3,100,83,0.02702,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.014575, 0.967069, 0.018357]","[4, 25, 27]"
38,TID,True,0.004737399971107458,0.004840944401500001,3,3,100,41,0.027851,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.014575, 0.9689047, 0.0165213]","[4, 25, 27]"
39,idID,True,0.004327915297299142,0.004836712319,3,3,100,82,0.028888,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.013288, 0.971651, 0.015062]","[4, 25, 27]"
40,iDR,True,0.004110226765374814,0.00482868589,3,3,100,86,0.029919,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.011975, 0.972943, 0.015082]","[4, 25, 27]"
41,iDR,True,0.003913243386780939,0.004821441587,3,3,100,79,0.028493,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.01079, 0.974109, 0.0151]","[4, 25, 27]"
42,iDR,True,0.003716496441539991,0.004825199027,3,3,100,63,0.02817,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.010806, 0.975583, 0.013611]","[4, 25, 27]"
43,TID,True,0.003533640588583125,0.0048285405275,3,3,100,66,0.027277,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.010806, 0.9769441, 0.0122499]","[4, 25, 27]"
44,iDR,True,0.00337258801328018,0.004831589885,3,3,100,64,0.028178,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.010819, 0.978142, 0.011038]","[4, 25, 27]"
45,idID,True,0.001539739846892541,0.004765604655,2,2,100,71,0.028597,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.988841, 0.011159]","[25, 27]"
46,idID,True,0.0013888200969842759,0.00476831743,2,2,100,70,0.027233,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
47,idID,False,0.0013888200969842759,0.00476831743,2,2,100,38,0.023353,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
48,idID,False,0.0013888200969842759,0.00476831743,2,2,100,36,0.025968,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
49,idID,False,0.0013888200969842759,0.00476831743,2,2,100,41,0.02621,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
50,TID,False,0.0013888200969842759,0.00476831743,2,2,100,97,0.027762,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
51,idID,False,0.0013888200969842759,0.00476831743,2,2,100,39,0.028433,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
52,iDR,False,0.0013888200969842759,0.00476831743,2,2,100,51,0.024839,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
53,idID,False,0.0013888200969842759,0.00476831743,2,2,100,40,0.025946,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
54,TID,False,0.0013888200969842759,0.00476831743,2,2,100,99,0.028109,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
55,TID,False,0.0013888200969842759,0.00476831743,2,2,100,96,0.030717,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
56,iDR,False,0.0013888200969842759,0.00476831743,2,2,100,48,0.026535,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
57,TID,False,0.0013888200969842759,0.00476831743,2,2,100,100,0.029946,100,100,0.1,0.004,1,2,15,random,97,best,bench_local,"[0.989946, 0.010054]","[25, 27]"
