iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.08981214127620883,0.08981214127620883,0.008459147976,[0.       0.       0.014974 0.       0.676755 0.       0.026569 0.028072 0.032655 0.031716 0.       0.       0.020391 0.       0.024067 0.020396 0.016664 0.       0.       0.       0.01638  0.       0.       0.       0.023813 0.033175 0.       0.019596 0.       0.       0.014777],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1.],15.0,500,100,0.1,0.007,1,15,idID,52,random
1,0.08468813288079108,0.08468813288079108,0.008611641892999998,[0.       0.       0.014025 0.       0.697244 0.       0.024885 0.026293 0.030585 0.029706 0.       0.       0.019098 0.       0.022541 0.019103 0.015608 0.       0.       0.       0.015342 0.       0.       0.       0.022304 0.031072 0.       0.018354 0.       0.       0.01384 ],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1.],15.0,500,100,0.1,0.007,1,15,idID,52,random
2,0.08405063519756349,0.08405063519756349,0.008626653076999998,[0.       0.       0.01406  0.       0.698983 0.       0.022452 0.026359 0.030661 0.02978  0.       0.       0.019146 0.       0.022597 0.019151 0.015647 0.       0.       0.       0.01538  0.       0.       0.       0.02236  0.03115  0.       0.0184   0.       0.       0.013875],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1.],15.0,500,100,0.1,0.007,1,15,idID,52,random
3,0.06608655835954615,0.06608655835954615,0.009144539436,[0.       0.       0.010807 0.       0.768629 0.       0.017257 0.02026  0.023567 0.02289  0.       0.       0.014716 0.       0.017369 0.01472  0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.023943 0.       0.014143 0.       0.       0.010665],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1.],15.0,500,100,0.1,0.007,1,15,idID,52,random
4,0.060735252559327525,0.060735252559327525,0.009092608896,[0.       0.       0.010807 0.       0.768629 0.       0.017257 0.02026  0.023567 0.02289  0.       0.       0.014716 0.       0.010665 0.01472  0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.023943 0.       0.014143 0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],14.0,500,100,0.1,0.007,1,15,idID,52,random
5,0.0557270775181048,0.0557270775181048,0.009049803741,[0.       0.       0.010807 0.       0.768629 0.       0.017257 0.02026  0.023567 0.02289  0.       0.       0.014716 0.       0.       0.010665 0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.023943 0.       0.014143 0.       0.       0.      ],[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],13.0,500,100,0.1,0.007,1,15,idID,52,random
6,0.04942069781383917,0.04942069781383917,0.008970772883999998,[0.       0.       0.       0.       0.768629 0.       0.017257 0.02026  0.023567 0.02289  0.       0.       0.014716 0.       0.       0.010665 0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.010807 0.       0.014143 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],12.0,500,100,0.1,0.007,1,15,idID,52,random
7,0.04579931660139047,0.04579931660139047,0.008961137554999998,[0.       0.       0.       0.       0.768629 0.       0.017257 0.02026  0.023567 0.02289  0.       0.       0.014716 0.       0.       0.       0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.010807 0.       0.010665 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],11.0,500,100,0.1,0.007,1,15,idID,52,random
8,0.04541988728075094,0.04541988728075094,0.008955845643,[0.       0.       0.       0.       0.768629 0.       0.017257 0.018234 0.023567 0.02289  0.       0.       0.014716 0.       0.       0.       0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.010807 0.       0.012691 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],11.0,500,100,0.1,0.007,1,15,idID,52,random
9,0.03959765143040888,0.03959765143040888,0.008865551254,[0.       0.       0.       0.       0.768629 0.       0.017257 0.018234 0.023567 0.010807 0.       0.       0.014716 0.       0.       0.       0.012027 0.       0.       0.       0.011822 0.       0.       0.       0.017187 0.       0.       0.012691 0.       0.       0.      ],[0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],10.0,500,100,0.1,0.007,1,15,idID,52,random
