iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.036158996206711834,0.0105402895956,5,5,100,88,0.055253,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.9598578, 0.01, 0.01, 0.010077, 0.0100152]","[4, 10, 21, 25, 27]"
1,idID,True,0.028575870593900602,0.010578067648,5,5,100,90,0.055275,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.010001, 0.010078, 0.010016, 0.010001]","[4, 21, 25, 27, 28]"
2,TID,True,0.021647169712202582,0.01055606024,5,5,100,87,0.054282,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.010001, 0.010078, 0.010001]","[4, 15, 21, 25, 28]"
3,TID,True,0.01664952048474553,0.010510576386,5,5,100,95,0.05458,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
4,iDR,False,0.01664952048474553,0.010510576386,5,5,100,92,0.053987,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
5,iDR,False,0.01664952048474553,0.010510576386,5,5,100,89,0.055177,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
6,iDR,False,0.01664952048474553,0.010510576386,5,5,100,88,0.055486,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
7,iDR,False,0.01664952048474553,0.010510576386,5,5,100,90,0.052909,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
8,iDR,False,0.01664952048474553,0.010510576386,5,5,100,89,0.051711,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
9,iDR,False,0.01664952048474553,0.010510576386,5,5,100,90,0.051838,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
10,iDR,False,0.01664952048474553,0.010510576386,5,5,100,89,0.054041,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
11,iDR,False,0.01664952048474553,0.010510576386,5,5,100,89,0.052832,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
12,iDR,False,0.01664952048474553,0.010510576386,5,5,100,91,0.053969,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
13,iDR,False,0.01664952048474553,0.010510576386,5,5,100,89,0.054797,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
14,iDR,False,0.01664952048474553,0.010510576386,5,5,100,87,0.053504,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.959906, 0.01, 0.01, 0.010001, 0.010001]","[4, 15, 16, 21, 28]"
