iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.1455216409507438,0.1455216409507438,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.281059 0.       0.       0.       0.       0.       0.718941 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
1,0.143751847629129,0.143751847629129,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.275517 0.       0.       0.       0.       0.       0.724483 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
2,0.143751847629129,0.143751847629129,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.275517 0.       0.       0.       0.       0.       0.724483 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
3,0.143751847629129,0.15093944001058543,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.275517 0.       0.       0.       0.       0.       0.724483 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
4,0.143751847629129,0.1581270323920419,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.275517 0.       0.       0.       0.       0.       0.724483 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
5,0.143751847629129,0.16531462477349834,0.00446195773,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.275517 0.       0.       0.       0.       0.       0.724483 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
6,0.14285554291527525,0.17160591244110104,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.27276183 0.         0.         0.         0.         0.         0.72723817 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
7,0.1419574310946875,0.1419574310946875,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.27003421 0.         0.         0.         0.         0.         0.72996579 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
8,0.1419574310946875,0.1419574310946875,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.27003421 0.         0.         0.         0.         0.         0.72996579 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
9,0.1419574310946875,0.14905530264942188,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.27003421 0.         0.         0.         0.         0.         0.72996579 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
10,0.1419574310946875,0.15615317420415625,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.27003421 0.         0.         0.         0.         0.         0.72996579 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
11,0.1410577445644952,0.16235135922869834,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.26733387 0.         0.         0.         0.         0.         0.73266613 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
12,0.1410577445644952,0.1410577445644952,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.26733387 0.         0.         0.         0.         0.         0.73266613 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
13,0.14015670913276781,0.14720959636099257,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.26466053 0.         0.         0.         0.         0.         0.73533947 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
14,0.13925454416928076,0.13925454416928076,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.26201393 0.         0.         0.         0.         0.         0.73798607 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
15,0.13925454416928076,0.13925454416928076,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.26201393 0.         0.         0.         0.         0.         0.73798607 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
16,0.13835146275308452,0.14531418996154855,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25939379 0.         0.         0.         0.         0.         0.74060621 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
17,0.13835146275308452,0.13835146275308452,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25939379 0.         0.         0.         0.         0.         0.74060621 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
18,0.13835146275308452,0.14526903589073875,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25939379 0.         0.         0.         0.         0.         0.74060621 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
19,0.13835146275308452,0.15218660902839298,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25939379 0.         0.         0.         0.         0.         0.74060621 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
20,0.13744767181694287,0.15820039122990553,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25679985 0.         0.         0.         0.         0.         0.74320015 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
21,0.136543372288704,0.136543372288704,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25423185 0.         0.         0.         0.         0.         0.74576815 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
22,0.1356387592296679,0.1356387592296679,0.00446195773,[0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.25168953 0.         0.         0.         0.         0.         0.74831047 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],2.0,1000,100,0.01,0.001,1,2,random,,random,single_objective
