iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.15468215678832695,0.003090163942,7,7,100,55,0.049787,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.166016, 0.073401, 0.01175, 0.011548, 0.0261, 0.088788, 0.622397]","[7, 11, 16, 18, 21, 26, 30]"
1,TID,True,0.15178001876846123,0.0031883624060000003,8,8,100,42,0.038552,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.0166016, 0.1494144, 0.073401, 0.01175, 0.011548, 0.0261, 0.088788, 0.622397]","[4, 7, 11, 16, 18, 21, 26, 30]"
2,TID,True,0.14899475569748982,0.0032767410236,8,8,100,43,0.042694,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.03154304, 0.13447296, 0.073401, 0.01175, 0.011548, 0.0261, 0.088788, 0.622397]","[4, 7, 11, 16, 18, 21, 26, 30]"
3,idID,True,0.11684960905083658,0.00303358684,8,8,100,61,0.044324,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036027, 0.083836, 0.011422, 0.01342, 0.01319, 0.029811, 0.101411, 0.710883]","[4, 11, 12, 16, 18, 21, 26, 30]"
4,TID,True,0.113926735439555,0.0030099283208,8,8,100,42,0.046336,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036027, 0.07545239999999999, 0.011422, 0.01342, 0.01319, 0.029811, 0.101411, 0.7192666000000001]","[4, 11, 12, 16, 18, 21, 26, 30]"
5,iDR,True,0.11109597985488814,0.003007094079,8,8,100,83,0.050066,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036396, 0.076225, 0.011539, 0.013557, 0.013325, 0.030116, 0.092205, 0.726635]","[4, 11, 12, 16, 18, 21, 26, 30]"
6,TID,True,0.11033896330343447,0.0030256088430000005,8,8,100,28,0.039865,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036396, 0.076225, 0.011539, 0.013557, 0.0225455, 0.030116, 0.08298449999999999, 0.726635]","[4, 11, 12, 16, 18, 21, 26, 30]"
7,iDR,True,0.10788821583796918,0.003023440309,8,8,100,87,0.043002,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036701, 0.076863, 0.011636, 0.01367, 0.022734, 0.030368, 0.075311, 0.732717]","[4, 11, 12, 16, 18, 21, 26, 30]"
8,TID,True,0.10493832859436229,0.0030166171324,8,8,100,34,0.038273,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036701, 0.076863, 0.011636, 0.01367, 0.022734, 0.030368, 0.0677799, 0.7402481]","[4, 11, 12, 16, 18, 21, 26, 30]"
9,iDR,True,0.10281106535279376,0.003014773131,8,8,100,80,0.049124,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.036951, 0.077388, 0.011715, 0.013763, 0.022889, 0.030575, 0.061418, 0.7453]","[4, 11, 12, 16, 18, 21, 26, 30]"
10,idID,True,0.09331662054059406,0.003092091354,8,8,100,43,0.037262,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.037727, 0.01021, 0.079014, 0.011961, 0.014052, 0.02337, 0.062708, 0.760957]","[4, 8, 11, 12, 16, 18, 26, 30]"
11,iDR,True,0.0909481666296013,0.0030752889810000002,8,8,100,85,0.042134,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.038028, 0.010291, 0.071679, 0.012056, 0.014164, 0.023556, 0.063207, 0.767018]","[4, 8, 11, 12, 16, 18, 26, 30]"
12,TID,True,0.08968807338519877,0.0030499985159999996,8,8,100,42,0.037886,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.038028, 0.071679, 0.012056, 0.014164, 0.023556, 0.01, 0.063207, 0.767018]","[4, 11, 12, 16, 18, 25, 26, 30]"
13,idID,True,0.06847105900944031,0.0030470774780000003,8,8,100,49,0.046196,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.010565, 0.040177, 0.075731, 0.012737, 0.014965, 0.024887, 0.010565, 0.810372]","[1, 4, 11, 12, 16, 18, 25, 30]"
14,iDR,True,0.06587207611453379,0.003030643638,8,8,100,82,0.039181,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.010646, 0.040484, 0.068678, 0.012834, 0.015079, 0.025077, 0.010646, 0.816557]","[1, 4, 11, 12, 16, 18, 25, 30]"
15,iDR,True,0.06345748633724221,0.003015630929,8,8,100,75,0.048756,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.01072, 0.040764, 0.062238, 0.012923, 0.015183, 0.02525, 0.01072, 0.822203]","[1, 4, 11, 12, 16, 18, 25, 30]"
16,TID,True,0.062112064232514495,0.0030130853948,8,8,100,33,0.038031,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.01072, 0.040764, 0.0560142, 0.012923, 0.015183, 0.02525, 0.016943800000000002, 0.822203]","[1, 4, 11, 12, 16, 18, 25, 30]"
17,idID,True,0.05849195398529474,0.003000473902,7,7,100,39,0.047371,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041206, 0.056621, 0.013063, 0.015348, 0.025524, 0.017127, 0.831112]","[4, 11, 12, 16, 18, 25, 30]"
18,iDR,True,0.05814587198639955,0.003004644147,7,7,100,52,0.049534,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041269, 0.056708, 0.013083, 0.013834, 0.025563, 0.017153, 0.832389]","[4, 11, 12, 16, 18, 25, 30]"
19,TID,True,0.0576448956676108,0.0030018849423,7,7,100,16,0.042306,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041269, 0.056708, 0.011774699999999999, 0.013834, 0.025563, 0.017153, 0.8336973000000001]","[4, 11, 12, 16, 18, 25, 30]"
20,idID,True,0.057253342512090966,0.003000137921,7,7,100,25,0.039446,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041318, 0.056775, 0.01061, 0.01385, 0.025593, 0.017173, 0.834681]","[4, 11, 12, 16, 18, 25, 30]"
21,iDR,True,0.05693735153116925,0.0030039061049999998,7,7,100,54,0.052647,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041375, 0.056854, 0.010625, 0.012482, 0.025628, 0.017197, 0.835839]","[4, 11, 12, 16, 18, 25, 30]"
22,idID,True,0.055254701090038896,0.003031289237,7,7,100,40,0.040438,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041478, 0.056995, 0.010651, 0.025692, 0.01724, 0.010025, 0.837919]","[4, 11, 12, 18, 25, 27, 30]"
23,TID,True,0.05478021282471686,0.003031813591,7,7,100,48,0.047576,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041478, 0.051295499999999994, 0.010651, 0.0313915, 0.01724, 0.010025, 0.837919]","[4, 11, 12, 18, 25, 27, 30]"
24,idID,True,0.051096521011416936,0.003016132719,6,6,100,48,0.03952,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.041925, 0.051848, 0.031729, 0.017426, 0.010133, 0.84694]","[4, 11, 18, 25, 27, 30]"
25,idID,True,0.049100449738120944,0.0030047295320000003,6,6,100,33,0.042252,100,100,0.1,0.003,1,2,15,random,60,best,bench_local,"[0.042143, 0.046906, 0.031894, 0.017517, 0.010186, 0.851353]","[4, 11, 18, 25, 27, 30]"
