iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.2185292448470823,0.2185292448470823,0.003993683417,[0.036151 0.       0.03631  0.       0.       0.018017 0.048371 0.012193 0.042906 0.       0.       0.       0.       0.       0.       0.       0.       0.061582 0.064515 0.034941 0.       0.       0.506305 0.047519 0.       0.       0.       0.0176   0.028347 0.045243 0.      ],[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
1,0.21236085361175952,0.21236085361175952,0.004025594987,[0.034409 0.       0.03456  0.       0.       0.017149 0.04604  0.011605 0.040838 0.       0.       0.       0.       0.       0.       0.       0.       0.058614 0.061406 0.033257 0.       0.       0.530096 0.045229 0.       0.       0.       0.016752 0.026981 0.043063 0.      ],[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
2,0.21071796730337428,0.21071796730337428,0.0040350884350000005,[0.034409 0.       0.03456  0.       0.       0.017149 0.041436 0.011605 0.040838 0.       0.       0.       0.       0.       0.       0.       0.       0.058614 0.061406 0.033257 0.       0.       0.5347   0.045229 0.       0.       0.       0.016752 0.026981 0.043063 0.      ],[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
3,0.20409049785059227,0.20409049785059227,0.004066604629,[0.032663 0.       0.032806 0.       0.       0.016279 0.039333 0.011016 0.038765 0.       0.       0.       0.       0.       0.       0.       0.       0.055639 0.058289 0.031569 0.       0.       0.558317 0.042933 0.       0.       0.       0.015902 0.025612 0.040877 0.      ],[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
4,0.1750629183017012,0.1750629183017012,0.003889450315,[0.032663 0.       0.032806 0.       0.       0.016279 0.039333 0.       0.038765 0.       0.       0.       0.       0.       0.       0.       0.       0.055639 0.058289 0.031569 0.       0.       0.558317 0.011016 0.       0.       0.       0.015902 0.025612 0.040877 0.      ],[1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
5,0.1743086964183077,0.1743086964183077,0.0039072327643,[0.032663  0.        0.032806  0.        0.        0.016279  0.0353997 0.        0.0426983 0.        0.        0.        0.        0.        0.        0.        0.        0.055639  0.058289  0.031569  0.        0.        0.558317  0.011016  0.        0.        0.        0.015902  0.025612  0.040877  0.       ],[1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
6,0.15328727411237922,0.15328727411237922,0.0038325075622999997,[0.032663  0.        0.011016  0.        0.        0.016279  0.0353997 0.        0.0426983 0.        0.        0.        0.        0.        0.        0.        0.        0.055639  0.058289  0.031569  0.        0.        0.558317  0.        0.        0.        0.        0.015902  0.025612  0.040877  0.       ],[1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
7,0.15225371944921645,0.15225371944921645,0.0038433931074,[0.032663  0.        0.011016  0.        0.        0.016279  0.0353997 0.        0.0426983 0.        0.        0.        0.        0.        0.        0.        0.        0.055639  0.058289  0.031569  0.        0.        0.5624047 0.        0.        0.        0.        0.015902  0.025612  0.0367893 0.       ],[1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
8,0.1234317306519108,0.1234317306519108,0.0038095200994000002,[0.032663  0.        0.        0.        0.        0.016279  0.0353997 0.        0.0426983 0.        0.        0.        0.        0.        0.        0.        0.        0.011016  0.058289  0.031569  0.        0.        0.5624047 0.        0.        0.        0.        0.015902  0.025612  0.0367893 0.       ],[1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
9,0.10683907656028699,0.10683907656028699,0.0037768659044000005,[0.011016  0.        0.        0.        0.        0.016279  0.0353997 0.        0.0426983 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.058289  0.031569  0.        0.        0.5624047 0.        0.        0.        0.        0.015902  0.025612  0.0367893 0.       ],[1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.],500,100,0.1,0.0015,1,14,TID,6,first
