iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.1965949896224284,0.1965949896224284,0.003066837456000001,[0.       0.       0.025806 0.097969 0.040998 0.086973 0.       0.078268 0.       0.       0.10126  0.       0.038534 0.       0.065182 0.       0.       0.085751 0.       0.       0.011018 0.       0.013582 0.       0.116021 0.011057 0.       0.       0.06749  0.036613 0.      ],[0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
1,0.1656762393898454,0.1656762393898454,0.002708602250000001,[0.       0.       0.025806 0.097969 0.040998 0.086973 0.       0.078268 0.       0.       0.10126  0.       0.038534 0.       0.065182 0.       0.       0.085751 0.       0.       0.       0.       0.013582 0.       0.116021 0.011057 0.       0.       0.011018 0.036613 0.      ],[0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
2,0.12910237977401445,0.12910237977401445,0.0025109056990000006,[0.       0.       0.025806 0.097969 0.040998 0.011018 0.       0.078268 0.       0.       0.10126  0.       0.038534 0.       0.065182 0.       0.       0.085751 0.       0.       0.       0.       0.013582 0.       0.116021 0.011057 0.       0.       0.       0.036613 0.      ],[0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
3,0.0860065048913885,0.0860065048913885,0.0022090669670000005,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.10126  0.       0.038534 0.       0.065182 0.       0.       0.085751 0.       0.       0.       0.       0.013582 0.       0.011018 0.011057 0.       0.       0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
4,0.08503765658645808,0.08503765658645808,0.002211547837,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.085751 0.       0.       0.       0.       0.013582 0.       0.011018 0.011057 0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
5,0.063220787358848,0.063220787358848,0.002129271588,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.011057 0.       0.       0.       0.       0.013582 0.       0.011018 0.       0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
6,0.0589049324358692,0.0589049324358692,0.0020876951840000002,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.011057 0.       0.       0.       0.       0.011018 0.       0.       0.       0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
7,0.05840976862683981,0.05840976862683981,0.002084405376,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.011057 0.       0.01     0.       0.       0.       0.       0.       0.       0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
8,0.058184267653389805,0.058184267653389805,0.002055185376,[0.       0.       0.025806 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.011057 0.       0.       0.       0.01     0.       0.       0.       0.       0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
9,0.05116157425185074,0.05116157425185074,0.002028919269,[0.       0.       0.011057 0.097969 0.040998 0.       0.       0.078268 0.       0.       0.091134 0.       0.038534 0.       0.065182 0.       0.       0.       0.       0.       0.       0.01     0.       0.       0.       0.       0.       0.010126 0.       0.036613 0.      ],[0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0.],500,100,0.1,0.002,1,17,iDR,71,first
