iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy,tag
0,0.20629966512806344,0.20629966512806344,0.00319024189,[0.112859 0.       0.       0.       0.       0.112802 0.       0.112577 0.       0.       0.11236  0.112734 0.       0.       0.       0.       0.       0.       0.112674 0.       0.       0.       0.       0.       0.       0.       0.11253  0.211464 0.       0.       0.      ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
1,0.20600189125035878,0.20600189125035878,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.112734   0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.11253    0.21259202 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
2,0.20600189125035878,0.20600189125035878,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.112734   0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.11253    0.21259202 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
3,0.20569569480819627,0.20827071844882575,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.112734   0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21371732 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
4,0.20542056616673943,0.20542056616673943,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11160666 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21484466 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
5,0.2051474580852499,0.2051474580852499,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
6,0.2051474580852499,0.2051474580852499,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
7,0.2051474580852499,0.20771180131131553,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
8,0.2051474580852499,0.21027614453738114,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
9,0.2051474580852499,0.21284048776344677,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
10,0.2051474580852499,0.21540483098951238,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
11,0.2051474580852499,0.21796917421557802,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
12,0.2051474580852499,0.22053351744164365,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
13,0.2051474580852499,0.22309786066770926,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
14,0.2051474580852499,0.2256622038937749,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.1114047  0.21596073 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
15,0.20484347466971484,0.22792256370430544,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.11029065 0.21707477 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
16,0.20484347466971484,0.20484347466971484,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.11029065 0.21707477 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
17,0.20454169146312284,0.2071022348964943,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.10918775 0.21817768 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
18,0.20454169146312284,0.20454169146312284,0.00319024189,[0.112859   0.         0.         0.         0.         0.11167398 0.         0.112577   0.         0.         0.11236    0.11049059 0.         0.         0.         0.         0.         0.         0.112674   0.         0.         0.         0.         0.         0.         0.         0.10918775 0.21817768 0.         0.         0.        ],[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],8.0,1000,100,0.01,0.0015,1,8,random,,first,single_objective
