iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.15805383225044603,0.004106487494,7,7,100,44,0.06215,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.014293, 0.030337, 0.688826, 0.099351, 0.055167, 0.053465, 0.058561]","[2, 5, 7, 10, 15, 22, 24]"
1,idID,True,0.12751863805857425,0.004306671010000001,7,7,100,32,0.06615,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010901, 0.023137, 0.762675, 0.075773, 0.042075, 0.040776, 0.044663]","[2, 5, 7, 10, 15, 22, 24]"
2,idID,True,0.10434497263177943,0.0044848272969999995,7,7,100,40,0.066271,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010704, 0.011668, 0.024766, 0.81637, 0.045037, 0.043647, 0.047807]","[1, 2, 5, 7, 15, 22, 24]"
3,idID,True,0.08285250621562165,0.004450137396000001,7,7,100,46,0.062645,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011077, 0.012074, 0.025628, 0.844796, 0.046605, 0.010348, 0.049472]","[1, 2, 5, 7, 15, 21, 24]"
4,idID,True,0.06269856602249008,0.004544444030999999,7,7,100,56,0.060941,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011532, 0.01257, 0.026681, 0.879512, 0.04852, 0.010411, 0.010773]","[1, 2, 5, 7, 15, 19, 21]"
5,idID,True,0.049305109896136935,0.004793402314000002,7,7,100,57,0.065299,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011994, 0.013074, 0.02775, 0.914749, 0.010401, 0.010828, 0.011205]","[1, 2, 5, 7, 8, 19, 21]"
6,idID,True,0.037066539941847325,0.004940940694000001,7,7,100,47,0.074677,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012211, 0.01331, 0.010181, 0.931278, 0.010589, 0.011024, 0.011407]","[1, 2, 4, 7, 8, 19, 21]"
7,idID,True,0.03085597555668976,0.004942494516,6,6,100,59,0.068062,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012347, 0.013458, 0.010294, 0.941659, 0.010707, 0.011534]","[1, 2, 4, 7, 8, 21]"
8,idID,True,0.02595036904168828,0.004918982321000001,5,5,100,41,0.06261,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012481, 0.013604, 0.010405, 0.951851, 0.011659]","[1, 2, 4, 7, 21]"
9,idID,True,0.021378596254394845,0.0049193059279999994,5,5,100,41,0.059968,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.012526, 0.010443, 0.955294, 0.010036, 0.011701]","[1, 4, 7, 16, 21]"
10,idID,True,0.019476637135662462,0.004932377136,5,5,100,53,0.064741,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010469, 0.957713, 0.010061, 0.010025, 0.011731]","[4, 7, 16, 18, 21]"
11,TID,True,0.017640682562955437,0.004927234786,5,5,100,76,0.060377,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010469, 0.957713, 0.010061, 0.011731, 0.01]","[4, 7, 16, 21, 25]"
12,idID,True,0.014136290656086164,0.004937246941,5,5,100,75,0.058059,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
13,iDR,False,0.014136290656086164,0.004937246941,5,5,100,89,0.060298,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
14,iDR,False,0.014136290656086164,0.004937246941,5,5,100,88,0.063987,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
15,iDR,False,0.014136290656086164,0.004937246941,5,5,100,89,0.066627,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
16,iDR,False,0.014136290656086164,0.004937246941,5,5,100,90,0.064605,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
17,iDR,False,0.014136290656086164,0.004937246941,5,5,100,91,0.063084,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
18,iDR,False,0.014136290656086164,0.004937246941,5,5,100,82,0.06045,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
19,iDR,False,0.014136290656086164,0.004937246941,5,5,100,87,0.06153,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
20,iDR,False,0.014136290656086164,0.004937246941,5,5,100,92,0.062361,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
21,iDR,False,0.014136290656086164,0.004937246941,5,5,100,93,0.07628,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
22,iDR,False,0.014136290656086164,0.004937246941,5,5,100,93,0.067184,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
23,iDR,False,0.014136290656086164,0.004937246941,5,5,100,85,0.070684,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010487, 0.959399, 0.010079, 0.010018, 0.010018]","[4, 7, 16, 25, 27]"
