iter,move,improve,obj,return,n_assets,X,Z,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy
0,idID,True,0.25047711616195273,0.005130645663576724,10,"[0.13668477 0.02585537 0.14104406 0.14284307 0.06841546 0.1252275
 0.13740261 0.09485046 0.11701945 0.01065725]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018939,1000,100,0.003,0.003,1,10,10,random,9,random
1,TID,True,0.2504207441197625,0.0051323711830716405,10,"[0.13696932 0.02585537 0.14104406 0.14284307 0.06841546 0.1252275
 0.13740261 0.0945659  0.11701945 0.01065725]",[ 4  5  6  7  9 11 18 19 23 30],100,38,0.0148,1000,100,0.003,0.003,1,10,10,random,9,random
2,TID,True,0.25039604138085125,0.005132205754480205,10,"[0.13696932 0.02585537 0.14104406 0.14284307 0.06821022 0.1252275
 0.13740261 0.0945659  0.11701945 0.0108625 ]",[ 4  5  6  7  9 11 18 19 23 30],100,27,0.014077,1000,100,0.003,0.003,1,10,10,random,9,random
3,iDR,True,0.25039470950165243,0.005132283868441243,10,"[0.13702804 0.02586645 0.14110453 0.14247559 0.06823946 0.12528119
 0.13746151 0.09460645 0.11706962 0.01086716]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018825,1000,100,0.003,0.003,1,10,10,random,9,random
4,TID,True,0.2503943249051557,0.005132378869123013,10,"[0.13702804 0.02586645 0.14110453 0.14247559 0.06823946 0.12528119
 0.13749411 0.09460645 0.11706962 0.01083455]",[ 4  5  6  7  9 11 18 19 23 30],100,29,0.014185,1000,100,0.003,0.003,1,10,10,random,9,random
5,iDR,True,0.2503307332243989,0.005134734490297379,10,"[0.13738265 0.02585582 0.14104654 0.14241705 0.06821142 0.12522971
 0.13743762 0.09456757 0.11702151 0.0108301 ]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018858,1000,100,0.003,0.003,1,10,10,random,9,random
6,iDR,True,0.25031838033386383,0.005134829198546681,10,"[0.13742164 0.02586316 0.14108657 0.14245746 0.06823078 0.12526525
 0.13747662 0.09431062 0.11705472 0.01083318]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018845,1000,100,0.003,0.003,1,10,10,random,9,random
7,iDR,True,0.25029822055996165,0.005135283353322141,10,"[0.13746991 0.02587225 0.14113613 0.14250751 0.06825475 0.12530925
 0.13752491 0.09434375 0.11674456 0.01083698]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018896,1000,100,0.003,0.003,1,10,10,random,9,random
8,iDR,True,0.25028159515843856,0.005135682578585255,10,"[0.13749807 0.02587755 0.14116504 0.14253669 0.06806392 0.12533492
 0.13755308 0.09436308 0.11676847 0.0108392 ]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018822,1000,100,0.003,0.003,1,10,10,random,9,random
9,iDR,True,0.25026923200779483,0.0051357773504477405,10,"[0.137537   0.02588487 0.14120501 0.14257706 0.06808319 0.12537041
 0.13759203 0.09410663 0.11680153 0.01084227]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.018862,1000,100,0.003,0.003,1,10,10,random,9,random
10,TID,True,0.25018595369736135,0.005139281070423017,10,"[0.13796062 0.02588487 0.1407814  0.14257706 0.06808319 0.12537041
 0.13759203 0.09410663 0.11680153 0.01084227]",[ 4  5  6  7  9 11 18 19 23 30],100,32,0.014366,1000,100,0.003,0.003,1,10,10,random,9,random
11,idID,True,0.25018450551116994,0.00513936206648083,10,"[0.13801965 0.02589595 0.14084164 0.14221015 0.06811233 0.12542406
 0.13765091 0.0941469  0.11685151 0.01084691]",[ 4  5  6  7  9 11 18 19 23 30],100,68,0.017035,1000,100,0.003,0.003,1,10,10,random,9,random
12,TID,True,0.25018246403895544,0.005139523890270975,10,"[0.13801965 0.02581826 0.14084164 0.14221015 0.06811233 0.12542406
 0.13765091 0.0941469  0.1169292  0.01084691]",[ 4  5  6  7  9 11 18 19 23 30],100,34,0.014492,1000,100,0.003,0.003,1,10,10,random,9,random
13,iDR,True,0.25017008878553504,0.00513961953020578,10,"[0.13805864 0.02582556 0.14088143 0.14225033 0.06813157 0.12545949
 0.1376898  0.09389098 0.11696223 0.01084997]",[ 4  5  6  7  9 11 18 19 23 30],100,100,0.01883,1000,100,0.003,0.003,1,10,10,random,9,random
14,idID,True,0.2501636027204335,0.005139881469638105,10,"[0.13806934 0.02575007 0.14089235 0.14226135 0.06813685 0.12546921
 0.13770046 0.09389825 0.1169713  0.01085082]",[ 4  5  6  7  9 11 18 19 23 30],100,77,0.017614,1000,100,0.003,0.003,1,10,10,random,9,random
15,idID,True,0.24372609175412552,0.005126863701912662,10,"[0.01152421 0.15911397 0.02967492 0.16236726 0.07852232 0.14459332
 0.15868887 0.10821029 0.13480015 0.0125047 ]",[ 0  4  5  6  9 11 18 19 23 30],100,69,0.017143,1000,100,0.003,0.003,1,10,10,random,9,random
16,iDR,True,0.2437052115656941,0.005126943232060962,10,"[0.01151872 0.15903826 0.0296608  0.16229    0.07848495 0.14452452
 0.1590892  0.1081588  0.134736   0.01249875]",[ 0  4  5  6  9 11 18 19 23 30],100,100,0.018813,1000,100,0.003,0.003,1,10,10,random,9,random
