iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.16246765318889825,0.16246765318889825,0.0060409158138,[0.        0.1669392 0.        0.022438  0.256113  0.        0.        0.        0.194205  0.104677  0.        0.        0.109189  0.        0.        0.        0.        0.030637  0.01058   0.        0.        0.        0.        0.        0.036168  0.0185488 0.        0.        0.        0.        0.       ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
1,0.1610928290275087,0.1610928290275087,0.0061212972821,[0.        0.1669392 0.        0.022438  0.2665807 0.        0.        0.        0.194205  0.0942093 0.        0.        0.109189  0.        0.        0.        0.        0.030637  0.01058   0.        0.        0.        0.        0.        0.036168  0.0185488 0.        0.        0.        0.        0.       ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
2,0.16033667614922872,0.16033667614922872,0.0061508646221,[0.        0.1669392 0.        0.022438  0.2701975 0.        0.        0.        0.194205  0.0942093 0.        0.        0.109189  0.        0.        0.        0.        0.030637  0.01058   0.        0.        0.        0.        0.        0.0325512 0.0185488 0.        0.        0.        0.        0.       ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
3,0.14727852444567824,0.14727852444567824,0.0060869917581,[0.        0.1669392 0.        0.022438  0.2701975 0.        0.        0.        0.194205  0.0942093 0.        0.        0.109189  0.        0.        0.        0.        0.01058   0.        0.        0.        0.        0.        0.        0.0325512 0.0185488 0.        0.        0.        0.        0.       ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
4,0.14131786051141432,0.14131786051141432,0.006044649939699999,[0.        0.1669392 0.        0.022438  0.2701975 0.        0.        0.        0.194205  0.0942093 0.        0.        0.109189  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0325512 0.01058   0.        0.        0.        0.        0.       ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
5,0.14008634860036695,0.14008634860036695,0.00611699326117,[0.         0.1669392  0.         0.022438   0.27961843 0.         0.         0.         0.194205   0.08478837 0.         0.         0.109189   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0325512  0.01058    0.         0.         0.         0.         0.        ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
6,0.12829955493127732,0.12829955493127732,0.00600718079317,[0.         0.1669392  0.         0.022438   0.27961843 0.         0.         0.         0.194205   0.08478837 0.         0.         0.109189   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01058    0.         0.         0.         0.         0.         0.        ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
7,0.12582574940753188,0.12582574940753188,0.00600210059317,[0.         0.1669392  0.         0.022438   0.27961843 0.         0.         0.         0.194205   0.08478837 0.         0.         0.109189   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01       0.         0.         0.        ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
8,0.1235535177426482,0.1235535177426482,0.00611374953013,[0.         0.15024528 0.         0.022438   0.29631235 0.         0.         0.         0.194205   0.08478837 0.         0.         0.109189   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01       0.         0.         0.        ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
9,0.12112240564131668,0.12112240564131668,0.006123004639377999,[0.         0.13522075 0.         0.022438   0.29631235 0.         0.         0.         0.194205   0.08478837 0.         0.         0.109189   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.01502453 0.         0.01       0.         0.         0.        ],[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],500,100,0.1,0.006,1,10,random,66,random
