iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.14865123355772097,0.003916849809000001,7,7,100,39,0.054997,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.05699, 0.063715, 0.693293, 0.048767, 0.074241, 0.038002, 0.024992]","[5, 15, 22, 23, 26, 27, 30]"
1,idID,True,0.11208643047108195,0.00314271714,7,7,100,29,0.060279,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.029047, 0.032475, 0.353361, 0.024856, 0.037839, 0.509685, 0.012738]","[5, 15, 22, 23, 26, 27, 30]"
2,idID,True,0.10125113780267261,0.00315411498,7,7,100,37,0.05511,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.029879, 0.033405, 0.36348, 0.025568, 0.010286, 0.52428, 0.013103]","[5, 15, 22, 23, 25, 27, 30]"
3,idID,True,0.09298341269717511,0.003275321672,7,7,100,53,0.055365,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010203, 0.034082, 0.370852, 0.026087, 0.010495, 0.534913, 0.013369]","[4, 15, 22, 23, 25, 27, 30]"
4,idID,True,0.08737551185260246,0.00327987709,7,7,100,55,0.054019,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.01037, 0.010163, 0.034639, 0.376915, 0.010667, 0.543658, 0.013588]","[4, 11, 15, 22, 25, 27, 30]"
5,idID,True,0.08171642869498821,0.0043503139020000005,7,7,100,70,0.054831,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.022237, 0.021793, 0.074278, 0.808237, 0.022874, 0.021443, 0.029137]","[4, 11, 15, 22, 25, 29, 30]"
6,idID,True,0.06283890578787199,0.004660338393000001,7,7,100,30,0.056445,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.023765, 0.010687, 0.02329, 0.863759, 0.024445, 0.022916, 0.031139]","[4, 10, 11, 22, 25, 29, 30]"
7,idID,True,0.05346207199070459,0.0046031732770000005,7,7,100,39,0.060186,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.024085, 0.010831, 0.010135, 0.875392, 0.024774, 0.023225, 0.031558]","[4, 10, 16, 22, 25, 29, 30]"
8,idID,True,0.04396447057483083,0.004700555287,7,7,100,48,0.055206,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.024616, 0.01022, 0.01107, 0.010358, 0.89468, 0.02532, 0.023737]","[4, 8, 10, 16, 22, 25, 29]"
9,idID,True,0.03743220207523361,0.004771728956,7,7,100,55,0.055926,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.024959, 0.010362, 0.011224, 0.010502, 0.010139, 0.90714, 0.025673]","[4, 8, 10, 16, 18, 22, 25]"
10,idID,True,0.03297813261707579,0.004766388638000001,6,6,100,53,0.053771,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.025215, 0.010468, 0.011339, 0.01061, 0.916433, 0.025936]","[4, 8, 10, 16, 22, 25]"
11,idID,True,0.028379359402179075,0.004741541063000001,5,5,100,50,0.054687,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.025482, 0.011459, 0.010722, 0.926127, 0.02621]","[4, 10, 16, 22, 25]"
12,idID,True,0.021979414149368395,0.004558635297,5,5,100,44,0.053373,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.011639, 0.010891, 0.940691, 0.026622, 0.010157]","[10, 16, 22, 25, 27]"
13,idID,True,0.020512396184683566,0.004594744152000001,5,5,100,60,0.053642,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010909, 0.010016, 0.942235, 0.026666, 0.010174]","[16, 18, 22, 25, 27]"
14,idID,True,0.01815145833316332,0.004544073793,5,5,100,71,0.051163,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010169, 0.011094, 0.010186, 0.958204, 0.010346]","[15, 16, 18, 22, 27]"
15,idID,True,0.015856028648746377,0.0045389276409999995,5,5,100,90,0.052732,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010171, 0.011096, 0.958383, 0.010002, 0.010348]","[15, 16, 22, 25, 27]"
16,TID,True,0.015605048466278873,0.004588738569,5,5,100,89,0.051701,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010171, 0.01, 0.958383, 0.010002, 0.010348]","[15, 18, 22, 25, 27]"
17,idID,True,0.01456748139336104,0.004649546188000001,5,5,100,87,0.054411,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
18,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,89,0.058296,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
19,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,93,0.05962,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
20,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,93,0.052692,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
21,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,89,0.052242,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
22,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,88,0.052258,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
23,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,88,0.051545,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
24,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,94,0.059674,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
25,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,88,0.053665,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
26,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,89,0.0559,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
27,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,91,0.053367,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
28,iDR,False,0.01456748139336104,0.004649546188000001,5,5,100,93,0.052324,100,100,0.1,0.003,5,15,best,42,best,gls,"[0.010011, 0.010182, 0.959435, 0.010013, 0.010359]","[4, 15, 22, 25, 27]"
