iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.09723084857109485,0.09723084857109485,0.002641943504,[0.012394 0.       0.       0.502695 0.       0.       0.       0.03468  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.011479 0.       0.       0.036153 0.       0.       0.010009 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.032896 0.       0.       0.       0.       0.088592 0.       0.       0.       0.       0.05312  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.012228 0.       0.021148 0.       0.       0.       0.013542 0.       0.       0.       0.020716 0.       0.084861 0.       0.       0.       0.       0.038753 0.       0.       0.       0.026736 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],16.0,500,100,0.1,0.0015,3,16,iDR,57,best
1,0.09468238307814797,0.09468238307814797,0.002612756317,[0.010009 0.       0.       0.502695 0.       0.       0.       0.03468  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.011479 0.       0.       0.036153 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.032896 0.       0.       0.       0.       0.088592 0.       0.       0.       0.       0.05312  0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.012228 0.       0.021148 0.       0.       0.       0.013542 0.       0.       0.       0.020716 0.       0.084861 0.       0.       0.       0.       0.038753 0.       0.       0.       0.026736 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],15.0,500,100,0.1,0.0015,3,16,iDR,57,best
2,0.09443149024589856,0.09443149024589856,0.0026139104266,[0.010009  0.        0.        0.502695  0.        0.        0.        0.03468   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.011479  0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.032896  0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.020716  0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],15.0,500,100,0.1,0.0015,3,16,iDR,57,best
3,0.08712273765534759,0.08712273765534759,0.0024512505786000002,[0.        0.        0.        0.502695  0.        0.        0.        0.03468   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.011479  0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.010009  0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.020716  0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],14.0,500,100,0.1,0.0015,3,16,iDR,57,best
4,0.08481193491928475,0.08481193491928475,0.0023844541366,[0.        0.        0.        0.502695  0.        0.        0.        0.03468   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.010009  0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.020716  0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],13.0,500,100,0.1,0.0015,3,16,iDR,57,best
5,0.07933466315061205,0.07933466315061205,0.0022608969935999997,[0.        0.        0.        0.502695  0.        0.        0.        0.03468   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.010009  0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.0,500,100,0.1,0.0015,3,16,iDR,57,best
6,0.07823167749751025,0.07823167749751025,0.0022768821995999998,[0.        0.        0.        0.502695  0.        0.        0.        0.03468   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.01      0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.        0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.0,500,100,0.1,0.0015,3,16,iDR,57,best
7,0.07785890034258279,0.07785890034258279,0.0022908859836,[0.        0.        0.        0.502695  0.        0.        0.        0.031212  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.036153  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.013468  0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.        0.        0.0763749 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.0,500,100,0.1,0.0015,3,16,iDR,57,best
8,0.07768519590139626,0.07768519590139626,0.0022945627437,[0.        0.        0.        0.502695  0.        0.        0.        0.031212  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0325377 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.013468  0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.05312   0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.        0.        0.0799902 0.        0.        0.        0.        0.038753  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.0,500,100,0.1,0.0015,3,16,iDR,57,best
9,0.07733495449771706,0.07733495449771706,0.0022901431597,[0.        0.        0.        0.502695  0.        0.        0.        0.031212  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.0325377 0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.013468  0.        0.        0.        0.        0.0970781 0.        0.        0.        0.        0.047808  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.        0.012228  0.        0.021148  0.        0.        0.        0.013542  0.        0.        0.        0.        0.        0.0799902 0.        0.        0.        0.        0.044065  0.        0.        0.        0.026736  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.0,500,100,0.1,0.0015,3,16,iDR,57,best
