iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.15487909811490583,0.0030306570980000004,7,7,100,63,0.128057,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.166016, 0.073401, 0.011548, 0.01175, 0.0261, 0.088788, 0.622397]","[7, 11, 15, 16, 21, 26, 30]"
1,idID,True,0.11589773983148756,0.002642005145,7,7,100,39,0.142116,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.011849, 0.08697, 0.013683, 0.013922, 0.030925, 0.105201, 0.737451]","[10, 11, 15, 16, 21, 26, 30]"
2,idID,True,0.07935397968033434,0.0025637671040000002,7,7,100,46,0.138302,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.013096, 0.096121, 0.015123, 0.015387, 0.034179, 0.011052, 0.815043]","[10, 11, 15, 16, 21, 27, 30]"
3,idID,True,0.06774369700000646,0.002565493924,7,7,100,37,0.137389,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01342, 0.098503, 0.015498, 0.015768, 0.010248, 0.011326, 0.835237]","[10, 11, 15, 16, 17, 27, 30]"
4,idID,True,0.06433000777274825,0.0025879979870000003,6,6,100,40,0.132132,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.013559, 0.099523, 0.015658, 0.015931, 0.011443, 0.843885]","[10, 11, 15, 16, 27, 30]"
5,iDR,True,0.05993256947649261,0.0025718150030000003,6,6,100,34,0.143006,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.012504, 0.091778, 0.014439, 0.014691, 0.010553, 0.856035]","[10, 11, 15, 16, 27, 30]"
6,iDR,True,0.056716431656310136,0.002547450755,6,6,100,39,0.122412,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01262, 0.083365, 0.014573, 0.014827, 0.010651, 0.863964]","[10, 11, 15, 16, 27, 30]"
7,iDR,True,0.05371004577680005,0.002525134954,6,6,100,35,0.131289,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.012726, 0.075659, 0.014696, 0.014952, 0.010741, 0.871227]","[10, 11, 15, 16, 27, 30]"
8,idID,True,0.050192731904678746,0.002644127227,6,6,100,33,0.128493,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010047, 0.012786, 0.076016, 0.015023, 0.010792, 0.875337]","[4, 10, 11, 16, 27, 30]"
9,TID,True,0.04698591775008339,0.0026226755118,6,6,100,54,0.131775,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010047, 0.012786, 0.0684144, 0.015023, 0.010792, 0.8829386]","[4, 10, 11, 16, 27, 30]"
10,iDR,True,0.044326874805044325,0.0026049018560000002,6,6,100,58,0.138896,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010116, 0.012874, 0.061997, 0.015126, 0.010866, 0.88902]","[4, 10, 11, 16, 27, 30]"
11,iDR,True,0.04186665603809092,0.002588699039,6,6,100,48,0.143801,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010179, 0.012954, 0.056145, 0.01522, 0.010934, 0.894567]","[4, 10, 11, 16, 27, 30]"
12,TID,True,0.03939036050014995,0.00257285492,6,6,100,42,0.141765,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010179, 0.012954, 0.0505305, 0.01522, 0.010934, 0.9001815]","[4, 10, 11, 16, 27, 30]"
13,idID,True,0.03631649170936276,0.002601355793,6,6,100,52,0.143683,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010209, 0.05068, 0.015265, 0.01003, 0.010966, 0.902849]","[4, 11, 16, 25, 27, 30]"
14,TID,True,0.034048571358596555,0.002587053897,6,6,100,66,0.147552,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010209, 0.045612, 0.015265, 0.01003, 0.010966, 0.907917]","[4, 11, 16, 25, 27, 30]"
15,TID,True,0.031984829061424816,0.0025741821906,6,6,100,57,0.152781,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010209, 0.0410508, 0.015265, 0.01003, 0.010966, 0.9124782]","[4, 11, 16, 25, 27, 30]"
16,idID,True,0.029898757748765513,0.0025517008,5,5,100,54,0.132037,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010312, 0.041467, 0.01542, 0.011077, 0.921724]","[4, 11, 16, 27, 30]"
17,idID,True,0.027895847293056268,0.002554096748,4,4,100,32,0.118605,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010428, 0.041931, 0.015593, 0.932048]","[4, 11, 16, 30]"
18,TID,True,0.025944445605131376,0.0025422638198,4,4,100,19,0.130618,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010428, 0.037737900000000005, 0.015593, 0.9362410999999999]","[4, 11, 16, 30]"
19,TID,True,0.024172703968258866,0.00253161418442,4,4,100,34,0.129309,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010428, 0.033964110000000006, 0.015593, 0.9400148899999999]","[4, 11, 16, 30]"
20,idID,True,0.021440269321554656,0.002564945253,4,4,100,24,0.134639,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010487, 0.034155, 0.010056, 0.945302]","[4, 11, 27, 30]"
21,idID,True,0.019468323777804025,0.0025672571140000003,3,3,100,48,0.125051,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.010594, 0.034502, 0.954905]","[4, 11, 30]"
22,idID,True,0.006347009924443779,0.002520685585,3,3,100,35,0.129469,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01086, 0.010251, 0.978889]","[4, 8, 30]"
23,iDR,False,0.006347009924443779,0.002520685585,3,3,100,20,0.123185,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01086, 0.010251, 0.978889]","[4, 8, 30]"
24,iDR,False,0.006347009924443779,0.002520685585,3,3,100,26,0.133683,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01086, 0.010251, 0.978889]","[4, 8, 30]"
25,iDR,False,0.006347009924443779,0.002520685585,3,3,100,24,0.133093,100,100,0.1,0.0025,1,2,15,best,60,first,bench_local,"[0.01086, 0.010251, 0.978889]","[4, 8, 30]"
