iter,obj,aug_obj,return,X,Z,Q,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.17352564889858865,0.17352564889858865,0.001800089238,[0.027533 0.       0.       0.014527 0.       0.       0.       0.032285 0.       0.253191 0.       0.030031 0.034496 0.       0.       0.038742 0.503071 0.       0.       0.       0.       0.       0.031325 0.024066 0.       0.       0.010733 0.       0.       0.       0.      ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0.],11.0,500,100,0.1,0.001,1,11,TID,91,best
1,0.16870632749851164,0.16870632749851164,0.0017265625715999998,[0.027533  0.        0.        0.014527  0.        0.        0.        0.032285  0.        0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.024066  0.        0.        0.010733  0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0.],11.0,500,100,0.1,0.001,1,11,TID,91,best
2,0.15459018647872283,0.15459018647872283,0.0016400685475999998,[0.027533  0.        0.        0.014527  0.        0.        0.        0.032285  0.        0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.010733  0.        0.        0.        0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.],10.0,500,100,0.1,0.001,1,11,TID,91,best
3,0.1507674164085293,0.1507674164085293,0.0016467623616,[0.027533  0.        0.        0.014527  0.        0.        0.        0.032285  0.        0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.        0.        0.01      0.        0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.],10.0,500,100,0.1,0.001,1,11,TID,91,best
4,0.13720977956856417,0.13720977956856417,0.0014885216115999998,[0.027533  0.        0.        0.014527  0.        0.        0.        0.01      0.        0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.        0.        0.        0.        0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],9.0,500,100,0.1,0.001,1,11,TID,91,best
5,0.12355678838012149,0.12355678838012149,0.0014160709146,[0.01      0.        0.        0.014527  0.        0.        0.        0.        0.        0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.        0.        0.        0.        0.        0.        0.        0.       ],[1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],8.0,500,100,0.1,0.001,1,11,TID,91,best
6,0.12205540895036349,0.12205540895036349,0.0014741309146,[0.        0.        0.        0.014527  0.        0.        0.        0.        0.01      0.2278719 0.        0.030031  0.034496  0.        0.        0.038742  0.5283901 0.        0.        0.        0.        0.        0.031325  0.        0.        0.        0.        0.        0.        0.        0.       ],[0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],8.0,500,100,0.1,0.001,1,11,TID,91,best
7,0.11765855144669528,0.11765855144669528,0.00140795691484,[0.         0.         0.         0.014527   0.         0.         0.         0.         0.01       0.20508471 0.         0.030031   0.034496   0.         0.         0.038742   0.55117729 0.         0.         0.         0.         0.         0.031325   0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],8.0,500,100,0.1,0.001,1,11,TID,91,best
8,0.11325266626352648,0.11325266626352648,0.001348400315056,[0.         0.         0.         0.014527   0.         0.         0.         0.         0.01       0.18457624 0.         0.030031   0.034496   0.         0.         0.038742   0.57168576 0.         0.         0.         0.         0.         0.031325   0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],8.0,500,100,0.1,0.001,1,11,TID,91,best
9,0.0995229096154616,0.0995229096154616,0.001177961115056,[0.         0.         0.         0.014527   0.         0.         0.         0.         0.         0.18457624 0.         0.030031   0.034496   0.         0.         0.038742   0.57168576 0.         0.         0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.         0.        ],[0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],7.0,500,100,0.1,0.001,1,11,TID,91,best
