iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,TID,True,0.019010151241629872,0.00702879495,5,5,1000,902,0.570367,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.010611899999999999, 0.9583441, 0.01, 0.010975, 0.010045]","[4, 8, 21, 25, 27]"
1,TID,True,0.017237944581460808,0.0069163166565,5,5,1000,890,0.546928,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.010975, 0.010045]","[8, 16, 21, 25, 27]"
2,TID,True,0.016379120465048195,0.006912761446499999,5,5,1000,893,0.537763,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.010975, 0.01]","[8, 16, 21, 25, 29]"
3,TID,True,0.01606756026644,0.006913098271499999,5,5,1000,881,0.535255,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
4,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,882,0.567787,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
5,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,914,0.583573,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
6,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,898,0.556121,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
7,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,885,0.572399,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
8,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,894,0.580891,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
9,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,906,0.567555,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
10,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,904,0.559311,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
11,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,900,0.577044,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
12,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,906,0.565526,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
13,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,877,0.566565,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
14,iDR,False,0.01606756026644,0.006913098271499999,5,5,1000,904,0.552831,100,1000,0.1,0.003,5,15,best,,best,gls,"[0.9583441, 0.01, 0.01, 0.01, 0.01]","[8, 16, 18, 21, 29]"
