iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z
0,idID,True,0.11243452725558231,0.004036573677,7,7,100,69,0.137126,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.011964, 0.309585, 0.0224, 0.064784, 0.015245, 0.168867, 0.407155]","[4, 8, 13, 18, 25, 27, 29]"
1,idID,True,0.09056098146592567,0.002636959447,7,7,100,51,0.13092,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.014277, 0.017081, 0.031981, 0.092494, 0.021766, 0.241096, 0.581305]","[0, 4, 13, 18, 25, 27, 29]"
2,idID,True,0.07869801958390142,0.0035041658459999997,7,7,100,52,0.133897,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.033303, 0.039844, 0.074601, 0.215757, 0.050773, 0.562395, 0.023327]","[0, 4, 13, 18, 25, 27, 30]"
3,idID,True,0.05457065618869091,0.0029787677659999998,7,7,100,40,0.129917,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.04193, 0.050166, 0.093927, 0.012591, 0.063926, 0.708089, 0.02937]","[0, 4, 13, 17, 25, 27, 30]"
4,idID,True,0.040669485296679554,0.002900008561,7,7,100,33,0.132909,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.045772, 0.054762, 0.013745, 0.069783, 0.772962, 0.010916, 0.032061]","[0, 4, 17, 25, 27, 29, 30]"
5,idID,True,0.03303434877903413,0.0030192484899999998,7,7,100,45,0.130839,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.056794, 0.010371, 0.014255, 0.072372, 0.801637, 0.011321, 0.03325]","[4, 8, 17, 25, 27, 29, 30]"
6,idID,True,0.028993757541822724,0.0028946876120000005,7,7,100,48,0.137497,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.010665, 0.060572, 0.011061, 0.015203, 0.854963, 0.012074, 0.035462]","[1, 4, 8, 17, 27, 29, 30]"
7,idID,True,0.024118936011906213,0.0029210891899999997,7,7,100,47,0.148008,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.010944, 0.062155, 0.01135, 0.010261, 0.0156, 0.877301, 0.012389]","[1, 4, 8, 13, 17, 27, 29]"
8,idID,True,0.02152323807481944,0.002907198723,6,6,100,33,0.117346,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.062843, 0.011476, 0.010375, 0.015773, 0.887008, 0.012526]","[4, 8, 13, 17, 27, 29]"
9,idID,True,0.01941946821283195,0.002899491295,5,5,100,40,0.133197,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.063502, 0.011596, 0.015938, 0.896306, 0.012657]","[4, 8, 17, 27, 29]"
10,idID,True,0.017682004455000656,0.002846745103,5,5,100,38,0.131869,100,100,0.1,0.0025,1,2,15,best,88,best,bench_local,"[0.057536, 0.010507, 0.014441, 0.906049, 0.011468]","[4, 8, 17, 27, 29]"
